T_compute_device,T_d_compute,T_total,T_worker_elapsed_s,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_trace,sample_id,sample_index,source_index,total_latency,unattributed_overhead,user_id
0.03250980004668236,0.03250980004668236,0.03253370011225343,0.03250980004668236,0.0,0.0,0.0,0.0,0.5981004238128662,0.0,0.03250980004668236,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,False,0,1.0,5.0,0.0,0.03253370011225343,-0.16266850056126714,8,20abeb7367c84171983d3438e045679f,"{'device_compute': 0.03250980004668236, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.03253370011225343, 'unattributed_overhead': 2.3900065571069717e-05, 'request_id': '20abeb7367c84171983d3438e045679f', 'user_id': 1, 'prediction': 8, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.5981004238128662, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.03187530022114515, 'exit_head_compute_s': 0.00025829998776316643, 'exit_check_s': 0.00020739994943141937, 'worker_elapsed_s': 0.03250980004668236}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': False, 'observed_utility': -0.16266850056126714}",balanced_000_0000_00000287,0,287,0.03253370011225343,2.3900065571069717e-05,1
0.031401900108903646,0.031401900108903646,0.031423600390553474,0.031401900108903646,0.0,0.0,0.0,0.0,0.8127573728561401,0.0,0.031401900108903646,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,True,0,1.0,5.0,1.0,0.031423600390553474,0.8428819980472326,0,779e974613e9408c81a61ce0252dbe6a,"{'device_compute': 0.031401900108903646, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.031423600390553474, 'unattributed_overhead': 2.1700281649827957e-05, 'request_id': '779e974613e9408c81a61ce0252dbe6a', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.8127573728561401, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.031058899592608213, 'exit_head_compute_s': 0.00016230018809437752, 'exit_check_s': 4.449998959898949e-05, 'worker_elapsed_s': 0.031401900108903646}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': True, 'observed_utility': 0.8428819980472326}",balanced_000_0001_00000857,1,857,0.031423600390553474,2.1700281649827957e-05,1
0.02991629997268319,0.02991629997268319,0.029938899911940098,0.02991629997268319,0.0,0.0,0.0,0.0,0.8899228572845459,0.0,0.02991629997268319,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,True,0,1.0,5.0,1.0,0.029938899911940098,0.8503055004402995,0,83daa0403cab4c7a92327f3bbd1caf21,"{'device_compute': 0.02991629997268319, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.029938899911940098, 'unattributed_overhead': 2.259993925690651e-05, 'request_id': '83daa0403cab4c7a92327f3bbd1caf21', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.8899228572845459, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.02957559935748577, 'exit_head_compute_s': 0.0001810002140700817, 'exit_check_s': 4.779966548085213e-05, 'worker_elapsed_s': 0.02991629997268319}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.8503055004402995}",balanced_000_0002_00003548,2,3548,0.029938899911940098,2.259993925690651e-05,1
0.02852489985525608,0.02852489985525608,0.028550100047141314,0.02852489985525608,0.0,0.0,0.0,0.0,0.7498019933700562,0.0,0.02852489985525608,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,True,0,1.0,5.0,1.0,0.028550100047141314,0.8572494997642934,0,64ba940b822e43df82aeea8b4f77c311,"{'device_compute': 0.02852489985525608, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.028550100047141314, 'unattributed_overhead': 2.5200191885232925e-05, 'request_id': '64ba940b822e43df82aeea8b4f77c311', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.7498019933700562, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.027948800008744, 'exit_head_compute_s': 0.00036270031705498695, 'exit_check_s': 7.84001313149929e-05, 'worker_elapsed_s': 0.02852489985525608}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': True, 'observed_utility': 0.8572494997642934}",balanced_000_0003_00004937,3,4937,0.028550100047141314,2.5200191885232925e-05,1
0.02833649981766939,0.02833649981766939,0.028356799855828285,0.02833649981766939,0.0,0.0,0.0,0.0,0.6946609020233154,0.0,0.02833649981766939,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,True,0,1.0,5.0,1.0,0.028356799855828285,0.8582160007208586,0,4f5756c617824501a0577211720a80b7,"{'device_compute': 0.02833649981766939, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.028356799855828285, 'unattributed_overhead': 2.0300038158893585e-05, 'request_id': '4f5756c617824501a0577211720a80b7', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.6946609020233154, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.028024599887430668, 'exit_head_compute_s': 0.00014950009062886238, 'exit_check_s': 4.0699727833271027e-05, 'worker_elapsed_s': 0.02833649981766939}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.8582160007208586}",balanced_000_0004_00005189,4,5189,0.028356799855828285,2.0300038158893585e-05,1
0.053618399892002344,0.053618399892002344,0.053641300182789564,0.053618399892002344,0.0,0.0,0.0,0.0,0.9864805340766907,0.0,0.053618399892002344,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,device,True,0,1.0,5.0,1.0,0.053641300182789564,0.7317934990860522,0,16c5cc5d088940b8a6e8ff5f762c01ae,"{'device_compute': 0.053618399892002344, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.053641300182789564, 'unattributed_overhead': 2.290029078722e-05, 'request_id': '16c5cc5d088940b8a6e8ff5f762c01ae', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'device', 'confidence': 0.9864805340766907, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.0, 'segment_compute_s': 0.05300750071182847, 'exit_head_compute_s': 0.00033659953624010086, 'exit_check_s': 9.150011464953423e-05, 'worker_elapsed_s': 0.053618399892002344}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.7317934990860522}",balanced_000_0005_00005293,5,5293,0.053641300182789564,2.290029078722e-05,1
0.02873680042102933,0.02873680042102933,0.02875530021265149,0.02873680042102933,0.0,0.0,0.0,0.0,0.6919909715652466,0.0,0.02873680042102933,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,True,0,1.0,5.0,1.0,0.02875530021265149,0.8562234989367425,0,757eb08d7b0547db95045bb80ab6813b,"{'device_compute': 0.02873680042102933, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.02875530021265149, 'unattributed_overhead': 1.8499791622161865e-05, 'request_id': '757eb08d7b0547db95045bb80ab6813b', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.6919909715652466, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.028454700484871864, 'exit_head_compute_s': 0.00013480009511113167, 'exit_check_s': 3.719981759786606e-05, 'worker_elapsed_s': 0.02873680042102933}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': 0.8562234989367425}",balanced_000_0006_00007513,6,7513,0.02875530021265149,1.8499791622161865e-05,1
0.02726330002769828,0.02726330002769828,0.02727980026975274,0.02726330002769828,0.0,0.0,0.0,0.0,0.9550715088844299,0.0,0.02726330002769828,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,True,0,1.0,5.0,1.0,0.02727980026975274,0.8636009986512363,0,08391f9a045a4ae68bea64dcc62ce203,"{'device_compute': 0.02726330002769828, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.02727980026975274, 'unattributed_overhead': 1.6500242054462433e-05, 'request_id': '08391f9a045a4ae68bea64dcc62ce203', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.9550715088844299, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.027003500144928694, 'exit_head_compute_s': 0.00012310035526752472, 'exit_check_s': 3.390014171600342e-05, 'worker_elapsed_s': 0.02726330002769828}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.8636009986512363}",balanced_000_0007_00007748,7,7748,0.02727980026975274,1.6500242054462433e-05,1
0.028901000041514635,0.028901000041514635,0.028925499878823757,0.028901000041514635,0.0,0.0,0.0,0.0,0.5278493165969849,0.0,0.028901000041514635,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,False,0,1.0,5.0,0.0,0.028925499878823757,-0.14462749939411879,6,22d948e36d9d4abfaae33ae65ac01041,"{'device_compute': 0.028901000041514635, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.028925499878823757, 'unattributed_overhead': 2.4499837309122086e-05, 'request_id': '22d948e36d9d4abfaae33ae65ac01041', 'user_id': 1, 'prediction': 6, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.5278493165969849, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.02854240033775568, 'exit_head_compute_s': 0.0001846998929977417, 'exit_check_s': 5.2900053560733795e-05, 'worker_elapsed_s': 0.028901000041514635}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': False, 'observed_utility': -0.14462749939411879}",balanced_000_0008_00009021,8,9021,0.028925499878823757,2.4499837309122086e-05,1
0.028418700210750103,0.028418700210750103,0.02844349993392825,0.028418700210750103,0.0,0.0,0.0,0.0,0.8560150861740112,0.0,0.028418700210750103,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,True,0,1.0,5.0,1.0,0.02844349993392825,0.8577825003303587,0,ccba7e35f80740819153b20d79014d67,"{'device_compute': 0.028418700210750103, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.02844349993392825, 'unattributed_overhead': 2.479972317814827e-05, 'request_id': 'ccba7e35f80740819153b20d79014d67', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.8560150861740112, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.028070199768990278, 'exit_head_compute_s': 0.0001896996982395649, 'exit_check_s': 5.179969593882561e-05, 'worker_elapsed_s': 0.028418700210750103}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': 0.8577825003303587}",balanced_000_0009_00009272,9,9272,0.02844349993392825,2.479972317814827e-05,1
0.027382399886846542,0.027382399886846542,0.027402699925005436,0.027382399886846542,0.0,0.0,0.0,0.0,0.6149455904960632,0.0,0.027382399886846542,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,True,1,1.0,5.0,1.0,0.027402699925005436,0.8629865003749728,1,523fc70f22ab41a5825348dd46b95616,"{'device_compute': 0.027382399886846542, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.027402699925005436, 'unattributed_overhead': 2.0300038158893585e-05, 'request_id': '523fc70f22ab41a5825348dd46b95616', 'user_id': 1, 'prediction': 1, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.6149455904960632, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.027080099564045668, 'exit_head_compute_s': 0.00016230018809437752, 'exit_check_s': 4.310021176934242e-05, 'worker_elapsed_s': 0.027382399886846542}], 'sample_id': 'balanced_001_0000_00000738', 'label': 1, 'correct': True, 'observed_utility': 0.8629865003749728}",balanced_001_0000_00000738,10,738,0.027402699925005436,2.0300038158893585e-05,1
0.02643680013716221,0.02643680013716221,0.026455500163137913,0.02643680013716221,0.0,0.0,0.0,0.0,0.6179314255714417,0.0,0.02643680013716221,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,False,1,1.0,5.0,0.0,0.026455500163137913,-0.13227750081568956,0,c0ab0975f2284c3bb7f56bfa57b37d32,"{'device_compute': 0.02643680013716221, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.026455500163137913, 'unattributed_overhead': 1.8700025975704193e-05, 'request_id': 'c0ab0975f2284c3bb7f56bfa57b37d32', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.6179314255714417, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.02616669936105609, 'exit_head_compute_s': 0.00014649983495473862, 'exit_check_s': 3.8899946957826614e-05, 'worker_elapsed_s': 0.02643680013716221}], 'sample_id': 'balanced_001_0001_00001013', 'label': 1, 'correct': False, 'observed_utility': -0.13227750081568956}",balanced_001_0001_00001013,11,1013,0.026455500163137913,1.8700025975704193e-05,1
0.030170700047165155,0.030170700047165155,0.030193100217729807,0.030170700047165155,0.0,0.0,0.0,0.0,0.845190703868866,0.0,0.030170700047165155,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_block3,device,True,1,1.0,5.0,1.0,0.030193100217729807,0.849034498911351,1,e60d48eaa4d84e35bf2e8934218285fc,"{'device_compute': 0.030170700047165155, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.030193100217729807, 'unattributed_overhead': 2.240017056465149e-05, 'request_id': 'e60d48eaa4d84e35bf2e8934218285fc', 'user_id': 1, 'prediction': 1, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.845190703868866, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.02977719996124506, 'exit_head_compute_s': 0.0002338998019695282, 'exit_check_s': 5.149981006979942e-05, 'worker_elapsed_s': 0.030170700047165155}], 'sample_id': 'balanced_001_0002_00002042', 'label': 1, 'correct': True, 'observed_utility': 0.849034498911351}",balanced_001_0002_00002042,12,2042,0.030193100217729807,2.240017056465149e-05,1
