T_bandwidth_calibration,T_compute_device,T_compute_edge,T_compute_s,T_d2e,T_d_compute,T_device_edge_roundtrip,T_e_compute,T_node_edge,T_queue_s,T_total,T_worker_elapsed_s,actual_start_at_utc,barrier_ready_at_utc,barrier_release_at_utc,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,decision_id,decision_version,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_seq,request_trace,sample_id,sample_index,source_index,start_skew_s,total_latency,unattributed_overhead,user_id
0.0,4.712999998446321e-05,0.026412100000015926,0.026412100000015926,0.13208002600072177,4.712999998446321e-05,0.1616742260000592,0.026412100000015926,0.029594199999337434,0.001572199999827717,0.16174837499988826,0.026498900000660797,1784691951.5159829,1784691951.2650762,1784691951.5150762,0.0,0.0,0.0,0.0,0.9848767518997192,0.13208002600072177,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,4.712999998446321e-05,unknown,0.0,0.0005607999992207624,0.0017863999992187019,0.001572199999827717,0.021574700001110614,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}",15,final,edge,True,0,1.0,5.0,1.0,0.16174837499988826,0.19125812500055872,0,c189c5707ced48b2bc8c9cc5fc9fff73,0,"{'device_compute': 4.712999998446321e-05, 'd2e_transport': 0.13208002600072177, 'edge_queue': 0.001572199999827717, 'edge_segment_compute': 0.021574700001110614, 'edge_exit_head_compute': 0.0017863999992187019, 'edge_exit_check': 0.0005607999992207624, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.16174837499988826, 'unattributed_overhead': 0.004127118999804225, 'request_id': 'c189c5707ced48b2bc8c9cc5fc9fff73', 'user_id': 0, 'prediction': 0, 'exit_id': 'final', 'exit_boundary_id': 15, 'exit_location': 'edge', 'confidence': 0.9848767518997192, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 4.712999998446321e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'queue_s': 0.001572199999827717, 'segment_compute_s': 0.021574700001110614, 'exit_head_compute_s': 0.0017863999992187019, 'exit_check_s': 0.0005607999992207624, 'worker_elapsed_s': 0.026498900000660797}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': True, 'observed_utility': 0.19125812500055872}",balanced_000_0000_00000287,0,287,0.0009067058563232422,0.16174837499988826,0.004127118999804225,0
0.0,3.251899988754303e-05,0.02262460000019928,0.02262460000019928,0.120005862000653,3.251899988754303e-05,0.14558586200018908,0.02262460000019928,0.025579999999536085,0.001457700000173645,0.14564464000000044,0.022706400000060967,1784691956.6241689,1784691956.373246,1784691956.623246,0.0,0.0,0.0,0.0,0.9366426467895508,0.120005862000653,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,3.251899988754303e-05,unknown,0.0,0.000553500000933127,0.0009036999999807449,0.001457700000173645,0.019927399999687623,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}",15,final,edge,False,0,1.0,5.0,0.0,0.14564464000000044,-0.7282232000000022,2,68d115cc38b342d18a9fe3f76eae14e0,1,"{'device_compute': 3.251899988754303e-05, 'd2e_transport': 0.120005862000653, 'edge_queue': 0.001457700000173645, 'edge_segment_compute': 0.019927399999687623, 'edge_exit_head_compute': 0.0009036999999807449, 'edge_exit_check': 0.000553500000933127, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.14564464000000044, 'unattributed_overhead': 0.002763958998684757, 'request_id': '68d115cc38b342d18a9fe3f76eae14e0', 'user_id': 0, 'prediction': 2, 'exit_id': 'final', 'exit_boundary_id': 15, 'exit_location': 'edge', 'confidence': 0.9366426467895508, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.251899988754303e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'queue_s': 0.001457700000173645, 'segment_compute_s': 0.019927399999687623, 'exit_head_compute_s': 0.0009036999999807449, 'exit_check_s': 0.000553500000933127, 'worker_elapsed_s': 0.022706400000060967}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': False, 'observed_utility': -0.7282232000000022}",balanced_000_0001_00000857,1,857,0.0009229183197021484,0.14564464000000044,0.002763958998684757,0
0.0,2.9610999945361982e-05,0.007782800000313728,0.007782800000313728,0.08871482700055822,2.9610999945361982e-05,0.09887762699986524,0.007782800000313728,0.010162799999307026,0.0013298000003487687,0.09893009000006714,0.007856600000195613,1784691957.5502613,1784691957.299398,1784691957.549398,0.0,0.0,0.0,0.0,0.9702433943748474,0.08871482700055822,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,2.9610999945361982e-05,unknown,0.0,0.00015529999927821336,0.00032909999936237,0.0013298000003487687,0.006921800001691736,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,edge,True,0,1.0,5.0,1.0,0.09893009000006714,0.5053495499996643,0,d4480db9d9ac407db37f7877233e475f,2,"{'device_compute': 2.9610999945361982e-05, 'd2e_transport': 0.08871482700055822, 'edge_queue': 0.0013298000003487687, 'edge_segment_compute': 0.006921800001691736, 'edge_exit_head_compute': 0.00032909999936237, 'edge_exit_check': 0.00015529999927821336, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.09893009000006714, 'unattributed_overhead': 0.001449651998882473, 'request_id': 'd4480db9d9ac407db37f7877233e475f', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'edge', 'confidence': 0.9702433943748474, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 2.9610999945361982e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.0013298000003487687, 'segment_compute_s': 0.006921800001691736, 'exit_head_compute_s': 0.00032909999936237, 'exit_check_s': 0.00015529999927821336, 'worker_elapsed_s': 0.007856600000195613}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.5053495499996643}",balanced_000_0002_00003548,2,3548,0.0008633136749267578,0.09893009000006714,0.001449651998882473,0
0.0,3.2536999924559495e-05,0.018995800000084273,0.018995800000084273,0.12480370800039964,3.2536999924559495e-05,0.14679470800001582,0.018995800000084273,0.02199099999961618,0.0015140000004976173,0.14685287499992228,0.01907299999948009,1784691958.4673755,1784691958.2164578,1784691958.4664578,0.0,0.0,0.0,0.0,0.9986588954925537,0.12480370800039964,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,3.2536999924559495e-05,unknown,0.0,0.00022220000028028153,0.0005969000003460678,0.0015140000004976173,0.017450299999836716,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}",10,after_block9,edge,True,0,1.0,5.0,1.0,0.14685287499992228,0.2657356250003886,0,906156b235694a05b110418bf9bbea51,3,"{'device_compute': 3.2536999924559495e-05, 'd2e_transport': 0.12480370800039964, 'edge_queue': 0.0015140000004976173, 'edge_segment_compute': 0.017450299999836716, 'edge_exit_head_compute': 0.0005969000003460678, 'edge_exit_check': 0.00022220000028028153, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.14685287499992228, 'unattributed_overhead': 0.0022332299986373982, 'request_id': '906156b235694a05b110418bf9bbea51', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block9', 'exit_boundary_id': 10, 'exit_location': 'edge', 'confidence': 0.9986588954925537, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.2536999924559495e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 'queue_s': 0.0015140000004976173, 'segment_compute_s': 0.017450299999836716, 'exit_head_compute_s': 0.0005969000003460678, 'exit_check_s': 0.00022220000028028153, 'worker_elapsed_s': 0.01907299999948009}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': True, 'observed_utility': 0.2657356250003886}",balanced_000_0003_00004937,3,4937,0.0009176731109619141,0.14685287499992228,0.0022332299986373982,0
0.0,4.135199992560956e-05,0.02019509999990987,0.02019509999990987,0.10779368800035627,4.135199992560956e-05,0.13108138800021152,0.02019509999990987,0.02328769999985525,0.0014101999995546066,0.1311546100000669,0.020273600000109582,1784691959.405134,1784691959.1541889,1784691959.4041889,0.0,0.0,0.0,0.0,0.9773887395858765,0.10779368800035627,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,4.135199992560956e-05,unknown,0.0,0.00029290000020409934,0.0008059000010689488,0.0014101999995546066,0.018392500001027656,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,edge,True,0,1.0,5.0,1.0,0.1311546100000669,0.3442269499996655,0,fa94d581841e4f3cb89653ccca9e3fba,4,"{'device_compute': 4.135199992560956e-05, 'd2e_transport': 0.10779368800035627, 'edge_queue': 0.0014101999995546066, 'edge_segment_compute': 0.018392500001027656, 'edge_exit_head_compute': 0.0008059000010689488, 'edge_exit_check': 0.00029290000020409934, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.1311546100000669, 'unattributed_overhead': 0.002418069997929706, 'request_id': 'fa94d581841e4f3cb89653ccca9e3fba', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'edge', 'confidence': 0.9773887395858765, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 4.135199992560956e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.0014101999995546066, 'segment_compute_s': 0.018392500001027656, 'exit_head_compute_s': 0.0008059000010689488, 'exit_check_s': 0.00029290000020409934, 'worker_elapsed_s': 0.020273600000109582}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.3442269499996655}",balanced_000_0004_00005189,4,5189,0.0009450912475585938,0.1311546100000669,0.002418069997929706,0
0.0,4.662900005314441e-05,0.0435682999996061,0.0435682999996061,0.1402875570006472,4.662900005314441e-05,0.1870308570000816,0.0435682999996061,0.046743299999434385,0.001416300000528281,0.1871124310000596,0.04364770000029239,1784691960.3205907,1784691960.0696259,1784691960.3196259,0.0,0.0,0.0,0.0,0.9865309596061707,0.1402875570006472,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,4.662900005314441e-05,unknown,0.0,0.000265699999545177,0.0017907000001287088,0.001416300000528281,0.03935969999929512,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,edge,True,0,1.0,5.0,1.0,0.1871124310000596,0.06443784499970207,0,8838052e811341e4af928b369f7f34ad,5,"{'device_compute': 4.662900005314441e-05, 'd2e_transport': 0.1402875570006472, 'edge_queue': 0.001416300000528281, 'edge_segment_compute': 0.03935969999929512, 'edge_exit_head_compute': 0.0017907000001287088, 'edge_exit_check': 0.000265699999545177, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.1871124310000596, 'unattributed_overhead': 0.003945844999861947, 'request_id': '8838052e811341e4af928b369f7f34ad', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'edge', 'confidence': 0.9865309596061707, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 4.662900005314441e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.001416300000528281, 'segment_compute_s': 0.03935969999929512, 'exit_head_compute_s': 0.0017907000001287088, 'exit_check_s': 0.000265699999545177, 'worker_elapsed_s': 0.04364770000029239}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.06443784499970207}",balanced_000_0005_00005293,5,5293,0.0009648799896240234,0.1871124310000596,0.003945844999861947,0
0.0,4.4796000111091416e-05,0.086466400000063,0.086466400000063,0.11574359800010825,4.4796000111091416e-05,0.20504899799993836,0.086466400000063,0.08930539999983012,0.001305099999626691,0.2051285719999214,0.08654329999990296,1784691961.3252416,1784691961.074282,1784691961.324282,0.0,0.0,0.0,0.0,0.9753152132034302,0.11574359800010825,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,4.4796000111091416e-05,unknown,0.0,0.00034640000103536295,0.0029545000006692135,0.001305099999626691,0.07807820000016363,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}",10,after_block9,edge,True,0,1.0,5.0,1.0,0.2051285719999214,-0.025642859999607026,0,c99e996bcbcc44b3951b527422c92186,6,"{'device_compute': 4.4796000111091416e-05, 'd2e_transport': 0.11574359800010825, 'edge_queue': 0.001305099999626691, 'edge_segment_compute': 0.07807820000016363, 'edge_exit_head_compute': 0.0029545000006692135, 'edge_exit_check': 0.00034640000103536295, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.2051285719999214, 'unattributed_overhead': 0.006655977998207163, 'request_id': 'c99e996bcbcc44b3951b527422c92186', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block9', 'exit_boundary_id': 10, 'exit_location': 'edge', 'confidence': 0.9753152132034302, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 4.4796000111091416e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 'queue_s': 0.001305099999626691, 'segment_compute_s': 0.07807820000016363, 'exit_head_compute_s': 0.0029545000006692135, 'exit_check_s': 0.00034640000103536295, 'worker_elapsed_s': 0.08654329999990296}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': -0.025642859999607026}",balanced_000_0006_00007513,6,7513,0.0009596347808837891,0.2051285719999214,0.006655977998207163,0
0.0,3.133399991384067e-05,0.09809929999937594,0.09809929999937594,0.17451420000043072,3.133399991384067e-05,0.27632450000010067,0.09809929999937594,0.10181029999966995,0.001678199999332719,0.27638098099987474,0.09817300000031537,1784691962.357992,1784691962.1070986,1784691962.3570986,0.0,0.0,0.0,0.0,0.9988228678703308,0.17451420000043072,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,3.133399991384067e-05,unknown,0.0,0.0003401000012672739,0.0017461999996157829,0.001678199999332719,0.09049359999971784,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,edge,True,0,1.0,5.0,1.0,0.27638098099987474,-0.3819049049993737,0,de19ecea8e9a45bfa59ed15f4db9c6e0,7,"{'device_compute': 3.133399991384067e-05, 'd2e_transport': 0.17451420000043072, 'edge_queue': 0.001678199999332719, 'edge_segment_compute': 0.09049359999971784, 'edge_exit_head_compute': 0.0017461999996157829, 'edge_exit_check': 0.0003401000012672739, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.27638098099987474, 'unattributed_overhead': 0.007577346999596557, 'request_id': 'de19ecea8e9a45bfa59ed15f4db9c6e0', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'edge', 'confidence': 0.9988228678703308, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.133399991384067e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.001678199999332719, 'segment_compute_s': 0.09049359999971784, 'exit_head_compute_s': 0.0017461999996157829, 'exit_check_s': 0.0003401000012672739, 'worker_elapsed_s': 0.09817300000031537}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': -0.3819049049993737}",balanced_000_0007_00007748,7,7748,0.0008933544158935547,0.27638098099987474,0.007577346999596557,0
0.0,3.2500000088475645e-05,0.06289409999953932,0.06289409999953932,0.06378505899942866,3.2500000088475645e-05,0.1297666590000972,0.06289409999953932,0.06598160000066855,0.0012202999996588915,0.12982393700008288,0.06296780000047875,1784691963.4115462,1784691963.160651,1784691963.410651,0.0,0.0,0.0,0.0,0.9454166293144226,0.06378505899942866,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,3.2500000088475645e-05,unknown,0.0,0.000274800000624964,0.0026201999999102554,0.0012202999996588915,0.054728999998587824,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}",10,after_block9,edge,True,0,1.0,5.0,1.0,0.12982393700008288,0.3508803149995856,0,7aa41e8695ba4fb28a479f00eb9f45a2,8,"{'device_compute': 3.2500000088475645e-05, 'd2e_transport': 0.06378505899942866, 'edge_queue': 0.0012202999996588915, 'edge_segment_compute': 0.054728999998587824, 'edge_exit_head_compute': 0.0026201999999102554, 'edge_exit_check': 0.000274800000624964, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.12982393700008288, 'unattributed_overhead': 0.0071620780017838115, 'request_id': '7aa41e8695ba4fb28a479f00eb9f45a2', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block9', 'exit_boundary_id': 10, 'exit_location': 'edge', 'confidence': 0.9454166293144226, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.2500000088475645e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 'queue_s': 0.0012202999996588915, 'segment_compute_s': 0.054728999998587824, 'exit_head_compute_s': 0.0026201999999102554, 'exit_check_s': 0.000274800000624964, 'worker_elapsed_s': 0.06296780000047875}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.3508803149995856}",balanced_000_0008_00009021,8,9021,0.0008952617645263672,0.12982393700008288,0.0071620780017838115,0
0.0,2.935199995590665e-05,0.09677730000021256,0.09677730000021256,0.1444830880000154,2.935199995590665e-05,0.2448181879999538,0.09677730000021256,0.10033509999993839,0.0013093000006847433,0.24486954000008154,0.09685239999998885,1784691964.3240159,1784691964.0731585,1784691964.3231585,0.0,0.0,0.0,0.0,0.9766348600387573,0.1444830880000154,warm-1dev-vit-base-cifar10-pi5-20260722-114541:v1,1,2.935199995590665e-05,unknown,0.0,0.0002575999997134204,0.0014549999996233964,0.0013093000006847433,0.09215750000021217,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,edge,True,0,1.0,5.0,1.0,0.24486954000008154,-0.2243477000004077,0,1ee08d5d84df445b87bf6494b8470024,9,"{'device_compute': 2.935199995590665e-05, 'd2e_transport': 0.1444830880000154, 'edge_queue': 0.0013093000006847433, 'edge_segment_compute': 0.09215750000021217, 'edge_exit_head_compute': 0.0014549999996233964, 'edge_exit_check': 0.0002575999997134204, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.24486954000008154, 'unattributed_overhead': 0.005177699999876495, 'request_id': '1ee08d5d84df445b87bf6494b8470024', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'edge', 'confidence': 0.9766348600387573, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 2.935199995590665e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.0013093000006847433, 'segment_compute_s': 0.09215750000021217, 'exit_head_compute_s': 0.0014549999996233964, 'exit_check_s': 0.0002575999997134204, 'worker_elapsed_s': 0.09685239999998885}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': -0.2243477000004077}",balanced_000_0009_00009272,9,9272,0.0008573532104492188,0.24486954000008154,0.005177699999876495,0
