T_bandwidth_calibration,T_compute_device,T_d_compute,T_total,T_worker_elapsed_s,actual_start_at_utc,barrier_ready_at_utc,barrier_release_at_utc,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,decision_id,decision_version,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_seq,request_trace,sample_id,sample_index,source_index,start_skew_s,test_sample_seed,total_latency,unattributed_overhead,user_id
3.3133866786956787,0.27693569401162677,0.27693569401162677,0.27696947200456634,0.27693569401162677,1784947299.1596084,1784947295.045682,1784947298.6090686,0.0,0.0,0.0,0.0,0.9999719858169556,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.27693569401162677,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,4,1.0,5.0,1.0,0.27696947200456634,-0.3848473600228317,4,e42d5f40935e4e0e9603ffbb3d2a8885,0,"{'device_compute': 0.27693569401162677, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.27696947200456634, 'unattributed_overhead': 3.377799293957651e-05, 'request_id': 'e42d5f40935e4e0e9603ffbb3d2a8885', 'user_id': 0, 'prediction': 4, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999719858169556, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.267156990012154, 'exit_head_compute_s': 0.008914454956538975, 'exit_check_s': 0.00035018002381548285, 'worker_elapsed_s': 0.27693569401162677}], 'sample_id': 'balanced_004_0972_00009711', 'label': 4, 'correct': True, 'observed_utility': -0.3848473600228317}",balanced_004_0972_00009711,0,9711,0.5505397319793701,5472294003561725701,0.27696947200456634,3.377799293957651e-05,0
0.0,0.24763852497562766,0.24763852497562766,0.24766933897626586,0.24763852497562766,1784947300.9174757,1784947300.1969085,1784947300.4469085,0.0,0.0,0.0,0.0,0.9999874830245972,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.24763852497562766,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,3,1.0,5.0,1.0,0.24766933897626586,-0.2383466948813293,3,bf92efcdec3d4863b4a9f44008730cac,1,"{'device_compute': 0.24763852497562766, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.24766933897626586, 'unattributed_overhead': 3.081400063820183e-05, 'request_id': 'bf92efcdec3d4863b4a9f44008730cac', 'user_id': 0, 'prediction': 3, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999874830245972, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.24243402905995026, 'exit_head_compute_s': 0.004390412999782711, 'exit_check_s': 0.00028773798840120435, 'worker_elapsed_s': 0.24763852497562766}], 'sample_id': 'balanced_003_0109_00001053', 'label': 3, 'correct': True, 'observed_utility': -0.2383466948813293}",balanced_003_0109_00001053,1,1053,0.4705672264099121,5472294003561725701,0.24766933897626586,3.081400063820183e-05,0
0.0,0.24812186299823225,0.24812186299823225,0.24815258500166237,0.24812186299823225,1784947301.2156997,1784947300.4980865,1784947300.7480865,0.0,0.0,0.0,0.0,0.9999971389770508,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.24812186299823225,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,3,1.0,5.0,1.0,0.24815258500166237,-0.24076292500831187,3,cd0225958804401d981cad5b5fb591db,2,"{'device_compute': 0.24812186299823225, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.24815258500166237, 'unattributed_overhead': 3.07220034301281e-05, 'request_id': 'cd0225958804401d981cad5b5fb591db', 'user_id': 0, 'prediction': 3, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999971389770508, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.24523286797921173, 'exit_head_compute_s': 0.002123722981195897, 'exit_check_s': 0.0002639440353959799, 'worker_elapsed_s': 0.24812186299823225}], 'sample_id': 'balanced_003_0791_00007910', 'label': 3, 'correct': True, 'observed_utility': -0.24076292500831187}",balanced_003_0791_00007910,2,7910,0.46761322021484375,5472294003561725701,0.24815258500166237,3.07220034301281e-05,0
0.0,0.2526696919812821,0.2526696919812821,0.2526999700057786,0.2526696919812821,1784947301.5238986,1784947300.8027105,1784947301.0527105,0.0,0.0,0.0,0.0,0.9996317625045776,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.2526696919812821,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,7,1.0,5.0,1.0,0.2526999700057786,-0.263499850028893,7,6ff0cbca6da54ebc992dff3d5f9f47fa,3,"{'device_compute': 0.2526696919812821, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.2526999700057786, 'unattributed_overhead': 3.0278024496510625e-05, 'request_id': '6ff0cbca6da54ebc992dff3d5f9f47fa', 'user_id': 0, 'prediction': 7, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9996317625045776, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.24969447098555975, 'exit_head_compute_s': 0.002217209985246882, 'exit_check_s': 0.00026662900927476585, 'worker_elapsed_s': 0.2526696919812821}], 'sample_id': 'balanced_007_0961_00009631', 'label': 7, 'correct': True, 'observed_utility': -0.263499850028893}",balanced_007_0961_00009631,3,9631,0.4711880683898926,5472294003561725701,0.2526999700057786,3.0278024496510625e-05,0
0.0,0.2483326850051526,0.2483326850051526,0.2483633529918734,0.2483326850051526,1784947301.8332422,1784947301.1141489,1784947301.3641489,0.0,0.0,0.0,0.0,0.9998862743377686,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.2483326850051526,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,0,1.0,5.0,1.0,0.2483633529918734,-0.241816764959367,0,5042744298e54cc4b4240961cde86749,4,"{'device_compute': 0.2483326850051526, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.2483633529918734, 'unattributed_overhead': 3.06679867208004e-05, 'request_id': '5042744298e54cc4b4240961cde86749', 'user_id': 0, 'prediction': 0, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9998862743377686, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.24541388495708816, 'exit_head_compute_s': 0.0021548249933402985, 'exit_check_s': 0.0002597639977466315, 'worker_elapsed_s': 0.2483326850051526}], 'sample_id': 'balanced_000_0803_00007987', 'label': 0, 'correct': True, 'observed_utility': -0.241816764959367}",balanced_000_0803_00007987,4,7987,0.46909332275390625,5472294003561725701,0.2483633529918734,3.06679867208004e-05,0
0.0,0.2442795480019413,0.2442795480019413,0.24430897500133142,0.2442795480019413,1784947302.1425421,1784947301.421228,1784947301.671228,0.0,0.0,0.0,0.0,0.8188885450363159,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.2442795480019413,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,2,1.0,5.0,1.0,0.24430897500133142,-0.2215448750066571,2,f683de4127e54d3bb8466db0d1b81fde,5,"{'device_compute': 0.2442795480019413, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.24430897500133142, 'unattributed_overhead': 2.9426999390125275e-05, 'request_id': 'f683de4127e54d3bb8466db0d1b81fde', 'user_id': 0, 'prediction': 2, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.8188885450363159, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.24129439407261088, 'exit_head_compute_s': 0.0022487760288640857, 'exit_check_s': 0.0002491009945515543, 'worker_elapsed_s': 0.2442795480019413}], 'sample_id': 'balanced_002_0426_00004001', 'label': 2, 'correct': True, 'observed_utility': -0.2215448750066571}",balanced_002_0426_00004001,5,4001,0.4713141918182373,5472294003561725701,0.24430897500133142,2.9426999390125275e-05,0
0.0,0.25999167800182477,0.25999167800182477,0.2600265869987197,0.25999167800182477,1784947302.4578004,1784947301.736936,1784947301.986936,0.0,0.0,0.0,0.0,0.9999946355819702,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.25999167800182477,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,5,1.0,5.0,1.0,0.2600265869987197,-0.3001329349935986,5,aa67dc6a04364e5cbac0a3e52cf69f6d,6,"{'device_compute': 0.25999167800182477, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.2600265869987197, 'unattributed_overhead': 3.4908996894955635e-05, 'request_id': 'aa67dc6a04364e5cbac0a3e52cf69f6d', 'user_id': 0, 'prediction': 5, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999946355819702, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.2570618229510728, 'exit_head_compute_s': 0.0021460310090333223, 'exit_check_s': 0.00027243702788837254, 'worker_elapsed_s': 0.25999167800182477}], 'sample_id': 'balanced_005_0637_00006310', 'label': 5, 'correct': True, 'observed_utility': -0.3001329349935986}",balanced_005_0637_00006310,6,6310,0.47086429595947266,5472294003561725701,0.2600265869987197,3.4908996894955635e-05,0
0.0,0.2528250199975446,0.2528250199975446,0.2528537990001496,0.2528250199975446,1784947302.7515316,1784947302.0310414,1784947302.2810414,0.0,0.0,0.0,0.0,0.9999998807907104,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.2528250199975446,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,2,1.0,5.0,1.0,0.2528537990001496,-0.26426899500074796,2,02a92eaa83714a84a65b138dab5890bb,7,"{'device_compute': 0.2528250199975446, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.2528537990001496, 'unattributed_overhead': 2.87790026050061e-05, 'request_id': '02a92eaa83714a84a65b138dab5890bb', 'user_id': 0, 'prediction': 2, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999998807907104, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.2457575360313058, 'exit_head_compute_s': 0.006307474977802485, 'exit_check_s': 0.00026228901697322726, 'worker_elapsed_s': 0.2528250199975446}], 'sample_id': 'balanced_002_0068_00000706', 'label': 2, 'correct': True, 'observed_utility': -0.26426899500074796}",balanced_002_0068_00000706,7,706,0.4704902172088623,5472294003561725701,0.2528537990001496,2.87790026050061e-05,0
0.0,0.24018826999235898,0.24018826999235898,0.24021771500702016,0.24018826999235898,1784947303.0641696,1784947302.3400278,1784947302.5900278,0.0,0.0,0.0,0.0,0.999984860420227,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.24018826999235898,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,9,1.0,5.0,1.0,0.24021771500702016,-0.2010885750351008,9,7d95a998089943eeb9b8c62fba25b687,8,"{'device_compute': 0.24018826999235898, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.24021771500702016, 'unattributed_overhead': 2.9445014661177993e-05, 'request_id': '7d95a998089943eeb9b8c62fba25b687', 'user_id': 0, 'prediction': 9, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.999984860420227, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.23609577098977752, 'exit_head_compute_s': 0.0033282449876423925, 'exit_check_s': 0.0002639730228111148, 'worker_elapsed_s': 0.24018826999235898}], 'sample_id': 'balanced_009_0115_00001104', 'label': 9, 'correct': True, 'observed_utility': -0.2010885750351008}",balanced_009_0115_00001104,8,1104,0.47414183616638184,5472294003561725701,0.24021771500702016,2.9445014661177993e-05,0
0.0,0.2582035649975296,0.2582035649975296,0.25823430699529126,0.2582035649975296,1784947303.3627262,1784947302.644935,1784947302.894935,0.0,0.0,0.0,0.0,0.9999990463256836,0.0,ablate-end-only-resnet50-cifar10-pi5-r1-20260725-104127:v1,1,0.2582035649975296,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,5,1.0,5.0,1.0,0.25823430699529126,-0.2911715349764563,5,91b75892a5db40edb15d82c10c5e8871,9,"{'device_compute': 0.2582035649975296, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.25823430699529126, 'unattributed_overhead': 3.0741997761651874e-05, 'request_id': '91b75892a5db40edb15d82c10c5e8871', 'user_id': 0, 'prediction': 5, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999990463256836, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.25530163501389325, 'exit_head_compute_s': 0.002153067965991795, 'exit_check_s': 0.0002533450024202466, 'worker_elapsed_s': 0.2582035649975296}], 'sample_id': 'balanced_005_0335_00003424', 'label': 5, 'correct': True, 'observed_utility': -0.2911715349764563}",balanced_005_0335_00003424,9,3424,0.4677913188934326,5472294003561725701,0.25823430699529126,3.0741997761651874e-05,0
