T_compute_device,T_d_compute,T_total,exit_location,is_correct,label,prediction,request_id,sample_index,user_id
0.25686231900181156,0.25686231900181156,0.256873872000142,device,True,3,3,bf0092536d6e4d4c9fcc6b0b73c3dbac,0,0
0.021116392003023066,0.021116392003023066,0.02112135200877674,device,True,8,8,d0aa9bdc12a347048d1f0e6455534913,1,0
0.018084487004671246,0.018084487004671246,0.01808858300501015,device,True,8,8,143a59b32d614b0280cc339cca9bfb99,2,0
0.017950435998500325,0.017950435998500325,0.01795536400459241,device,False,0,8,80d03cf2fbf242f8ad89e308a6731985,3,0
0.018008838000241667,0.018008838000241667,0.01801424600125756,device,True,6,6,40a50cd1ce094e358e97200aaa12518f,4,0
0.0179538600059459,0.0179538600059459,0.017959236007300206,device,True,6,6,31bd24e5637d48b9bb0a29dae8bc6719,5,0
0.020669279008870944,0.020669279008870944,0.02067417500074953,device,True,1,1,7130b29ecbeb4bfba8490fd1d5e21262,6,0
0.06534016400109977,0.06534016400109977,0.06534909199399408,device,True,6,6,9993c841e085445da0d99c25770fbc43,7,0
0.01867317099822685,0.01867317099822685,0.018679122993489727,device,True,3,3,edd6eded154d467582b566fed9f5f270,8,0
0.033346672003972344,0.033346672003972344,0.033352687998558395,device,True,1,1,062136cde6864f62b6e6238ad259e0cb,9,0
0.022554280003532767,0.022554280003532767,0.022560423996765167,device,True,0,0,df7796d3d92b4eeb9d68d52d3de0febe,10,0
0.022936848006793298,0.022936848006793298,0.022944016003748402,device,True,9,9,8d224a676f154b89b9a7d0d8df27448f,11,0
0.023092914998414926,0.023092914998414926,0.02310001901059877,device,True,5,5,0d3eedd8dd5a4e578fedf92b7f870e1a,12,0
0.023005840994301252,0.023005840994301252,0.023014320991933346,device,False,7,5,345332f039c440f0b38a381e0d7cb119,13,0
0.022961839989875443,0.022961839989875443,0.02297124799224548,device,True,9,9,26b6a41f974f4d88b98769bffa5e8b6b,14,0
0.019704969992744736,0.019704969992744736,0.019710922002559528,device,False,8,6,6cee42428bec4e09bcb250fa7fd57683,15,0
0.019272575998911634,0.019272575998911634,0.019280320993857458,device,True,5,5,5f20a406553747da9e636959498c28ce,16,0
0.03019310100353323,0.03019310100353323,0.03019924499676563,device,True,7,7,9e7fbc1ae235413ea6f35854255c37ca,17,0
0.02472469500207808,0.02472469500207808,0.024730454999371432,device,True,8,8,d124675e78604b5390bebf71bf962ab0,18,0
0.011674748995574191,0.011674748995574191,0.011679549003019929,device,True,6,6,93211499098a42a3b65e4b1ae822ce69,19,0
0.010446529995533638,0.010446529995533638,0.010450913992826827,device,True,7,7,98f7d4072f294e7d95cd1e8d774fd0b9,20,0
0.0099115740013076,0.0099115740013076,0.009916598006384447,device,True,0,0,98c9d49c1f4d40989fa1f68e752d18d5,21,0
0.013775464991340414,0.013775464991340414,0.013780649998807348,device,False,4,8,b789ccd26a084bc79788c5b2b6742dd9,22,0
0.01438303099712357,0.01438303099712357,0.014388534997124225,device,True,9,9,5efe256a38bb46888d82f6da84c52f82,23,0
0.02318850099982228,0.02318850099982228,0.023193685003207065,device,False,5,7,c5477cc1197646a2a26dfca868749806,24,0
0.022997585008852184,0.022997585008852184,0.023003153008176014,device,False,2,5,5951bf7fd87d435fa38cefef592ea609,25,0
0.01436619900050573,0.01436619900050573,0.014370839009643532,device,False,4,5,1ddcfcf6e07440f8b40fb5dc9c41ec4e,26,0
0.01437000700389035,0.01437000700389035,0.01437615099712275,device,True,0,0,d77c14f5a6e64f2e915daceb8f02f6d4,27,0
0.01441093601169996,0.01441093601169996,0.014418232007301413,device,True,9,9,e988318e94af4072821cce878e9aa875,28,0
0.014318645989988,0.014318645989988,0.014325013995403424,device,True,6,6,4997bc3966104cb8b6a6a8e65786ad72,29,0
0.014218515003449284,0.014218515003449284,0.014222803001757711,device,True,6,6,d645c117ea754a579867c92af064b055,30,0
0.022954255997319706,0.022954255997319706,0.022958671994274482,device,True,5,5,f68b99fe109c452f837ca1b335d8c942,31,0
0.014268915998400189,0.014268915998400189,0.014273427994339727,device,True,4,4,c1d60bd165a34bf699aa8fc5074eda46,32,0
0.014252181004849263,0.014252181004849263,0.014257140996051021,device,False,5,3,07610d11cf8d4c1f9fad1602c847f8dd,33,0
0.014272179992985912,0.014272179992985912,0.01427720399806276,device,True,9,9,1e09d179896646ad8a07a752b9773063,34,0
0.014249043990275823,0.014249043990275823,0.014254547990276478,device,False,2,3,13ffeb9f699246abb55ce156b2cebbf4,35,0
0.014262323995353654,0.014262323995353654,0.014267667997046374,device,True,4,4,4e8ec37905254cde84376bcc1bc72db0,36,0
0.014320276997750625,0.014320276997750625,0.014325620999443345,device,True,1,1,8a4f8614295c4fb880bfc4a8b98e6b2c,37,0
0.01430181298928801,0.01430181298928801,0.014308276993688196,device,True,9,9,b7df1b042bce4154ba8b283623772084,38,0
0.014339189991005696,0.014339189991005696,0.014345845993375406,device,True,5,5,8222b4752ede4ae5894745dbaa5de75c,39,0
0.014357526000821963,0.014357526000821963,0.014364471004228108,device,False,4,1,d8869e49a6374dceb3fd840ff4473dfb,40,0
0.014277684007538483,0.014277684007538483,0.014284149001468904,device,True,6,6,f5ab3758dc9e4dbb9f4eff658a1131a8,41,0
0.014395831007277593,0.014395831007277593,0.014401239008293487,device,False,5,3,31b3d373e27f44858c0ea001af35f9ce,42,0
0.014532186003634706,0.014532186003634706,0.01453890600532759,device,True,6,6,ddbe03c0eebe47f693f8b59e3076496a,43,0
0.01447973700123839,0.01447973700123839,0.014486168991425075,device,True,0,0,1a27f635fe48412eafa662ecda2b9b8d,44,0
0.01445093700021971,0.01445093700021971,0.014456153003266081,device,True,9,9,5076a963679d429cbea7104857719c99,45,0
0.023017681000055745,0.023017681000055745,0.023022930006845854,device,True,3,3,69a8397e3f4649a3a2a9a9abe2665874,46,0
0.014431064002565108,0.014431064002565108,0.014436120007303543,device,True,9,9,6e7f169c84db45bd8ca8bd837a38a919,47,0
0.014360533998114988,0.014360533998114988,0.014365654002176598,device,False,7,4,1b19fe7dfd8b4d03b0f190867fe2718f,48,0
0.014416279998840764,0.014416279998840764,0.014420856008655392,device,False,6,2,0ad2650a6e274670b00e4cc6eda95ae1,49,0
0.014436087993090041,0.014436087993090041,0.01444143199478276,device,True,9,9,f6db1ce2c7c940c99ba4d9fe77a70b06,50,0
0.014426295994780958,0.014426295994780958,0.014431735995458439,device,True,8,8,dbb06a7c476449209922ac3b483000ed,51,0
0.023381496997899376,0.023381496997899376,0.02338777000841219,device,True,0,0,acba44337e204d92b6bdc569e05822b7,52,0
0.022991600999375805,0.022991600999375805,0.022996818006504327,device,True,3,3,9b43c1b26935481ca0da06e83a40ca0d,53,0
0.01422622699465137,0.01422622699465137,0.01423093098856043,device,True,8,8,ff0c9e859e284677a7553f188c142b8e,54,0
