T_c_compute,T_compute_cloud,T_compute_device,T_compute_edge,T_compute_s,T_d2e,T_d_compute,T_device_edge_roundtrip,T_e2c,T_e_compute,T_edge_cloud_roundtrip,T_node_cloud,T_node_edge,T_total,exit_location,is_correct,label,prediction,request_id,sample_index,user_id
0.0071915145963430405,0.0071915145963430405,2.937080468982458,0.04064969997853041,0.0071915145963430405,8.222918811254203,2.937080468982458,8.266054711071774,0.1322664136532694,0.04064969997853041,0.14552160003222525,0.013255186378955841,0.043135899817571044,11.203160875942558,cloud,True,3,3,7c9e22d98cff4294b24877926017d4bf,0,1
0.006801910698413849,0.006801910698413849,0.009254020173102617,0.04532960010692477,0.006801910698413849,8.979960076976568,0.009254020173102617,9.02801097696647,0.17750718747265637,0.04532960010692477,0.19060899992473423,0.013101812452077866,0.04805089998990297,9.037281572120264,cloud,True,8,8,cd854dfd03fb423ba6c06df5b91c39f0,1,1
0.0071864016354084015,0.0071864016354084015,0.009491913951933384,0.0504876000341028,0.0071864016354084015,12.444756397046149,0.009491913951933384,12.497710797004402,0.3276401995681226,0.0504876000341028,0.34190479991957545,0.014264600351452827,0.05295439995825291,12.507222518092021,cloud,True,8,8,8ec92d9702dc4bf79d98e1f6f60b9534,2,1
0.0052078161388635635,0.0052078161388635635,0.00927263218909502,0.04366399999707937,0.0052078161388635635,58.553126451792195,0.00927263218909502,58.599844451993704,0.7881565324496478,0.04366399999707937,0.7992561000864953,0.011099567636847496,0.0467180002015084,58.60913410806097,cloud,False,0,9,9cd607e9b36e40318f5636a63313d647,3,1
0.007167927920818329,0.007167927920818329,0.00924161309376359,0.0444110999815166,0.007167927920818329,10.796106162015349,0.00924161309376359,10.84370816196315,0.12873938912525773,0.0444110999815166,0.1429384001530707,0.014199011027812958,0.04760199994780123,10.852966319071129,cloud,True,6,6,86ed14cd9b8940e1867c86c55e6680fd,4,1
0.00719100795686245,0.00719100795686245,0.009261973900720477,0.045342700090259314,0.00719100795686245,12.120895471889526,0.009261973900720477,12.169812871841714,0.15915042581036687,0.045342700090259314,0.17193209985271096,0.012781674042344093,0.048917399952188134,12.179090589983389,cloud,True,6,6,d1b376551649441b83618df3fc631f5d,5,1
0.005169158801436424,0.005169158801436424,0.009296607924625278,0.044487500097602606,0.005169158801436424,9.205929082119837,0.009296607924625278,9.253135082079098,0.11180709628388286,0.044487500097602606,0.12912779999896884,0.017320703715085983,0.047205999959260225,9.262446698034182,cloud,False,1,9,3cad58bc0e8c44cb8eb6d0df3c48f0b3,6,1
0.009133551269769669,0.009133551269769669,0.009251974988728762,0.04851599992252886,0.009133551269769669,8.449127160012722,0.009251974988728762,8.50041736010462,0.322595926001668,0.04851599992252886,0.35737570002675056,0.03477977402508259,0.05129020009189844,8.509686199016869,cloud,False,6,2,1c567139105f42098ef223d78857c346,7,1
0.004080336540937424,0.004080336540937424,0.009321774821728468,0.04314010008238256,0.004080336540937424,12.91712971101515,0.009321774821728468,12.965141211170703,0.11949729383923113,0.04314010008238256,0.1396447999868542,0.020147506147623062,0.04801150015555322,12.974481993820518,cloud,True,3,3,a26370f120254d279b985780b378b7b6,8,1
0.0040425267070531845,0.0040425267070531845,0.009429496014490724,0.04432359989732504,0.0040425267070531845,15.28681067074649,0.009429496014490724,15.335128370905295,0.4990713580045849,0.04432359989732504,0.5241527000907809,0.025081342086195946,0.048317700158804655,15.344575370894745,cloud,True,1,1,1454e4f739ea46bc90095e2a8cb3679a,9,1
