T_c_compute,T_compute_cloud,T_compute_device,T_compute_edge,T_compute_s,T_d2e,T_d_compute,T_device_edge_roundtrip,T_e2c,T_e_compute,T_edge_cloud_roundtrip,T_node_cloud,T_node_edge,T_queue_s,T_total,T_worker_elapsed_s,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_trace,sample_id,sample_index,source_index,total_latency,unattributed_overhead,user_id
0.013795113191008568,0.013795113191008568,0.00015152498963288963,4.119999721297063e-05,0.013795113191008568,0.12833804398906068,0.00015152498963288963,0.2255132439895533,0.07844576114075608,4.119999721297063e-05,0.09553539999978966,0.017089638859033585,0.0016398000007029623,0.002128785476088524,0.22572806698735803,0.013851607218384743,0.00028710439801216125,0.0007227528840303421,0.002128785476088524,0.011972088366746902,0.9848912358283997,0.12833804398906068,0.00015152498963288963,unknown,0.07844576114075608,0.0,0.0,0.0010903999973379541,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}",15,final,cloud,True,0,1.0,5.0,1.0,0.22572806698735803,-0.12864033493679017,0,4bbfab7d1c354ea2b391cb693ecea12d,"{'device_compute': 0.00015152498963288963, 'd2e_transport': 0.12833804398906068, 'edge_queue': 0.0010903999973379541, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.07844576114075608, 'cloud_queue': 0.002128785476088524, 'cloud_segment_compute': 0.011972088366746902, 'cloud_exit_head_compute': 0.0007227528840303421, 'cloud_exit_check': 0.00028710439801216125, 'total_latency': 0.22572806698735803, 'unattributed_overhead': 0.0025916057456925046, 'request_id': '4bbfab7d1c354ea2b391cb693ecea12d', 'user_id': 0, 'prediction': 0, 'exit_id': 'final', 'exit_boundary_id': 15, 'exit_location': 'cloud', 'confidence': 0.9848912358283997, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00015152498963288963}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.0010903999973379541, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 5.439999949885532e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'queue_s': 0.002128785476088524, 'segment_compute_s': 0.011972088366746902, 'exit_head_compute_s': 0.0007227528840303421, 'exit_check_s': 0.00028710439801216125, 'worker_elapsed_s': 0.013851607218384743}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': True, 'observed_utility': -0.12864033493679017}",balanced_000_0000_00000287,0,287,0.22572806698735803,0.0025916057456925046,0
0.021436428651213646,0.021436428651213646,0.00010170001769438386,4.909999915980734e-05,0.021436428651213646,0.13426949199856608,0.00010170001769438386,0.24030329199740663,0.07732166289133602,4.909999915980734e-05,0.10410359999877983,0.02678193710744381,0.0019302000000607222,0.0036611277610063553,0.24045737701817416,0.021536484360694885,0.00040105171501636505,0.0010747499763965607,0.0036611277610063553,0.01854911632835865,0.9366353154182434,0.13426949199856608,0.00010170001769438386,unknown,0.07732166289133602,0.0,0.0,0.0012490000008256175,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}",15,final,cloud,False,0,1.0,5.0,0.0,0.24045737701817416,-1.2022868850908708,2,7b0778f3c1ed459fb9b4744c58e57502,"{'device_compute': 0.00010170001769438386, 'd2e_transport': 0.13426949199856608, 'edge_queue': 0.0012490000008256175, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.07732166289133602, 'cloud_queue': 0.0036611277610063553, 'cloud_segment_compute': 0.01854911632835865, 'cloud_exit_head_compute': 0.0010747499763965607, 'cloud_exit_check': 0.00040105171501636505, 'total_latency': 0.24045737701817416, 'unattributed_overhead': 0.003829476328974124, 'request_id': '7b0778f3c1ed459fb9b4744c58e57502', 'user_id': 0, 'prediction': 2, 'exit_id': 'final', 'exit_boundary_id': 15, 'exit_location': 'cloud', 'confidence': 0.9366353154182434, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00010170001769438386}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.0012490000008256175, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 6.479999865405262e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 'queue_s': 0.0036611277610063553, 'segment_compute_s': 0.01854911632835865, 'exit_head_compute_s': 0.0010747499763965607, 'exit_check_s': 0.00040105171501636505, 'worker_elapsed_s': 0.021536484360694885}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': False, 'observed_utility': -1.2022868850908708}",balanced_000_0001_00000857,1,857,0.24045737701817416,0.003829476328974124,0
0.011628925800323486,0.011628925800323486,0.00012726799468509853,4.949999856762588e-05,0.011628925800323486,0.10164267000436666,0.00012726799468509853,0.2209184700041078,0.10201724822763936,4.949999856762588e-05,0.11731689999942319,0.015299651771783829,0.0019589000003179535,0.0020180437713861465,0.22110161199816503,0.011683112010359764,0.0002391226589679718,0.0007556602358818054,0.0020180437713861465,0.009902317076921463,0.9703006148338318,0.10164267000436666,0.00012726799468509853,unknown,0.10201724822763936,0.0,0.0,0.0012309999983699527,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,cloud,True,0,1.0,5.0,1.0,0.22110161199816503,-0.10550805999082513,0,37f3b8598d4c45a1924611a22245650f,"{'device_compute': 0.00012726799468509853, 'd2e_transport': 0.10164267000436666, 'edge_queue': 0.0012309999983699527, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.10201724822763936, 'cloud_queue': 0.0020180437713861465, 'cloud_segment_compute': 0.009902317076921463, 'cloud_exit_head_compute': 0.0007556602358818054, 'cloud_exit_check': 0.0002391226589679718, 'total_latency': 0.22110161199816503, 'unattributed_overhead': 0.0031682820299465675, 'request_id': '37f3b8598d4c45a1924611a22245650f', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'cloud', 'confidence': 0.9703006148338318, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00012726799468509853}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.0012309999983699527, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 6.510000093840063e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.0020180437713861465, 'segment_compute_s': 0.009902317076921463, 'exit_head_compute_s': 0.0007556602358818054, 'exit_check_s': 0.0002391226589679718, 'worker_elapsed_s': 0.011683112010359764}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': -0.10550805999082513}",balanced_000_0002_00003548,2,3548,0.22110161199816503,0.0031682820299465675,0
0.017041511833667755,0.017041511833667755,0.00011882002581842244,5.080000119050965e-05,0.017041511833667755,0.0671945139838499,0.00011882002581842244,0.15685981398564763,0.06628332503896672,5.080000119050965e-05,0.08751810000103433,0.021234774962067604,0.002147200000763405,0.002353982999920845,0.15703361202031374,0.01715782843530178,0.00034046731889247894,0.0010671727359294891,0.002353982999920845,0.014548104256391525,0.9986598491668701,0.0671945139838499,0.00011882002581842244,unknown,0.06628332503896672,0.0,0.0,0.0013988000027893577,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}",10,after_block9,cloud,True,0,1.0,5.0,1.0,0.15703361202031374,0.2148319398984313,0,d43920da8aa64a83ac2c6b51633d35ea,"{'device_compute': 0.00011882002581842244, 'd2e_transport': 0.0671945139838499, 'edge_queue': 0.0013988000027893577, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.06628332503896672, 'cloud_queue': 0.002353982999920845, 'cloud_segment_compute': 0.014548104256391525, 'cloud_exit_head_compute': 0.0010671727359294891, 'cloud_exit_check': 0.00034046731889247894, 'total_latency': 0.15703361202031374, 'unattributed_overhead': 0.003728425657754997, 'request_id': 'd43920da8aa64a83ac2c6b51633d35ea', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block9', 'exit_boundary_id': 10, 'exit_location': 'cloud', 'confidence': 0.9986598491668701, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00011882002581842244}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.0013988000027893577, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 6.659999780822545e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 'queue_s': 0.002353982999920845, 'segment_compute_s': 0.014548104256391525, 'exit_head_compute_s': 0.0010671727359294891, 'exit_check_s': 0.00034046731889247894, 'worker_elapsed_s': 0.01715782843530178}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': True, 'observed_utility': 0.2148319398984313}",balanced_000_0003_00004937,3,4937,0.15703361202031374,0.003728425657754997,0
0.006800701841711998,0.006800701841711998,0.00012618000619113445,5.1700000767596066e-05,0.006800701841711998,0.07480790399495163,0.00012618000619113445,0.15828040399355814,0.07143873867607908,5.1700000767596066e-05,0.08151039999938803,0.010071661323308945,0.0019620999992184807,0.002099253237247467,0.1584663300018292,0.006845414638519287,0.0001253858208656311,0.0004170835018157959,0.002099253237247467,0.005796454846858978,0.9775071740150452,0.07480790399495163,0.00012618000619113445,unknown,0.07143873867607908,0.0,0.0,0.0012166999986220617,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,cloud,True,0,1.0,5.0,1.0,0.1584663300018292,0.20766834999085404,0,44d2fe60679d4e9ebb1757d7ddecdd83,"{'device_compute': 0.00012618000619113445, 'd2e_transport': 0.07480790399495163, 'edge_queue': 0.0012166999986220617, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.07143873867607908, 'cloud_queue': 0.002099253237247467, 'cloud_segment_compute': 0.005796454846858978, 'cloud_exit_head_compute': 0.0004170835018157959, 'cloud_exit_check': 0.0001253858208656311, 'total_latency': 0.1584663300018292, 'unattributed_overhead': 0.0024386299191974103, 'request_id': '44d2fe60679d4e9ebb1757d7ddecdd83', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'cloud', 'confidence': 0.9775071740150452, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00012618000619113445}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.0012166999986220617, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 6.760000178474002e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.002099253237247467, 'segment_compute_s': 0.005796454846858978, 'exit_head_compute_s': 0.0004170835018157959, 'exit_check_s': 0.0001253858208656311, 'worker_elapsed_s': 0.006845414638519287}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.20766834999085404}",balanced_000_0004_00005189,4,5189,0.1584663300018292,0.0024386299191974103,0
0.006576012820005417,0.006576012820005417,0.00014362001093104482,5.400000009103678e-05,0.006576012820005417,0.08612281199384597,0.00014362001093104482,0.18436221199226566,0.08564185936120339,5.400000009103678e-05,0.09590169999864884,0.01025984063744545,0.002337699999770848,0.0026181917637586594,0.18456708200392313,0.006620168685913086,0.00012399442493915558,0.00039333850145339966,0.0026181917637586594,0.00565633550286293,0.9864802956581116,0.08612281199384597,0.00014362001093104482,unknown,0.08564185936120339,0.0,0.0,0.001585099998919759,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,cloud,True,0,1.0,5.0,1.0,0.18456708200392313,0.07716458998038433,0,c85ecc8b39114b599dae47245f4e1476,"{'device_compute': 0.00014362001093104482, 'd2e_transport': 0.08612281199384597, 'edge_queue': 0.001585099998919759, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.08564185936120339, 'cloud_queue': 0.0026181917637586594, 'cloud_segment_compute': 0.00565633550286293, 'cloud_exit_head_compute': 0.00039333850145339966, 'cloud_exit_check': 0.00012399442493915558, 'total_latency': 0.18456708200392313, 'unattributed_overhead': 0.0022818304460088257, 'request_id': 'c85ecc8b39114b599dae47245f4e1476', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'cloud', 'confidence': 0.9864802956581116, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00014362001093104482}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.001585099998919759, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 7.060000280034728e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.0026181917637586594, 'segment_compute_s': 0.00565633550286293, 'exit_head_compute_s': 0.00039333850145339966, 'exit_check_s': 0.00012399442493915558, 'worker_elapsed_s': 0.006620168685913086}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.07716458998038433}",balanced_000_0005_00005293,5,5293,0.18456708200392313,0.0022818304460088257,0
0.009754497557878494,0.009754497557878494,0.00014557200483977795,3.310000101919286e-05,0.009754497557878494,0.10265059599623783,0.00014557200483977795,0.2223061959957704,0.10439292329829186,3.310000101919286e-05,0.1180129999993369,0.013620076701045036,0.0016426000001956709,0.001705886796116829,0.22251269800472073,0.009797535836696625,0.00018757954239845276,0.0006125122308731079,0.001705886796116829,0.008357636630535126,0.9753791689872742,0.10265059599623783,0.00014557200483977795,unknown,0.10439292329829186,0.0,0.0,0.0011238999977649655,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}",10,after_block9,cloud,True,0,1.0,5.0,1.0,0.22251269800472073,-0.11256349002360366,0,f9b648db6847418f81f9f14842c12a56,"{'device_compute': 0.00014557200483977795, 'd2e_transport': 0.10265059599623783, 'edge_queue': 0.0011238999977649655, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.10439292329829186, 'cloud_queue': 0.001705886796116829, 'cloud_segment_compute': 0.008357636630535126, 'cloud_exit_head_compute': 0.0006125122308731079, 'cloud_exit_check': 0.00018757954239845276, 'total_latency': 0.22251269800472073, 'unattributed_overhead': 0.003336091507662786, 'request_id': 'f9b648db6847418f81f9f14842c12a56', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block9', 'exit_boundary_id': 10, 'exit_location': 'cloud', 'confidence': 0.9753791689872742, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00014557200483977795}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.0011238999977649655, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 4.5000000682193786e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 'queue_s': 0.001705886796116829, 'segment_compute_s': 0.008357636630535126, 'exit_head_compute_s': 0.0006125122308731079, 'exit_check_s': 0.00018757954239845276, 'worker_elapsed_s': 0.009797535836696625}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': -0.11256349002360366}",balanced_000_0006_00007513,6,7513,0.22251269800472073,0.003336091507662786,0
0.0037712231278419495,0.0037712231278419495,0.00013600499369204044,3.610000203480013e-05,0.0037712231278419495,0.10115482799665187,0.00013600499369204044,0.19289272799505852,0.06515275470155757,3.610000203480013e-05,0.08963159999984782,0.024478845298290253,0.002106299998558825,0.01875489391386509,0.19309148701722734,0.003814335912466049,6.0185790061950684e-05,0.00020221993327140808,0.01875489391386509,0.0032225660979747772,0.9550707340240479,0.10115482799665187,0.00013600499369204044,unknown,0.06515275470155757,0.0,0.0,0.0013887999994040001,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3]}",4,after_block3,cloud,True,0,1.0,5.0,1.0,0.19309148701722734,0.034542564913863316,0,9b6a43fef9e44c319d33b17e5db532bf,"{'device_compute': 0.00013600499369204044, 'd2e_transport': 0.10115482799665187, 'edge_queue': 0.0013887999994040001, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.06515275470155757, 'cloud_queue': 0.01875489391386509, 'cloud_segment_compute': 0.0032225660979747772, 'cloud_exit_head_compute': 0.00020221993327140808, 'cloud_exit_check': 6.0185790061950684e-05, 'total_latency': 0.19309148701722734, 'unattributed_overhead': 0.0030192335907486267, 'request_id': '9b6a43fef9e44c319d33b17e5db532bf', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block3', 'exit_boundary_id': 4, 'exit_location': 'cloud', 'confidence': 0.9550707340240479, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00013600499369204044}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.0013887999994040001, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 5.030000102124177e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.01875489391386509, 'segment_compute_s': 0.0032225660979747772, 'exit_head_compute_s': 0.00020221993327140808, 'exit_check_s': 6.0185790061950684e-05, 'worker_elapsed_s': 0.003814335912466049}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.034542564913863316}",balanced_000_0007_00007748,7,7748,0.19309148701722734,0.0030192335907486267,0
0.009683560580015182,0.009683560580015182,0.00012861299910582602,3.8300000596791506e-05,0.009683560580015182,0.06140394501198898,0.00012861299910582602,0.17662074501276948,0.09597154831135413,3.8300000596791506e-05,0.10925750000023982,0.013285951688885689,0.005959300000540679,0.0014327187091112137,0.1768115349987056,0.009726431220769882,0.000186968594789505,0.0006199702620506287,0.0014327187091112137,0.008272970095276833,0.9453484416007996,0.06140394501198898,0.00012861299910582602,unknown,0.09597154831135413,0.0,0.0,0.005014599999412894,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}",10,after_block9,cloud,True,0,1.0,5.0,1.0,0.1768115349987056,0.11594232500647195,0,517aea88542d45c896cfc5ab9ff2abc6,"{'device_compute': 0.00012861299910582602, 'd2e_transport': 0.06140394501198898, 'edge_queue': 0.005014599999412894, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.09597154831135413, 'cloud_queue': 0.0014327187091112137, 'cloud_segment_compute': 0.008272970095276833, 'cloud_exit_head_compute': 0.0006199702620506287, 'cloud_exit_check': 0.000186968594789505, 'total_latency': 0.1768115349987056, 'unattributed_overhead': 0.003780201015615603, 'request_id': '517aea88542d45c896cfc5ab9ff2abc6', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block9', 'exit_boundary_id': 10, 'exit_location': 'cloud', 'confidence': 0.9453484416007996, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00012861299910582602}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.005014599999412894, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 5.289999899105169e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 'queue_s': 0.0014327187091112137, 'segment_compute_s': 0.008272970095276833, 'exit_head_compute_s': 0.0006199702620506287, 'exit_check_s': 0.000186968594789505, 'worker_elapsed_s': 0.009726431220769882}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.11594232500647195}",balanced_000_0008_00009021,8,9021,0.1768115349987056,0.003780201015615603,0
0.006542308256030083,0.006542308256030083,0.00013082000077702105,3.640000068116933e-05,0.006542308256030083,0.0634024769969983,0.00013082000077702105,0.15830107699730434,0.07734505246480694,3.640000068116933e-05,0.09178270000120392,0.01443764753639698,0.003115899999102112,0.005803050473332405,0.15849250700557604,0.006587263196706772,0.00012215226888656616,0.0003954097628593445,0.005803050473332405,0.005627844482660294,0.9766952395439148,0.0634024769969983,0.00013082000077702105,unknown,0.07734505246480694,0.0,0.0,0.0024787999973341357,0.0,"{'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6]}",7,after_block6,cloud,True,0,1.0,5.0,1.0,0.15849250700557604,0.20753746497211978,0,bcf163eb9b3e4d6395e5bd6d70ad665d,"{'device_compute': 0.00013082000077702105, 'd2e_transport': 0.0634024769969983, 'edge_queue': 0.0024787999973341357, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.07734505246480694, 'cloud_queue': 0.005803050473332405, 'cloud_segment_compute': 0.005627844482660294, 'cloud_exit_head_compute': 0.0003954097628593445, 'cloud_exit_check': 0.00012215226888656616, 'total_latency': 0.15849250700557604, 'unattributed_overhead': 0.003186900557921035, 'request_id': 'bcf163eb9b3e4d6395e5bd6d70ad665d', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_block6', 'exit_boundary_id': 7, 'exit_location': 'cloud', 'confidence': 0.9766952395439148, 'executed_segments_by_node': {'device': [], 'edge': [], 'cloud': [0, 1, 2, 3, 4, 5, 6]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00013082000077702105}, {'node': 'edge', 'executed_segments': [], 'queue_s': 0.0024787999973341357, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 4.780000017490238e-05}, {'node': 'cloud', 'executed_segments': [0, 1, 2, 3, 4, 5, 6], 'queue_s': 0.005803050473332405, 'segment_compute_s': 0.005627844482660294, 'exit_head_compute_s': 0.0003954097628593445, 'exit_check_s': 0.00012215226888656616, 'worker_elapsed_s': 0.006587263196706772}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': 0.20753746497211978}",balanced_000_0009_00009272,9,9272,0.15849250700557604,0.003186900557921035,0
