algorithm,step,episode,best_obj,current_obj,utility,evaluations,elapsed_s,curve_type
PPO,150,150,6.24949165343332,6.221798758251214,6.24949165343332,1500.0,0.0,ppo
PPO,300,300,6.180301391688889,6.158420212118218,6.180301391688889,1500.0,0.0,ppo
PPO,450,450,6.396893395053346,6.374190393723281,6.396893395053346,1500.0,0.0,ppo
PPO,600,600,6.205332820200393,6.1858689944075325,6.205332820200393,1500.0,0.0,ppo
PPO,750,750,6.259197582421082,6.2244789888262435,6.259197582421082,1500.0,0.0,ppo
PPO,900,900,6.272353592944271,6.249454844547046,6.272353592944271,1500.0,0.0,ppo
PPO,1050,1050,6.2065288845234,6.185765102684186,6.2065288845234,1500.0,0.0,ppo
PPO,1200,1200,6.401042627905966,6.367944450039554,6.401042627905966,1500.0,0.0,ppo
PPO,1350,1350,6.426874205648616,6.408065225358078,6.426874205648616,1500.0,0.0,ppo
PPO,1500,1500,6.428067217935047,6.4051993167542705,6.428067217935047,1500.0,0.0,ppo
PPO,1650,1650,6.784658262550799,6.740852305795674,6.784658262550799,1500.0,0.0,ppo
PPO,1800,1800,6.646955286582814,6.600426310474601,6.646955286582814,1500.0,0.0,ppo
PPO,1950,1950,6.981086660411165,6.962712960174255,6.981086660411165,1500.0,0.0,ppo
PPO,2100,2100,6.94704023197423,6.9236235547834335,6.94704023197423,1500.0,0.0,ppo
PPO,2250,2250,6.895107293119784,6.868648313060897,6.895107293119784,1500.0,0.0,ppo
PPO,2400,2400,6.814688958587937,6.803766938422814,6.814688958587937,1500.0,0.0,ppo
PPO,2550,2550,7.302756852683075,7.2851600208487906,7.302756852683075,1500.0,0.0,ppo
PPO,2700,2700,7.080709150053757,7.064391272509864,7.080709150053757,1500.0,0.0,ppo
PPO,2850,2850,7.248887478850991,7.2042154803051535,7.248887478850991,1500.0,0.0,ppo
PPO,3000,3000,7.111545380446539,7.094893472343953,7.111545380446539,1500.0,0.0,ppo
PPO,3150,3150,7.629117939588101,7.62356708325196,7.629117939588101,1500.0,0.0,ppo
PPO,3300,3300,7.443725055898026,7.432119579308273,7.443725055898026,1500.0,0.0,ppo
PPO,3450,3450,7.252351891365475,7.227286437971609,7.252351891365475,1500.0,0.0,ppo
PPO,3600,3600,7.3019041303353855,7.273792039415977,7.3019041303353855,1500.0,0.0,ppo
PPO,3750,3750,7.393960334189073,7.351386155358242,7.393960334189073,1500.0,0.0,ppo
PPO,3900,3900,7.517994126010776,7.500317279849412,7.517994126010776,1500.0,0.0,ppo
PPO,4050,4050,7.45810973942001,7.426513676014285,7.45810973942001,1500.0,0.0,ppo
PPO,4200,4200,7.747384300050298,7.704584820163337,7.747384300050298,1500.0,0.0,ppo
PPO,4350,4350,7.737153753721259,7.711017799860241,7.737153753721259,1500.0,0.0,ppo
PPO,4500,4500,7.512758056018923,7.496836401720257,7.512758056018923,1500.0,0.0,ppo
PPO,4650,4650,7.611576506809797,7.595183389356087,7.611576506809797,1500.0,0.0,ppo
PPO,4800,4800,7.590828041515383,7.547228385106694,7.590828041515383,1500.0,0.0,ppo
PPO,4950,4950,7.908866660275932,7.883436286430204,7.908866660275932,1500.0,0.0,ppo
PPO,5100,5100,7.5925217145516175,7.558190856998278,7.5925217145516175,1500.0,0.0,ppo
PPO,5250,5250,7.852493393327753,7.836707820590185,7.852493393327753,1500.0,0.0,ppo
PPO,5400,5400,7.759338747052592,7.73388131161161,7.759338747052592,1500.0,0.0,ppo
PPO,5550,5550,7.842696004287282,7.827246733809753,7.842696004287282,1500.0,0.0,ppo
PPO,5700,5700,7.7190901051408725,7.700637154721502,7.7190901051408725,1500.0,0.0,ppo
PPO,5850,5850,8.084903072484822,8.062104606942377,8.084903072484822,1500.0,0.0,ppo
PPO,6000,6000,7.757981521862581,7.7375160666568865,7.757981521862581,1500.0,0.0,ppo
PPO,6150,6150,7.872489494053525,7.848083077768459,7.872489494053525,1500.0,0.0,ppo
PPO,6300,6300,7.816749815047942,7.802316593081757,7.816749815047942,1500.0,0.0,ppo
PPO,6450,6450,7.923711531747214,7.890745936472037,7.923711531747214,1500.0,0.0,ppo
PPO,6600,6600,7.880875132094082,7.86829884606022,7.880875132094082,1500.0,0.0,ppo
PPO,6750,6750,8.071366399223944,8.019586770447525,8.071366399223944,1500.0,0.0,ppo
PPO,6900,6900,8.015941750754486,7.993030518696379,8.015941750754486,1500.0,0.0,ppo
PPO,7050,7050,7.935405603271661,7.9152452953891554,7.935405603271661,1500.0,0.0,ppo
PPO,7200,7200,7.924177339810114,7.899009132163034,7.924177339810114,1500.0,0.0,ppo
PPO,7350,7350,7.882347262837015,7.860559363204744,7.882347262837015,1500.0,0.0,ppo
PPO,7500,7500,7.864797724067755,7.8530671669683025,7.864797724067755,1500.0,0.0,ppo
PPO,7650,7650,8.063335542095555,8.035115973044784,8.063335542095555,1500.0,0.0,ppo
PPO,7800,7800,7.953207199205301,7.941381068330846,7.953207199205301,1500.0,0.0,ppo
PPO,7950,7950,7.994818537070543,7.954268879581567,7.994818537070543,1500.0,0.0,ppo
PPO,8100,8100,7.944780387465682,7.9390353340828606,7.944780387465682,1500.0,0.0,ppo
PPO,8250,8250,7.967307200334723,7.9514089511012855,7.967307200334723,1500.0,0.0,ppo
PPO,8400,8400,7.933114087340341,7.920429638066052,7.933114087340341,1500.0,0.0,ppo
