T_compute_device,T_d_compute,T_total,exit_location,is_correct,label,prediction,request_id,sample_index,user_id
0.6129532220074907,0.6129532220074907,0.6129623420129064,device,True,3,3,3203ef61d5854d84be0a69b11378e523,0,0
0.03877502301475033,0.03877502301475033,0.0387808800151106,device,True,8,8,c2cd43252a7b42d7842dfd183125dee0,1,0
0.04020846800995059,0.04020846800995059,0.0402157650096342,device,True,8,8,073e4d72ce5e45d9aaed088ef92336d5,2,0
0.038803763018222526,0.038803763018222526,0.03881112299859524,device,False,0,9,88033b20d79c49ba940dd74e03a70a97,3,0
0.02366497999173589,0.02366497999173589,0.023670228983974084,device,True,6,6,fb1aa98003c24a0d9224df9758182803,4,0
0.02098536997800693,0.02098536997800693,0.02099042700137943,device,True,6,6,e99da8c4457746d5a1da3baaa34a4f8e,5,0
0.02094635899993591,0.02094635899993591,0.02095160700264387,device,False,1,9,a187674f8f364346931b0200809b565c,6,0
0.029751655005384237,0.029751655005384237,0.029756934993201867,device,False,6,2,ec537c85acaa464ea2868a1c24171c2b,7,0
0.031404192006448284,0.031404192006448284,0.03140950502711348,device,True,3,3,d61ecd74f01b4869adad1bcbc0d48918,8,0
0.040150763001292944,0.040150763001292944,0.040157740004360676,device,True,1,1,a992074ab6ac4a2db295b0ba0d940bb1,9,0
0.043141025002114475,0.043141025002114475,0.04315049698925577,device,True,0,0,74cb40899d464d7c8162057933897cd2,10,0
0.02351002101204358,0.02351002101204358,0.023515333014074713,device,True,9,9,d945e857642e4ff39a56595194bc3ce9,11,0
0.021626741014188156,0.021626741014188156,0.021632629999658093,device,True,5,5,48be6dc560be4b7b9384b2e4235df651,12,0
0.0250088149914518,0.0250088149914518,0.02501387198572047,device,True,7,7,818a2dd4bb4a4d018a4827f96233b2a1,13,0
0.0297826660098508,0.0297826660098508,0.02978765798616223,device,True,9,9,f550213d7b844c2d9a4e500073583136,14,0
0.029749127017566934,0.029749127017566934,0.02975389501079917,device,True,8,8,b8bcf2f38ba04b45a2536d18a6e86341,15,0
0.029778825992252678,0.029778825992252678,0.02978400999563746,device,True,5,5,67df068982104540b9532c6e92458b82,16,0
0.02984311999171041,0.02984311999171041,0.02984852800727822,device,True,7,7,f74a8443df67444ca7e0adc160b37120,17,0
0.029790283006150275,0.029790283006150275,0.029796011018333957,device,True,8,8,9022b67410b849338614c28e191db3d6,18,0
0.029887123993830755,0.029887123993830755,0.029893300990806893,device,True,6,6,321ab00d69ff48b990ac5a73a2fa45ba,19,0
0.029928695992566645,0.029928695992566645,0.02993493599933572,device,True,7,7,0d94790bcb9941ca8c818413a6c7d501,20,0
0.029838159010978416,0.029838159010978416,0.02984372799983248,device,True,0,0,d084005577a54605b9860c9b171e5ab2,21,0
0.025607142015360296,0.025607142015360296,0.025612455006921664,device,True,4,4,e260c04aa79e461c89f77abeb7a40266,22,0
0.024439739005174488,0.024439739005174488,0.02444489099434577,device,True,9,9,3f62883a484c4ff8beedd704a6a9bb06,23,0
0.024423993017990142,0.024423993017990142,0.02442892102408223,device,False,5,4,6964add18ee142e3864c11ba919374d7,24,0
0.02436414800467901,0.02436414800467901,0.024369107995880768,device,False,2,5,6a2b31d8a12e4b6e9e6b51c1b9d92288,25,0
0.024407447985140607,0.024407447985140607,0.024412408005446196,device,False,4,3,363bf5a7181b41e8baab09e76fc67f72,26,0
0.024436409992631525,0.024436409992631525,0.024441562010906637,device,True,0,0,b8d317d942114ab1ba2b720216c56257,27,0
0.024446044000796974,0.024446044000796974,0.02445113199064508,device,True,9,9,399d94930f5c44a1ac7890f6bbee8f1a,28,0
0.024335633002920076,0.024335633002920076,0.024340433010365814,device,True,6,6,cf8c75de2ffa4d4186802b34451d3ad8,29,0
0.02449011101271026,0.02449011101271026,0.024495071993442252,device,True,6,6,7439f9c33be14a60bafbc62f9a29dd19,30,0
0.02437960501993075,0.02437960501993075,0.024384406016906723,device,True,5,5,3de456ee6ecd423d989878077eaa9026,31,0
0.024363698990782723,0.024363698990782723,0.024368274986045435,device,True,4,4,f1bf9b8c185c415587e05910c4005f7b,32,0
0.0243797330185771,0.0243797330185771,0.024384213000303134,device,True,5,5,6c7e03fac01948d4a7d4422b889e9abe,33,0
0.024427321972325444,0.024427321972325444,0.02443237797706388,device,True,9,9,5f0fcf7635f64dcb860721e5a9cea1c1,34,0
0.024348401988390833,0.024348401988390833,0.024353393993806094,device,False,2,8,4b841bf8058a42eabe59aa5692f203fc,35,0
0.022013529000105336,0.022013529000105336,0.0220179769967217,device,True,4,4,e1562b0884254082ab7db3f0a1eb4566,36,0
0.02083255400066264,0.02083255400066264,0.020836683019297197,device,True,1,1,0a1b14ddad994ce190fcac66168d846b,37,0
0.020847148000029847,0.020847148000029847,0.02085159599664621,device,True,9,9,c8d393a194f74908a43a9d6737234b75,38,0
0.020816617005039006,0.020816617005039006,0.020820681005716324,device,True,5,5,897ba902edbe43c9adef4206c26e4853,39,0
0.020853547990554944,0.020853547990554944,0.020857612980762497,device,True,4,4,2bf00f75d49041f5b2e35cf360e2ecef,40,0
0.020789414003957063,0.020789414003957063,0.020793830015463755,device,True,6,6,6eddf22195ee44299d22bea9b4a935b0,41,0
0.021232655009953305,0.021232655009953305,0.021236655011307448,device,True,5,5,a0bb9082dc9b4d91ab8a1ca7a687815b,42,0
0.020809928013477474,0.020809928013477474,0.020813992014154792,device,True,6,6,ce43790d3b764b68bae53e8d9741605d,43,0
