algorithm,step,episode,best_obj,current_obj,utility,evaluations,elapsed_s,curve_type
DSCI,50,50.0,0.48028122121960437,0.48028122121960437,0.48028122121960437,100.0,0.33035869989544153,dsci_train
DSCI,100,100.0,0.5872388505460829,0.5872388505460829,0.5872388505460829,100.0,0.6420928998850286,dsci_train
DSCI,150,150.0,0.5872388505460829,-8.244470587884463,0.5872388505460829,100.0,0.9415992998983711,dsci_train
DSCI,200,200.0,0.5872388505460829,0.5104832521465588,0.5872388505460829,100.0,1.2619020999409258,dsci_train
DSCI,250,250.0,0.7213085526918236,0.7213085526918236,0.7213085526918236,100.0,1.5669040998909622,dsci_train
DSCI,300,300.0,0.7213085526918236,-0.47985164126058266,0.7213085526918236,100.0,1.8499671998433769,dsci_train
DSCI,350,350.0,0.9969008423807264,0.9969008423807264,0.9969008423807264,100.0,2.0844999998807907,dsci_train
DSCI,400,400.0,0.9969008423807264,0.8073850372216389,0.9969008423807264,100.0,2.352916599949822,dsci_train
DSCI,450,450.0,0.9969008423807264,0.9139970531580534,0.9969008423807264,100.0,2.582598199835047,dsci_train
DSCI,500,500.0,0.9969008423807264,0.8073850372216389,0.9969008423807264,100.0,2.8847797999624163,dsci_train
DSCI,501,550.0,1.1532632963949938,1.1532632963949938,1.1532632963949938,100.0,55.786599199986085,dsci_train
Greedy,0,1.0,0.7516082788272508,0.7516082788272508,0.7516082788272508,1.0,0.0,baseline_progress
Greedy,1,84673.0,1.0519123304394289,1.0519123304394289,1.0519123304394289,84673.0,40.69435640005395,baseline_progress
Greedy,2,169345.0,1.1531729951451906,1.1531729951451906,1.1531729951451906,169345.0,75.79411599994637,baseline_progress
Greedy,3,254017.0,1.1531729951451906,1.1531729951451906,1.1531729951451906,254017.0,113.46531470003538,baseline_progress
Greedy,4,338689.0,1.1531729951451906,1.1531729951451906,1.1531729951451906,338689.0,150.51263569993898,baseline_progress
GA,0,50.0,0.8073850372216389,0.8073850372216389,0.8073850372216389,50.0,0.01664409996010363,baseline_progress
GA,1,100.0,1.0702865824332513,1.0702865824332513,1.0702865824332513,100.0,0.05807600007392466,baseline_progress
GA,2,150.0,1.0702865824332513,1.0702865824332513,1.0702865824332513,150.0,0.12935160007327795,baseline_progress
GA,3,200.0,1.0702865824332513,1.0702865824332513,1.0702865824332513,200.0,0.21416380000300705,baseline_progress
GA,4,250.0,1.0702865824332513,1.0702865824332513,1.0702865824332513,250.0,0.2681775998789817,baseline_progress
GA,5,300.0,1.0702865824332513,1.0702865824332513,1.0702865824332513,300.0,0.363898899871856,baseline_progress
GA,6,350.0,1.0702865824332513,1.0702865824332513,1.0702865824332513,350.0,0.4551462000235915,baseline_progress
GA,7,400.0,1.0702865824332513,1.0702865824332513,1.0702865824332513,400.0,0.5415783000644296,baseline_progress
GA,8,450.0,1.0702865824332513,1.0702865824332513,1.0702865824332513,450.0,0.6229906999506056,baseline_progress
