image_id,true_label,pred_label,correct,confidence,difficulty,exit_layer,transmitted_to_cloud
0,3,3,True,0.9990691542625427,easy,103,False
1,8,8,True,0.9999597072601318,easy,103,False
2,8,8,True,0.909355878829956,easy,57,False
3,0,8,False,0.8859072327613831,hard,57,False
4,6,6,True,0.8466603755950928,easy,57,False
5,6,6,True,0.9922614693641663,easy,103,False
6,1,1,True,0.9650586247444153,hard,57,False
7,6,6,True,0.9329034090042114,easy,103,False
8,3,3,True,0.9513320326805115,easy,103,False
9,1,1,True,0.9183943867683411,easy,103,False
10,0,0,True,0.8009256720542908,easy,57,False
11,9,9,True,0.8527135848999023,easy,57,False
12,5,5,True,0.8992483019828796,easy,103,False
13,7,7,True,0.9808555245399475,easy,103,False
14,9,9,True,0.85865318775177,easy,57,False
15,8,8,True,0.9988498687744141,easy,128,True
16,5,5,True,0.808669924736023,easy,57,False
17,7,7,True,0.9953794479370117,easy,103,False
18,8,8,True,0.9999959468841553,easy,103,False
19,6,6,True,0.9000999331474304,easy,57,False
20,7,7,True,0.9228615164756775,easy,103,False
21,0,0,True,0.9373258352279663,medium,57,False
22,4,4,True,0.9468397498130798,hard,103,False
23,9,9,True,0.8668318390846252,easy,57,False
24,5,4,False,0.997256338596344,easy,128,True
25,2,5,False,0.8932625651359558,medium,128,True
26,4,3,False,0.5354397892951965,hard,128,True
27,0,0,True,0.95235276222229,easy,103,False
28,9,9,True,0.830134928226471,easy,57,False
29,6,6,True,0.8750883340835571,easy,57,False
30,6,6,True,0.9468510746955872,easy,57,False
31,5,5,True,0.9298299551010132,easy,103,False
32,4,4,True,0.9971600770950317,easy,128,True
33,5,5,True,0.8761088252067566,easy,103,False
34,9,9,True,0.8482503294944763,easy,57,False
35,2,8,False,0.9999778270721436,easy,128,True
36,4,4,True,0.9979351758956909,easy,103,False
37,1,9,False,0.8443194031715393,easy,103,False
38,9,9,True,0.9159237146377563,easy,57,False
39,5,5,True,0.9999796152114868,easy,103,False
40,4,4,True,0.9996482133865356,easy,103,False
41,6,6,True,0.935807466506958,easy,57,False
42,5,5,True,0.9832688570022583,easy,103,False
43,6,6,True,0.9954426288604736,easy,103,False
44,0,0,True,0.9827918410301208,easy,103,False
45,9,9,True,0.911919891834259,easy,57,False
46,3,3,True,0.9998132586479187,easy,128,True
47,9,9,True,0.9433274269104004,easy,103,False
48,7,4,False,0.8287744522094727,easy,57,False
49,6,2,False,0.4277305006980896,hard,128,True
50,9,9,True,0.9994524121284485,easy,103,False
51,8,8,True,0.9977591037750244,easy,103,False
52,0,0,True,0.8794519901275635,medium,128,True
53,3,3,True,0.8534319400787354,easy,103,False
54,8,8,True,0.8927047252655029,easy,57,False
55,8,8,True,0.9953802824020386,easy,103,False
56,7,7,True,0.9992014765739441,easy,103,False
57,7,3,False,0.9866880774497986,easy,128,True
58,4,5,False,0.615906834602356,medium,128,True
59,6,3,False,0.9922448992729187,easy,128,True
60,7,7,True,0.9999724626541138,easy,103,False
61,3,5,False,0.917733907699585,easy,103,False
62,6,6,True,0.8582243323326111,easy,103,False
63,3,3,True,0.970182478427887,easy,103,False
64,6,6,True,0.9998592138290405,easy,128,True
65,2,2,True,0.9933807849884033,easy,103,False
66,1,1,True,0.9896910190582275,easy,103,False
67,2,2,True,0.989303469657898,easy,103,False
68,3,3,True,0.9935085773468018,easy,128,True
69,7,7,True,0.923011302947998,easy,128,True
70,2,2,True,0.9589513540267944,easy,128,True
71,6,6,True,0.9919729232788086,easy,103,False
72,8,8,True,0.9998762607574463,easy,103,False
73,8,8,True,0.9946137070655823,easy,103,False
74,0,0,True,0.8685598969459534,medium,128,True
75,2,2,True,0.853557288646698,easy,57,False
76,9,9,True,0.9996218681335449,easy,103,False
77,3,3,True,0.9938408136367798,easy,103,False
78,3,5,False,0.9739610552787781,easy,128,True
79,8,8,True,0.9997616410255432,easy,103,False
80,8,8,True,0.9681671857833862,easy,57,False
81,1,1,True,0.9228017926216125,medium,57,False
82,1,1,True,0.9999864101409912,easy,103,False
83,7,7,True,0.9892776012420654,easy,103,False
84,2,2,True,0.8172076344490051,easy,103,False
85,5,7,False,0.5255506634712219,hard,128,True
86,2,2,True,0.9291526079177856,medium,103,False
87,7,7,True,0.976436972618103,easy,103,False
88,8,8,True,0.9996602535247803,easy,103,False
89,9,9,True,0.8357067704200745,easy,57,False
90,0,0,True,0.9561787843704224,easy,103,False
91,3,3,True,0.9331856369972229,easy,103,False
92,8,8,True,0.9999865293502808,easy,103,False
93,6,6,True,0.9484681487083435,easy,103,False
94,4,4,True,0.999215841293335,easy,103,False
95,6,3,False,0.9996731281280518,easy,128,True
96,6,6,True,0.9948764443397522,hard,57,False
97,0,0,True,0.5696656703948975,hard,128,True
98,0,0,True,0.8038386106491089,easy,57,False
99,7,7,True,0.9956263303756714,easy,103,False
100,4,4,True,0.9945700764656067,easy,103,False
101,5,5,True,0.9802175760269165,easy,128,True
102,6,6,True,0.9965245127677917,easy,103,False
103,3,3,True,0.9168698191642761,easy,103,False
104,1,9,False,0.9172040820121765,easy,57,False
105,1,1,True,0.8446834683418274,easy,57,False
106,3,3,True,0.9999746084213257,easy,128,True
107,6,6,True,0.999995231628418,easy,103,False
108,8,8,True,0.8415409326553345,easy,57,False
109,7,7,True,0.9656339287757874,easy,103,False
110,4,4,True,0.9937829375267029,easy,103,False
111,0,0,True,0.9950072765350342,easy,103,False
112,6,2,False,0.6561164259910583,medium,128,True
113,2,2,True,0.8408017158508301,easy,57,False
114,1,1,True,0.9960390329360962,easy,103,False
115,3,3,True,0.9227017164230347,easy,103,False
116,0,0,True,0.9653818011283875,easy,103,False
117,4,4,True,0.9772869348526001,easy,103,False
118,2,2,True,0.90523761510849,medium,103,False
119,7,2,False,0.8731328248977661,medium,128,True
120,8,8,True,0.999536395072937,easy,103,False
121,3,3,True,0.96226966381073,easy,103,False
122,1,1,True,0.9992051720619202,easy,103,False
123,2,2,True,0.8261721134185791,easy,57,False
124,8,8,True,0.996021568775177,easy,103,False
125,0,8,False,0.997794508934021,easy,128,True
126,8,8,True,0.946937620639801,easy,57,False
127,3,3,True,0.9997889399528503,easy,128,True
128,5,3,False,0.604714572429657,medium,128,True
129,2,2,True,0.9905975461006165,easy,103,False
130,4,4,True,0.9284157752990723,easy,103,False
131,1,1,True,0.895546555519104,easy,57,False
132,8,9,False,0.8488978147506714,easy,57,False
133,9,9,True,0.9105287194252014,easy,57,False
134,1,1,True,0.9999994039535522,easy,128,True
135,2,2,True,0.9983781576156616,easy,103,False
136,9,9,True,0.8120676279067993,easy,57,False
