T_bandwidth_calibration,T_compute_device,T_d_compute,T_total,T_worker_elapsed_s,actual_start_at_utc,barrier_ready_at_utc,barrier_release_at_utc,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,decision_id,decision_version,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_seq,request_trace,sample_id,sample_index,source_index,start_skew_s,test_sample_seed,total_latency,unattributed_overhead,user_id
0.0,0.2627532870101277,0.2627532870101277,0.2627872879966162,0.2627532870101277,1784947340.2569108,1784947339.5370595,1784947339.7870595,0.0,0.0,0.0,0.0,0.9998520612716675,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.2627532870101277,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,6,1.0,5.0,1.0,0.2627872879966162,-0.3139364399830811,6,3d9e15ab0fa346d3995ec127f0032c87,0,"{'device_compute': 0.2627532870101277, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.2627872879966162, 'unattributed_overhead': 3.4000986488536e-05, 'request_id': '3d9e15ab0fa346d3995ec127f0032c87', 'user_id': 0, 'prediction': 6, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9998520612716675, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.2586866950150579, 'exit_head_compute_s': 0.003194008022546768, 'exit_check_s': 0.00034134602174162865, 'worker_elapsed_s': 0.2627532870101277}], 'sample_id': 'balanced_006_0196_00001817', 'label': 6, 'correct': True, 'observed_utility': -0.3139364399830811}",balanced_006_0196_00001817,0,1817,0.4698512554168701,4637262832061755905,0.2627872879966162,3.4000986488536e-05,0
0.0,0.26435740099987015,0.26435740099987015,0.2643871429900173,0.26435740099987015,1784947341.4382987,1784947340.7190573,1784947340.9690573,0.0,0.0,0.0,0.0,0.9999864101409912,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.26435740099987015,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,4,1.0,5.0,1.0,0.2643871429900173,-0.32193571495008655,4,15033845abff44978284ce9171293174,1,"{'device_compute': 0.26435740099987015, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.2643871429900173, 'unattributed_overhead': 2.9741990147158504e-05, 'request_id': '15033845abff44978284ce9171293174', 'user_id': 0, 'prediction': 4, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999864101409912, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.26137925701914355, 'exit_head_compute_s': 0.002205211028922349, 'exit_check_s': 0.00025991801521740854, 'worker_elapsed_s': 0.26435740099987015}], 'sample_id': 'balanced_004_0217_00002214', 'label': 4, 'correct': True, 'observed_utility': -0.32193571495008655}",balanced_004_0217_00002214,1,2214,0.4692413806915283,4637262832061755905,0.2643871429900173,2.9741990147158504e-05,0
0.0,0.24286174098961055,0.24286174098961055,0.24289242801023647,0.24286174098961055,1784947341.7395198,1784947341.0209029,1784947341.2709029,0.0,0.0,0.0,0.0,0.9999984502792358,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.24286174098961055,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,1,1.0,5.0,1.0,0.24289242801023647,-0.21446214005118236,1,084def39c9024971896d41dca85ff31e,2,"{'device_compute': 0.24286174098961055, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.24289242801023647, 'unattributed_overhead': 3.0687020625919104e-05, 'request_id': '084def39c9024971896d41dca85ff31e', 'user_id': 0, 'prediction': 1, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999984502792358, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.23995869103237055, 'exit_head_compute_s': 0.002121133991749957, 'exit_check_s': 0.0002668609959073365, 'worker_elapsed_s': 0.24286174098961055}], 'sample_id': 'balanced_001_0463_00004684', 'label': 1, 'correct': True, 'observed_utility': -0.21446214005118236}",balanced_001_0463_00004684,2,4684,0.46861696243286133,4637262832061755905,0.24289242801023647,3.0687020625919104e-05,0
0.0,0.25599735099240206,0.25599735099240206,0.2560266299988143,0.25599735099240206,1784947342.0453134,1784947341.2818253,1784947341.5318253,0.0,0.0,0.0,0.0,0.993911623954773,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.25599735099240206,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,3,1.0,5.0,1.0,0.2560266299988143,-0.2801331499940716,3,ec3aa7705ea04d74a4ff835ba4b4616b,3,"{'device_compute': 0.25599735099240206, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.2560266299988143, 'unattributed_overhead': 2.9279006412252784e-05, 'request_id': 'ec3aa7705ea04d74a4ff835ba4b4616b', 'user_id': 0, 'prediction': 3, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.993911623954773, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.2530910210334696, 'exit_head_compute_s': 0.0021336709905881435, 'exit_check_s': 0.00025480601470917463, 'worker_elapsed_s': 0.25599735099240206}], 'sample_id': 'balanced_003_0578_00005754', 'label': 3, 'correct': True, 'observed_utility': -0.2801331499940716}",balanced_003_0578_00005754,3,5754,0.5134880542755127,4637262832061755905,0.2560266299988143,2.9279006412252784e-05,0
0.0,0.2615523510030471,0.2615523510030471,0.26158166700042784,0.2615523510030471,1784947342.36291,1784947341.6389363,1784947341.8889363,0.0,0.0,0.0,0.0,0.9988183379173279,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.2615523510030471,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,9,1.0,5.0,1.0,0.26158166700042784,-0.3079083350021392,9,c2ac441e657a4ca0ad1b3172e1f185c3,4,"{'device_compute': 0.2615523510030471, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.26158166700042784, 'unattributed_overhead': 2.9315997380763292e-05, 'request_id': 'c2ac441e657a4ca0ad1b3172e1f185c3', 'user_id': 0, 'prediction': 9, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9988183379173279, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.2586096499871928, 'exit_head_compute_s': 0.0021796730579808354, 'exit_check_s': 0.0002629710070323199, 'worker_elapsed_s': 0.2615523510030471}], 'sample_id': 'balanced_009_0143_00001370', 'label': 9, 'correct': True, 'observed_utility': -0.3079083350021392}",balanced_009_0143_00001370,4,1370,0.47397375106811523,4637262832061755905,0.26158166700042784,2.9315997380763292e-05,0
0.0,0.24265674999332987,0.24265674999332987,0.24268706599832512,0.24265674999332987,1784947342.6634674,1784947341.9449642,1784947342.1949642,0.0,0.0,0.0,0.0,0.991203784942627,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.24265674999332987,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,4,1.0,5.0,1.0,0.24268706599832512,-0.21343532999162562,4,8af5bc79a4e14f9bbe6b97a45cf1999a,5,"{'device_compute': 0.24265674999332987, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.24268706599832512, 'unattributed_overhead': 3.0316004995256662e-05, 'request_id': '8af5bc79a4e14f9bbe6b97a45cf1999a', 'user_id': 0, 'prediction': 4, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.991203784942627, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.23975679304567166, 'exit_head_compute_s': 0.002154320973204449, 'exit_check_s': 0.00025167601415887475, 'worker_elapsed_s': 0.24265674999332987}], 'sample_id': 'balanced_004_0761_00007325', 'label': 4, 'correct': True, 'observed_utility': -0.21343532999162562}",balanced_004_0761_00007325,5,7325,0.4685032367706299,4637262832061755905,0.24268706599832512,3.0316004995256662e-05,0
0.0,0.23810010400484316,0.23810010400484316,0.23812973499298096,0.23810010400484316,1784947342.9673367,1784947342.2057502,1784947342.4557502,0.0,0.0,0.0,0.0,0.9999998807907104,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.23810010400484316,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,9,1.0,5.0,1.0,0.23812973499298096,-0.19064867496490479,9,f9ea2e65e6a947ddbd57b0240de080d6,6,"{'device_compute': 0.23810010400484316, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.23812973499298096, 'unattributed_overhead': 2.963098813779652e-05, 'request_id': 'f9ea2e65e6a947ddbd57b0240de080d6', 'user_id': 0, 'prediction': 9, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999998807907104, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.23524959300993942, 'exit_head_compute_s': 0.002108224987750873, 'exit_check_s': 0.00025426901993341744, 'worker_elapsed_s': 0.23810010400484316}], 'sample_id': 'balanced_009_0269_00002693', 'label': 9, 'correct': True, 'observed_utility': -0.19064867496490479}",balanced_009_0269_00002693,6,2693,0.5115864276885986,4637262832061755905,0.23812973499298096,2.963098813779652e-05,0
0.0,0.2375345059845131,0.2375345059845131,0.23756545200012624,0.2375345059845131,1784947343.2737288,1784947342.5023367,1784947342.7523367,0.0,0.0,0.0,0.0,0.9913843870162964,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.2375345059845131,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,3,1.0,5.0,1.0,0.23756545200012624,-0.1878272600006312,3,0be6dd2bee4c4f698604118fd044e125,7,"{'device_compute': 0.2375345059845131, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.23756545200012624, 'unattributed_overhead': 3.094601561315358e-05, 'request_id': '0be6dd2bee4c4f698604118fd044e125', 'user_id': 0, 'prediction': 3, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9913843870162964, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.23458685801597312, 'exit_head_compute_s': 0.0021926159970462322, 'exit_check_s': 0.00025743700098246336, 'worker_elapsed_s': 0.2375345059845131}], 'sample_id': 'balanced_003_0352_00003602', 'label': 3, 'correct': True, 'observed_utility': -0.1878272600006312}",balanced_003_0352_00003602,7,3602,0.5213921070098877,4637262832061755905,0.23756545200012624,3.094601561315358e-05,0
0.0,0.24259489501127973,0.24259489501127973,0.2426235080056358,0.24259489501127973,1784947343.5323608,1784947342.8113372,1784947343.0613372,0.0,0.0,0.0,0.0,0.9999948740005493,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.24259489501127973,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,9,1.0,5.0,1.0,0.2426235080056358,-0.21311754002817906,9,66991ba3a501426eaaf351665eeda155,8,"{'device_compute': 0.24259489501127973, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.2426235080056358, 'unattributed_overhead': 2.861299435608089e-05, 'request_id': '66991ba3a501426eaaf351665eeda155', 'user_id': 0, 'prediction': 9, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999948740005493, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.23969147505704314, 'exit_head_compute_s': 0.0021472070075105876, 'exit_check_s': 0.0002591590164229274, 'worker_elapsed_s': 0.24259489501127973}], 'sample_id': 'balanced_009_0636_00006337', 'label': 9, 'correct': True, 'observed_utility': -0.21311754002817906}",balanced_009_0636_00006337,8,6337,0.4710235595703125,4637262832061755905,0.2426235080056358,2.861299435608089e-05,0
0.0,0.24775169100030325,0.24775169100030325,0.24778226600028574,0.24775169100030325,1784947343.7972023,1784947343.0738451,1784947343.3238451,0.0,0.0,0.0,0.0,0.9999946355819702,0.0,ablate-end-only-resnet50-cifar10-pi5-r2-20260725-104212:v1,1,0.24775169100030325,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,4,1.0,5.0,1.0,0.24778226600028574,-0.23891133000142872,4,0082c859ad23435fbc8d351facb1eb34,9,"{'device_compute': 0.24775169100030325, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.24778226600028574, 'unattributed_overhead': 3.0574999982491136e-05, 'request_id': '0082c859ad23435fbc8d351facb1eb34', 'user_id': 0, 'prediction': 4, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.9999946355819702, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 0.24322472893982194, 'exit_head_compute_s': 0.0037231559690553695, 'exit_check_s': 0.00030308496206998825, 'worker_elapsed_s': 0.24775169100030325}], 'sample_id': 'balanced_004_0300_00003016', 'label': 4, 'correct': True, 'observed_utility': -0.23891133000142872}",balanced_004_0300_00003016,9,3016,0.4733572006225586,4637262832061755905,0.24778226600028574,3.0574999982491136e-05,0
