T_compute_device,T_compute_edge,T_compute_s,T_d2e,T_d_compute,T_device_edge_roundtrip,T_e_compute,T_node_edge,T_total,exit_location,is_correct,label,prediction,request_id,sample_index,user_id
0.00014381500659510493,0.15149230021052063,0.15149230021052063,4.75826402506209,0.00014381500659510493,4.911647325003287,0.15149230021052063,0.15338329994119704,4.911813765007537,edge,True,3,3,58d650702e2b45b4944445bcb8cf03f2,0,0
0.00014250300591811538,0.13100060005672276,0.13100060005672276,7.478972239041468,0.00014250300591811538,7.61181113900966,0.13100060005672276,0.13283889996819198,7.6119743780000135,edge,True,8,8,7c9a020a0e994f38bdcc8d600333ca2c,1,0
8.666099165566266e-05,0.12852229992859066,0.12852229992859066,4.6255604079633486,8.666099165566266e-05,4.755612608016236,0.12852229992859066,0.1300522000528872,4.755716676998418,edge,True,8,8,169482944c8a4f6f9ee76cf330ca3d88,2,0
0.0001318149734288454,0.12716649984940886,0.12716649984940886,4.084407979011303,0.0001318149734288454,4.213351379003143,0.12716649984940886,0.12894339999184012,4.213503225997556,edge,False,0,9,aaeb93df02ba4e668d33d44fd5170797,3,0
0.0007449319818988442,0.13215199997648597,0.13215199997648597,4.5003765290020965,0.0007449319818988442,4.634243128995877,0.13215199997648597,0.13386659999378026,4.635011421982199,edge,True,6,6,194d5bf9dc164e32b81a03ccf94cc36c,4,0
0.00013293401570990682,0.12942969985306263,0.12942969985306263,4.194960115972208,0.00013293401570990682,4.327287616004469,0.12942969985306263,0.13232750003226101,4.327442791021895,edge,True,6,6,a7785a6e3c0f4292b5c243f6a77b4c58,5,0
0.00013498298358172178,0.1293464999180287,0.1293464999180287,7.0637253079912625,0.00013498298358172178,7.195548308023717,0.1293464999180287,0.13182300003245473,7.19570469998871,edge,False,1,9,215dbd9806c34ac3ab9214bc59ea939a,6,0
0.00013722199946641922,0.1478128000162542,0.1478128000162542,5.5557777280628216,0.00013722199946641922,5.706040427990956,0.1478128000162542,0.15026269992813468,5.706198804022279,edge,False,6,2,a5a86bf50c8242fd94a1653010465537,7,0
0.00013187798322178423,0.13163780001923442,0.13163780001923442,4.467327932885382,0.00013187798322178423,4.600827832997311,0.13163780001923442,0.13349990011192858,4.600977856985992,edge,True,3,3,63bbe87dba034959bcd0e120ed362af1,8,0
0.0001085170079022646,0.12941000005230308,0.12941000005230308,8.69686256616842,0.0001085170079022646,8.831288365996443,0.12941000005230308,0.13442579982802272,8.831416499015177,edge,True,1,1,24fc20680d5443a2b7f15ee0cef506dc,9,0
