T_compute_device,T_compute_edge,T_compute_s,T_d2e,T_d_compute,T_device_edge_roundtrip,T_e_compute,T_node_edge,T_queue_s,T_total,T_worker_elapsed_s,actual_start_at_utc,barrier_ready_at_utc,barrier_release_at_utc,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_seq,request_trace,sample_id,sample_index,source_index,start_skew_s,total_latency,unattributed_overhead,user_id
4.356058178993408,0.00057320000269101,0.00057320000269101,0.013863938991562463,4.356058178993408,0.017596138990484178,0.00057320000269101,0.0037321999989217147,0.001863400000729598,4.373751153005287,0.0006001000001560897,1784357581.0573878,1784357579.0875428,1784357580.9477816,0.0,0.0,0.0,0.0,0.9996386766433716,0.013863938991562463,4.356058178993408,unknown,0.0,0.00010199999815085903,4.0000013541430235e-06,0.001863400000729598,0.00035480000224197283,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 'edge': [18]}",19,final,edge,True,0,1.0,5.0,1.0,4.373751153005287,-20.868755765026435,0,567085a6c2bc42e7ac1cdab5e2d4837c,0,"{'device_compute': 4.356058178993408, 'd2e_transport': 0.013863938991562463, 'edge_queue': 0.001863400000729598, 'edge_segment_compute': 0.00035480000224197283, 'edge_exit_head_compute': 4.0000013541430235e-06, 'edge_exit_check': 0.00010199999815085903, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 4.373751153005287, 'unattributed_overhead': 0.001504835017840378, 'request_id': '567085a6c2bc42e7ac1cdab5e2d4837c', 'user_id': 0, 'prediction': 0, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'edge', 'confidence': 0.9996386766433716, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 'edge': [18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 'queue_s': 0.0, 'segment_compute_s': 4.343496929941466, 'exit_head_compute_s': 0.008080461993813515, 'exit_check_s': 0.0011911129986401647, 'worker_elapsed_s': 4.356058178993408}, {'node': 'edge', 'executed_segments': [18], 'queue_s': 0.001863400000729598, 'segment_compute_s': 0.00035480000224197283, 'exit_head_compute_s': 4.0000013541430235e-06, 'exit_check_s': 0.00010199999815085903, 'worker_elapsed_s': 0.0006001000001560897}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': True, 'observed_utility': -20.868755765026435}",balanced_000_0000_00000287,0,287,0.10960626602172852,4.373751153005287,0.001504835017840378,0
0.035795433999737725,,,,0.035795433999737725,,,,,0.03584798000520095,0.035795433999737725,1784357599.3977156,1784357588.9282598,1784357599.2123523,0.0,0.0,0.0,0.0,0.8614457249641418,0.0,0.035795433999737725,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7]}",8,after_layer2,device,True,0,1.0,5.0,1.0,0.03584798000520095,0.8207600999739952,0,87f70b09b343485ea5d3289f3240a3b1,1,"{'device_compute': 0.035795433999737725, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.03584798000520095, 'unattributed_overhead': 5.254600546322763e-05, 'request_id': '87f70b09b343485ea5d3289f3240a3b1', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer2', 'exit_boundary_id': 8, 'exit_location': 'device', 'confidence': 0.8614457249641418, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7], 'queue_s': 0.0, 'segment_compute_s': 0.030488313001114875, 'exit_head_compute_s': 0.002620215993374586, 'exit_check_s': 0.0005322090000845492, 'worker_elapsed_s': 0.035795433999737725}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': True, 'observed_utility': 0.8207600999739952}",balanced_000_0001_00000857,1,857,0.1853632926940918,0.03584798000520095,5.254600546322763e-05,0
0.059811850980622694,,,,0.059811850980622694,,,,,0.05986551599926315,0.059811850980622694,1784357617.3879735,1784357599.224957,1784357617.1288893,0.0,0.0,0.0,0.0,0.9194889664649963,0.0,0.059811850980622694,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.05986551599926315,0.7006724200036842,0,a3f24468f8ae42d29dcc3f06d8b4928c,2,"{'device_compute': 0.059811850980622694, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.05986551599926315, 'unattributed_overhead': 5.3665018640458584e-05, 'request_id': 'a3f24468f8ae42d29dcc3f06d8b4928c', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9194889664649963, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.052661628025816754, 'exit_head_compute_s': 0.0035030289727728814, 'exit_check_s': 0.0006556379958055913, 'worker_elapsed_s': 0.059811850980622694}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.7006724200036842}",balanced_000_0002_00003548,2,3548,0.25908422470092773,0.05986551599926315,5.3665018640458584e-05,0
0.05969075800385326,,,,0.05969075800385326,,,,,0.05974304801202379,0.05969075800385326,1784357635.39316,1784357617.2986746,1784357635.2719057,0.0,0.0,0.0,0.0,0.9536142349243164,0.0,0.05969075800385326,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.05974304801202379,0.701284759939881,0,3ccc7568a31c4801adaa97e7735d4579,3,"{'device_compute': 0.05969075800385326, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.05974304801202379, 'unattributed_overhead': 5.22900081705302e-05, 'request_id': '3ccc7568a31c4801adaa97e7735d4579', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9536142349243164, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.05256738598109223, 'exit_head_compute_s': 0.0035529510059859604, 'exit_check_s': 0.0008389080176129937, 'worker_elapsed_s': 0.05969075800385326}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': True, 'observed_utility': 0.701284759939881}",balanced_000_0003_00004937,3,4937,0.12125444412231445,0.05974304801202379,5.22900081705302e-05,0
0.060273048002272844,,,,0.060273048002272844,,,,,0.06033714598743245,0.060273048002272844,1784357653.511446,1784357635.350205,1784357653.252691,0.0,0.0,0.0,0.0,0.8522081971168518,0.0,0.060273048002272844,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.06033714598743245,0.6983142700628377,0,afae30e03f614792828078214af18d82,4,"{'device_compute': 0.060273048002272844, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.06033714598743245, 'unattributed_overhead': 6.409798515960574e-05, 'request_id': 'afae30e03f614792828078214af18d82', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.8522081971168518, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.0530097349837888, 'exit_head_compute_s': 0.0034982929937541485, 'exit_check_s': 0.0007656570232938975, 'worker_elapsed_s': 0.060273048002272844}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.6983142700628377}",balanced_000_0004_00005189,4,5189,0.2587549686431885,0.06033714598743245,6.409798515960574e-05,0
0.06007447998854332,,,,0.06007447998854332,,,,,0.06012875400483608,0.06007447998854332,1784357671.239823,1784357653.4528632,1784357671.137431,0.0,0.0,0.0,0.0,0.9279154539108276,0.0,0.06007447998854332,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.06012875400483608,0.6993562299758196,0,111d5c7b6fe1470ca268e37202059b3b,5,"{'device_compute': 0.06007447998854332, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.06012875400483608, 'unattributed_overhead': 5.4274016292765737e-05, 'request_id': '111d5c7b6fe1470ca268e37202059b3b', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9279154539108276, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.052875361987389624, 'exit_head_compute_s': 0.0035091740428470075, 'exit_check_s': 0.0007852739945519716, 'worker_elapsed_s': 0.06007447998854332}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.6993562299758196}",balanced_000_0005_00005293,5,5293,0.10239219665527344,0.06012875400483608,5.4274016292765737e-05,0
0.059648194001056254,,,,0.059648194001056254,,,,,0.059701796009903774,0.059648194001056254,1784357689.2676005,1784357671.0891984,1784357689.2502337,0.0,0.0,0.0,0.0,0.9480711221694946,0.0,0.059648194001056254,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.059701796009903774,0.7014910199504811,0,7a815d8c83c745f1980b00debf85f713,6,"{'device_compute': 0.059648194001056254, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.059701796009903774, 'unattributed_overhead': 5.3602008847519755e-05, 'request_id': '7a815d8c83c745f1980b00debf85f713', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9480711221694946, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.052500788995530456, 'exit_head_compute_s': 0.0035020040231756866, 'exit_check_s': 0.0007126309792511165, 'worker_elapsed_s': 0.059648194001056254}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': 0.7014910199504811}",balanced_000_0006_00007513,6,7513,0.017366886138916016,0.059701796009903774,5.3602008847519755e-05,0
0.03527163699618541,,,,0.03527163699618541,,,,,0.03533160701044835,0.03527163699618541,1784357707.2737253,1784357689.1133738,1784357707.132872,0.0,0.0,0.0,0.0,0.8462647795677185,0.0,0.03527163699618541,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7]}",8,after_layer2,device,True,0,1.0,5.0,1.0,0.03533160701044835,0.8233419649477582,0,db57b9b7ab1e4aa18de2f79b13bcd601,7,"{'device_compute': 0.03527163699618541, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.03533160701044835, 'unattributed_overhead': 5.997001426294446e-05, 'request_id': 'db57b9b7ab1e4aa18de2f79b13bcd601', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer2', 'exit_boundary_id': 8, 'exit_location': 'device', 'confidence': 0.8462647795677185, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7], 'queue_s': 0.0, 'segment_compute_s': 0.030470357014564797, 'exit_head_compute_s': 0.002376560034463182, 'exit_check_s': 0.000577779981540516, 'worker_elapsed_s': 0.03527163699618541}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.8233419649477582}",balanced_000_0007_00007748,7,7748,0.1408531665802002,0.03533160701044835,5.997001426294446e-05,0
0.05976121898856945,,,,0.05976121898856945,,,,,0.05981517300824635,0.05976121898856945,1784357725.1444674,1784357707.0989363,1784357725.009586,0.0,0.0,0.0,0.0,0.9600685834884644,0.0,0.05976121898856945,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.05981517300824635,0.7009241349587683,0,542d36f8524747e4af31f66b28bf2dcd,8,"{'device_compute': 0.05976121898856945, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.05981517300824635, 'unattributed_overhead': 5.395401967689395e-05, 'request_id': '542d36f8524747e4af31f66b28bf2dcd', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9600685834884644, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.05262341399793513, 'exit_head_compute_s': 0.003509108006255701, 'exit_check_s': 0.0007189680181909353, 'worker_elapsed_s': 0.05976121898856945}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.7009241349587683}",balanced_000_0008_00009021,8,9021,0.13488125801086426,0.05981517300824635,5.395401967689395e-05,0
0.018643148010596633,,,,0.018643148010596633,,,,,0.0186999180004932,0.018643148010596633,1784357743.0866716,1784357724.9922724,1784357742.894025,0.0,0.0,0.0,0.0,0.7084786295890808,0.0,0.018643148010596633,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,5.0,1.0,0.0186999180004932,0.906500409997534,0,e153f1f2e1e2467fb1d2fdf5c1618763,9,"{'device_compute': 0.018643148010596633, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.0186999180004932, 'unattributed_overhead': 5.6769989896565676e-05, 'request_id': 'e153f1f2e1e2467fb1d2fdf5c1618763', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.7084786295890808, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.01605195799493231, 'exit_head_compute_s': 0.0012369370087981224, 'exit_check_s': 0.00023895199410617352, 'worker_elapsed_s': 0.018643148010596633}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': 0.906500409997534}",balanced_000_0009_00009272,9,9272,0.19264650344848633,0.0186999180004932,5.6769989896565676e-05,0
