T_compute_device,T_d_compute,T_total,T_worker_elapsed_s,actual_start_at_utc,barrier_ready_at_utc,barrier_release_at_utc,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_seq,request_trace,sample_id,sample_index,source_index,start_skew_s,total_latency,unattributed_overhead,user_id
0.02669410000089556,0.02669410000089556,0.02671389999886742,0.02669410000089556,1784357583.3644307,1784357580.6977816,1784357580.9477816,0.0,0.0,0.0,0.0,0.5572890043258667,0.0,0.02669410000089556,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,False,0,1.0,5.0,0.0,0.02671389999886742,-0.1335694999943371,8,f3a369d40e174f58806933fd7cbf111d,0,"{'device_compute': 0.02669410000089556, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.02671389999886742, 'unattributed_overhead': 1.979999797185883e-05, 'request_id': 'f3a369d40e174f58806933fd7cbf111d', 'user_id': 2, 'prediction': 8, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.5572890043258667, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.025898999996570637, 'exit_head_compute_s': 0.0005392000020947307, 'exit_check_s': 0.00012380000043776818, 'worker_elapsed_s': 0.02669410000089556}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': False, 'observed_utility': -0.1335694999943371}",balanced_000_0000_00000287,0,287,2.416649103164673,0.02671389999886742,1.979999797185883e-05,2
0.05014699999810546,0.05014699999810546,0.05016479999903822,0.05014699999810546,1784357601.8249714,1784357581.2405066,1784357599.2123523,0.0,0.0,0.0,0.0,0.8615612387657166,0.0,0.05014699999810546,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7]}",8,after_layer2,device,True,0,1.0,5.0,1.0,0.05016479999903822,0.7491760000048089,0,ceb8da3735db45cfb5c87d4690d5d5ef,1,"{'device_compute': 0.05014699999810546, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.05016479999903822, 'unattributed_overhead': 1.7800000932766125e-05, 'request_id': 'ceb8da3735db45cfb5c87d4690d5d5ef', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer2', 'exit_boundary_id': 8, 'exit_location': 'device', 'confidence': 0.8615612387657166, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7], 'queue_s': 0.0, 'segment_compute_s': 0.049324800002068514, 'exit_head_compute_s': 0.0005423000002338085, 'exit_check_s': 8.440000237897038e-05, 'worker_elapsed_s': 0.05014699999810546}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': True, 'observed_utility': 0.7491760000048089}",balanced_000_0001_00000857,1,857,2.612619161605835,0.05016479999903822,1.7800000932766125e-05,2
0.023411300000589108,0.023411300000589108,0.02343029999974533,0.023411300000589108,1784357619.6938744,1784357599.2509298,1784357617.1288893,0.0,0.0,0.0,0.0,0.5110329985618591,0.0,0.023411300000589108,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,5.0,1.0,0.02343029999974533,0.8828485000012734,0,01473287e53b49a7ac68c945d76dc36d,2,"{'device_compute': 0.023411300000589108, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.02343029999974533, 'unattributed_overhead': 1.8999999156221747e-05, 'request_id': '01473287e53b49a7ac68c945d76dc36d', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.5110329985618591, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.023000000001047738, 'exit_head_compute_s': 0.0002547000003687572, 'exit_check_s': 5.18000015290454e-05, 'worker_elapsed_s': 0.023411300000589108}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.8828485000012734}",balanced_000_0002_00003548,2,3548,2.5649850368499756,0.02343029999974533,1.8999999156221747e-05,2
0.05577659999835305,0.05577659999835305,0.05579629999920144,0.05577659999835305,1784357637.903948,1784357617.1582153,1784357635.2719057,0.0,0.0,0.0,0.0,0.9541012644767761,0.0,0.05577659999835305,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.05579629999920144,0.7210185000039928,0,32575e0657ef40e0bee521208d82bcf2,3,"{'device_compute': 0.05577659999835305, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.05579629999920144, 'unattributed_overhead': 1.97000008483883e-05, 'request_id': '32575e0657ef40e0bee521208d82bcf2', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9541012644767761, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.05457340000430122, 'exit_head_compute_s': 0.0007788000038999598, 'exit_check_s': 0.00013349999790079892, 'worker_elapsed_s': 0.05577659999835305}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': True, 'observed_utility': 0.7210185000039928}",balanced_000_0003_00004937,3,4937,2.632042407989502,0.05579629999920144,1.97000008483883e-05,2
0.0358330000017304,0.0358330000017304,0.03585360000215587,0.0358330000017304,1784357655.7949557,1784357635.4450943,1784357653.252691,0.0,0.0,0.0,0.0,0.6676521301269531,0.0,0.0358330000017304,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7]}",8,after_layer2,device,True,0,1.0,5.0,1.0,0.03585360000215587,0.8207319999892206,0,887a00d2ae6e408b89ef74252531d501,4,"{'device_compute': 0.0358330000017304, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.03585360000215587, 'unattributed_overhead': 2.0600000425474718e-05, 'request_id': '887a00d2ae6e408b89ef74252531d501', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer2', 'exit_boundary_id': 8, 'exit_location': 'device', 'confidence': 0.6676521301269531, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7], 'queue_s': 0.0, 'segment_compute_s': 0.03508759999385802, 'exit_head_compute_s': 0.0005058999995526392, 'exit_check_s': 8.149999848683365e-05, 'worker_elapsed_s': 0.0358330000017304}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.8207319999892206}",balanced_000_0004_00005189,4,5189,2.542264699935913,0.03585360000215587,2.0600000425474718e-05,2
0.03723580000223592,0.03723580000223592,0.03725440000198432,0.03723580000223592,1784357673.779521,1784357653.3129733,1784357671.137431,0.0,0.0,0.0,0.0,0.9274572730064392,0.0,0.03723580000223592,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.03725440000198432,0.8137279999900784,0,0942c29396964845a19da26b3a7361a6,5,"{'device_compute': 0.03723580000223592, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.03725440000198432, 'unattributed_overhead': 1.8599999748403206e-05, 'request_id': '0942c29396964845a19da26b3a7361a6', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9274572730064392, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.03637679999519605, 'exit_head_compute_s': 0.0005282000020088162, 'exit_check_s': 9.810000119614415e-05, 'worker_elapsed_s': 0.03723580000223592}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.8137279999900784}",balanced_000_0005_00005293,5,5293,2.642090082168579,0.03725440000198432,1.8599999748403206e-05,2
0.046058399999310495,0.046058399999310495,0.04608079999889014,0.046058399999310495,1784357691.7452705,1784357671.1784854,1784357689.2502337,0.0,0.0,0.0,0.0,0.9476228952407837,0.0,0.046058399999310495,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.04608079999889014,0.7695960000055493,0,fa875c6b481f4c13a447b6d362437dd3,6,"{'device_compute': 0.046058399999310495, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.04608079999889014, 'unattributed_overhead': 2.2399999579647556e-05, 'request_id': 'fa875c6b481f4c13a447b6d362437dd3', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9476228952407837, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.04483279999840306, 'exit_head_compute_s': 0.0008672000003571156, 'exit_check_s': 0.0001213000032294076, 'worker_elapsed_s': 0.046058399999310495}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': 0.7695960000055493}",balanced_000_0006_00007513,6,7513,2.4950368404388428,0.04608079999889014,2.2399999579647556e-05,2
0.013858300000720192,0.013858300000720192,0.013876299999537878,0.013858300000720192,1784357709.6996634,1784357689.1642668,1784357707.132872,0.0,0.0,0.0,0.0,0.6745585203170776,0.0,0.013858300000720192,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,5.0,1.0,0.013876299999537878,0.9306185000023106,0,55c649e270d54435bbd0c576af32726c,7,"{'device_compute': 0.013858300000720192, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.013876299999537878, 'unattributed_overhead': 1.799999881768599e-05, 'request_id': '55c649e270d54435bbd0c576af32726c', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.6745585203170776, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.013510000000678701, 'exit_head_compute_s': 0.00021869999909540638, 'exit_check_s': 3.749999814317562e-05, 'worker_elapsed_s': 0.013858300000720192}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.9306185000023106}",balanced_000_0007_00007748,7,7748,2.566791296005249,0.013876299999537878,1.799999881768599e-05,2
0.06494460000249092,0.06494460000249092,0.06496980000156327,0.06494460000249092,1784357727.447733,1784357707.092386,1784357725.009586,0.0,0.0,0.0,0.0,0.9602431058883667,0.0,0.06494460000249092,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.06496980000156327,0.6751509999921836,0,1fdd3a7ee5c54684811337305a90f5ad,8,"{'device_compute': 0.06494460000249092, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.06496980000156327, 'unattributed_overhead': 2.519999907235615e-05, 'request_id': '1fdd3a7ee5c54684811337305a90f5ad', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9602431058883667, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.06378039999981411, 'exit_head_compute_s': 0.0007379000016953796, 'exit_check_s': 0.00011899999663000926, 'worker_elapsed_s': 0.06494460000249092}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.6751509999921836}",balanced_000_0008_00009021,8,9021,2.4381468296051025,0.06496980000156327,2.519999907235615e-05,2
0.023912799999379786,0.023912799999379786,0.023930499999551103,0.023912799999379786,1784357745.5259776,1784357724.8750243,1784357742.894025,0.0,0.0,0.0,0.0,0.7083096504211426,0.0,0.023912799999379786,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,5.0,1.0,0.023930499999551103,0.8803475000022445,0,6e690a84751a464eac5d9304d14cfa6d,9,"{'device_compute': 0.023912799999379786, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.023930499999551103, 'unattributed_overhead': 1.7700000171316788e-05, 'request_id': '6e690a84751a464eac5d9304d14cfa6d', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.7083096504211426, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.023446399995009415, 'exit_head_compute_s': 0.0003229999965697061, 'exit_check_s': 3.870000000461005e-05, 'worker_elapsed_s': 0.023912799999379786}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': 0.8803475000022445}",balanced_000_0009_00009272,9,9272,2.6319525241851807,0.023930499999551103,1.7700000171316788e-05,2
