T_compute_device,T_d_compute,T_total,T_worker_elapsed_s,actual_start_at_utc,barrier_ready_at_utc,barrier_release_at_utc,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_seq,request_trace,sample_id,sample_index,source_index,start_skew_s,total_latency,unattributed_overhead,user_id
0.026251300238072872,0.026251300238072872,0.02627560030668974,0.026251300238072872,1784357580.9585981,1784357580.0880992,1784357580.9477816,0.0,0.0,0.0,0.0,0.7397941946983337,0.0,0.026251300238072872,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7]}",8,after_layer2,device,False,0,1.0,5.0,0.0,0.02627560030668974,-0.1313780015334487,8,2a07bf730ebb46a099e00cf656c04f69,0,"{'device_compute': 0.026251300238072872, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.02627560030668974, 'unattributed_overhead': 2.4300068616867065e-05, 'request_id': '2a07bf730ebb46a099e00cf656c04f69', 'user_id': 1, 'prediction': 8, 'exit_id': 'after_layer2', 'exit_boundary_id': 8, 'exit_location': 'device', 'confidence': 0.7397941946983337, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7], 'queue_s': 0.0, 'segment_compute_s': 0.02501560002565384, 'exit_head_compute_s': 0.0008017001673579216, 'exit_check_s': 0.00022900011390447617, 'worker_elapsed_s': 0.026251300238072872}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': False, 'observed_utility': -0.1313780015334487}",balanced_000_0000_00000287,0,287,0.010816574096679688,0.02627560030668974,2.4300068616867065e-05,1
0.0209650001488626,0.0209650001488626,0.02098549995571375,0.0209650001488626,1784357599.2271307,1784357598.9623523,1784357599.2123523,0.0,0.0,0.0,0.0,0.8615610599517822,0.0,0.0209650001488626,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7]}",8,after_layer2,device,True,0,1.0,5.0,1.0,0.02098549995571375,0.8950725002214313,0,ddfdf23446e04989b353d0ec4148d2c2,1,"{'device_compute': 0.0209650001488626, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.02098549995571375, 'unattributed_overhead': 2.0499806851148605e-05, 'request_id': 'ddfdf23446e04989b353d0ec4148d2c2', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_layer2', 'exit_boundary_id': 8, 'exit_location': 'device', 'confidence': 0.8615610599517822, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7], 'queue_s': 0.0, 'segment_compute_s': 0.02034959988668561, 'exit_head_compute_s': 0.00037029990926384926, 'exit_check_s': 7.950002327561378e-05, 'worker_elapsed_s': 0.0209650001488626}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': True, 'observed_utility': 0.8950725002214313}",balanced_000_0001_00000857,1,857,0.014778375625610352,0.02098549995571375,2.0499806851148605e-05,1
0.03468820033594966,0.03468820033594966,0.034709000028669834,0.03468820033594966,1784357617.1324148,1784357616.8788893,1784357617.1288893,0.0,0.0,0.0,0.0,0.9187842011451721,0.0,0.03468820033594966,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.034709000028669834,0.8264549998566508,0,93cbcf31d436452d9c848e8b10fdf4b1,2,"{'device_compute': 0.03468820033594966, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.034709000028669834, 'unattributed_overhead': 2.079969272017479e-05, 'request_id': '93cbcf31d436452d9c848e8b10fdf4b1', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9187842011451721, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.03373940009623766, 'exit_head_compute_s': 0.0005662995390594006, 'exit_check_s': 0.000134199857711792, 'worker_elapsed_s': 0.03468820033594966}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.8264549998566508}",balanced_000_0002_00003548,2,3548,0.0035254955291748047,0.034709000028669834,2.079969272017479e-05,1
0.035946199670434,0.035946199670434,0.035961699672043324,0.035946199670434,1784357635.2866566,1784357635.0219057,1784357635.2719057,0.0,0.0,0.0,0.0,0.9541012644767761,0.0,0.035946199670434,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.035961699672043324,0.8201915016397834,0,7142545fb9994e9daa1cff38e062db03,3,"{'device_compute': 0.035946199670434, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.035961699672043324, 'unattributed_overhead': 1.550000160932541e-05, 'request_id': '7142545fb9994e9daa1cff38e062db03', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9541012644767761, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.035052299965173006, 'exit_head_compute_s': 0.0005516000092029572, 'exit_check_s': 0.00011609960347414017, 'worker_elapsed_s': 0.035946199670434}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': True, 'observed_utility': 0.8201915016397834}",balanced_000_0003_00004937,3,4937,0.014750957489013672,0.035961699672043324,1.550000160932541e-05,1
0.028371600434184074,0.028371600434184074,0.028394700028002262,0.028371600434184074,1784357653.261412,1784357653.002691,1784357653.252691,0.0,0.0,0.0,0.0,0.8529897332191467,0.0,0.028371600434184074,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.028394700028002262,0.8580264998599887,0,b3a39d0bd3ca4f3ba9e9b06c2d082d97,4,"{'device_compute': 0.028371600434184074, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.028394700028002262, 'unattributed_overhead': 2.3099593818187714e-05, 'request_id': 'b3a39d0bd3ca4f3ba9e9b06c2d082d97', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.8529897332191467, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.027599900029599667, 'exit_head_compute_s': 0.00048689963296055794, 'exit_check_s': 0.00010069971904158592, 'worker_elapsed_s': 0.028371600434184074}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.8580264998599887}",balanced_000_0004_00005189,4,5189,0.008720874786376953,0.028394700028002262,2.3099593818187714e-05,1
0.03051519999280572,0.03051519999280572,0.030535500030964613,0.03051519999280572,1784357671.1494138,1784357670.887431,1784357671.137431,0.0,0.0,0.0,0.0,0.9274572730064392,0.0,0.03051519999280572,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.030535500030964613,0.8473224998451769,0,734edf7beafa428b91f82f09fa066f46,5,"{'device_compute': 0.03051519999280572, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.030535500030964613, 'unattributed_overhead': 2.0300038158893585e-05, 'request_id': '734edf7beafa428b91f82f09fa066f46', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9274572730064392, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.0295800999738276, 'exit_head_compute_s': 0.0006082993932068348, 'exit_check_s': 0.00011439993977546692, 'worker_elapsed_s': 0.03051519999280572}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.8473224998451769}",balanced_000_0005_00005293,5,5293,0.011982917785644531,0.030535500030964613,2.0300038158893585e-05,1
0.02927440032362938,0.02927440032362938,0.02929770015180111,0.02927440032362938,1784357689.255038,1784357689.0002337,1784357689.2502337,0.0,0.0,0.0,0.0,0.9476228952407837,0.0,0.02927440032362938,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.02929770015180111,0.8535114992409945,0,365cd3a907bd4b3099f59a4d0d44c095,6,"{'device_compute': 0.02927440032362938, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.02929770015180111, 'unattributed_overhead': 2.329982817173004e-05, 'request_id': '365cd3a907bd4b3099f59a4d0d44c095', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9476228952407837, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.028462400194257498, 'exit_head_compute_s': 0.0005033998750150204, 'exit_check_s': 0.00011020014062523842, 'worker_elapsed_s': 0.02927440032362938}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': 0.8535114992409945}",balanced_000_0006_00007513,6,7513,0.004804372787475586,0.02929770015180111,2.329982817173004e-05,1
0.010608999989926815,0.010608999989926815,0.010624899994581938,0.010608999989926815,1784357707.1382852,1784357706.882872,1784357707.132872,0.0,0.0,0.0,0.0,0.6745585799217224,0.0,0.010608999989926815,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,5.0,1.0,0.010624899994581938,0.9468755000270903,0,20a1e26181064c16bdf87eb8ab1f6fac,7,"{'device_compute': 0.010608999989926815, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.010624899994581938, 'unattributed_overhead': 1.5900004655122757e-05, 'request_id': '20a1e26181064c16bdf87eb8ab1f6fac', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.6745585799217224, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.010291799437254667, 'exit_head_compute_s': 0.00019570020958781242, 'exit_check_s': 3.590015694499016e-05, 'worker_elapsed_s': 0.010608999989926815}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.9468755000270903}",balanced_000_0007_00007748,7,7748,0.005413055419921875,0.010624899994581938,1.5900004655122757e-05,1
0.028615500312298536,0.028615500312298536,0.028632699977606535,0.028615500312298536,1784357725.0152333,1784357724.759586,1784357725.009586,0.0,0.0,0.0,0.0,0.9602432250976562,0.0,0.028615500312298536,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.028632699977606535,0.8568365001119673,0,c5d58780c0054a188e490312131ac0e3,8,"{'device_compute': 0.028615500312298536, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.028632699977606535, 'unattributed_overhead': 1.7199665307998657e-05, 'request_id': 'c5d58780c0054a188e490312131ac0e3', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9602432250976562, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.027790699619799852, 'exit_head_compute_s': 0.0005267998203635216, 'exit_check_s': 9.669922292232513e-05, 'worker_elapsed_s': 0.028615500312298536}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.8568365001119673}",balanced_000_0008_00009021,8,9021,0.005647182464599609,0.028632699977606535,1.7199665307998657e-05,1
0.01247960003092885,0.01247960003092885,0.012498500291258097,0.01247960003092885,1784357742.9021578,1784357742.644025,1784357742.894025,0.0,0.0,0.0,0.0,0.7083096504211426,0.0,0.01247960003092885,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,5.0,1.0,0.012498500291258097,0.9375074985437095,0,cc2f9304b1484f45adc1c03c857ec7cf,9,"{'device_compute': 0.01247960003092885, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.012498500291258097, 'unattributed_overhead': 1.890026032924652e-05, 'request_id': 'cc2f9304b1484f45adc1c03c857ec7cf', 'user_id': 1, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.7083096504211426, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.012156199663877487, 'exit_head_compute_s': 0.00018640002235770226, 'exit_check_s': 3.7800054997205734e-05, 'worker_elapsed_s': 0.01247960003092885}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': 0.9375074985437095}",balanced_000_0009_00009272,9,9272,0.008132696151733398,0.012498500291258097,1.890026032924652e-05,1
