T_compute_device,T_d_compute,T_total,T_worker_elapsed_s,actual_start_at_utc,barrier_ready_at_utc,barrier_release_at_utc,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_seq,request_trace,sample_id,sample_index,source_index,start_skew_s,total_latency,unattributed_overhead,user_id
0.0787679179920815,0.0787679179920815,0.07880273299815599,0.0787679179920815,1784170619.562242,1784170604.699161,1784170604.949161,0.0,0.0,0.0,0.0,0.557289183139801,0.0,0.0787679179920815,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,False,0,0.0,0.07880273299815599,-0.39401366499077994,8,b691067beb494c1a82b044c491f87e1b,0,"{'device_compute': 0.0787679179920815, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07880273299815599, 'unattributed_overhead': 3.4815006074495614e-05, 'request_id': 'b691067beb494c1a82b044c491f87e1b', 'user_id': 0, 'prediction': 8, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.557289183139801, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07703818901791237, 'exit_head_compute_s': 0.0014230240049073473, 'exit_check_s': 0.00013155699707567692, 'worker_elapsed_s': 0.0787679179920815}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': False, 'observed_utility': -0.39401366499077994}",balanced_000_0000_00000287,0,287,14.613080978393555,0.07880273299815599,3.4815006074495614e-05,0
0.0817424109991407,0.0817424109991407,0.08177430000796448,0.0817424109991407,1784170621.4695888,1784170607.1590326,1784170607.4090326,0.0,0.0,0.0,0.0,0.4796501398086548,0.0,0.0817424109991407,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.08177430000796448,0.5911284999601776,0,2ea2cd9aa7bd4f79906e38b574599105,1,"{'device_compute': 0.0817424109991407, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.08177430000796448, 'unattributed_overhead': 3.1889008823782206e-05, 'request_id': '2ea2cd9aa7bd4f79906e38b574599105', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.4796501398086548, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.08049373899120837, 'exit_head_compute_s': 0.001034651999361813, 'exit_check_s': 6.13149895798415e-05, 'worker_elapsed_s': 0.0817424109991407}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': True, 'observed_utility': 0.5911284999601776}",balanced_000_0001_00000857,1,857,14.060556173324585,0.08177430000796448,3.1889008823782206e-05,0
0.0870043380127754,0.0870043380127754,0.08703752300061751,0.0870043380127754,1784170622.4627786,1784170608.1393661,1784170608.3893661,0.0,0.0,0.0,0.0,0.5110328793525696,0.0,0.0870043380127754,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.08703752300061751,0.5648123849969124,0,302461d7f67b4f2d80271a325a46ba54,2,"{'device_compute': 0.0870043380127754, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.08703752300061751, 'unattributed_overhead': 3.318498784210533e-05, 'request_id': '302461d7f67b4f2d80271a325a46ba54', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.5110328793525696, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.08571597999252845, 'exit_head_compute_s': 0.00103968899929896, 'exit_check_s': 6.761100667063147e-05, 'worker_elapsed_s': 0.0870043380127754}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.5648123849969124}",balanced_000_0002_00003548,2,3548,14.073412418365479,0.08703752300061751,3.318498784210533e-05,0
0.08006053400458768,0.08006053400458768,0.08009247800509911,0.08006053400458768,1784170623.4557924,1784170609.1349437,1784170609.3849437,0.0,0.0,0.0,0.0,0.2761000990867615,0.0,0.08006053400458768,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,False,0,0.0,0.08009247800509911,-0.40046239002549555,8,bc672c4e76144205a1d07e6b136238a6,3,"{'device_compute': 0.08006053400458768, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.08009247800509911, 'unattributed_overhead': 3.1944000511430204e-05, 'request_id': 'bc672c4e76144205a1d07e6b136238a6', 'user_id': 0, 'prediction': 8, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.2761000990867615, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07881999200617429, 'exit_head_compute_s': 0.0010237079986836761, 'exit_check_s': 6.235198816284537e-05, 'worker_elapsed_s': 0.08006053400458768}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': False, 'observed_utility': -0.40046239002549555}",balanced_000_0003_00004937,3,4937,14.0708487033844,0.08009247800509911,3.1944000511430204e-05,0
0.08633222398930229,0.08633222398930229,0.08636427999590524,0.08633222398930229,1784170624.5315332,1784170610.1194816,1784170610.3694816,0.0,0.0,0.0,0.0,0.4567960500717163,0.0,0.08633222398930229,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.08636427999590524,0.5681786000204738,0,d35aac9504f645e685638f5fa08267d2,4,"{'device_compute': 0.08633222398930229, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.08636427999590524, 'unattributed_overhead': 3.2056006602942944e-05, 'request_id': 'd35aac9504f645e685638f5fa08267d2', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.4567960500717163, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.08511273800104391, 'exit_head_compute_s': 0.0010030029952758923, 'exit_check_s': 6.150000263005495e-05, 'worker_elapsed_s': 0.08633222398930229}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.5681786000204738}",balanced_000_0004_00005189,4,5189,14.162051677703857,0.08636427999590524,3.2056006602942944e-05,0
0.07266263400379103,0.07266263400379103,0.07269405999977607,0.07266263400379103,1784170625.5132713,1784170611.1967528,1784170611.4467528,0.0,0.0,0.0,0.0,0.2738116383552551,0.0,0.07266263400379103,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07269405999977607,0.6365297000011196,0,b9e17be4424141bd9328025831ad744f,5,"{'device_compute': 0.07266263400379103, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07269405999977607, 'unattributed_overhead': 3.142599598504603e-05, 'request_id': 'b9e17be4424141bd9328025831ad744f', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.2738116383552551, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07143699999141973, 'exit_head_compute_s': 0.0010123370011569932, 'exit_check_s': 6.324099376797676e-05, 'worker_elapsed_s': 0.07266263400379103}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.6365297000011196}",balanced_000_0005_00005293,5,5293,14.066518545150757,0.07269405999977607,3.142599598504603e-05,0
0.07607888699567411,0.07607888699567411,0.07611025699588936,0.07607888699567411,1784170626.4780772,1784170612.1594498,1784170612.4094498,0.0,0.0,0.0,0.0,0.32707923650741577,0.0,0.07607888699567411,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07611025699588936,0.6194487150205532,0,bf9e04e6cbf3426c9a3caeaa14cd2183,6,"{'device_compute': 0.07607888699567411, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07611025699588936, 'unattributed_overhead': 3.1370000215247273e-05, 'request_id': 'bf9e04e6cbf3426c9a3caeaa14cd2183', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.32707923650741577, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.0748393449903233, 'exit_head_compute_s': 0.0010213929926976562, 'exit_check_s': 6.392599607352167e-05, 'worker_elapsed_s': 0.07607888699567411}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': 0.6194487150205532}",balanced_000_0006_00007513,6,7513,14.06862735748291,0.07611025699588936,3.1370000215247273e-05,0
0.0751026790094329,0.0751026790094329,0.07514160500431899,0.0751026790094329,1784170627.4506695,1784170613.1393673,1784170613.3893673,0.0,0.0,0.0,0.0,0.6745582818984985,0.0,0.0751026790094329,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07514160500431899,0.624291974978405,0,61574ff7dc6d4daba90356145925eb72,7,"{'device_compute': 0.0751026790094329, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07514160500431899, 'unattributed_overhead': 3.892599488608539e-05, 'request_id': '61574ff7dc6d4daba90356145925eb72', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.6745582818984985, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07376978598767892, 'exit_head_compute_s': 0.0010873940045712516, 'exit_check_s': 7.679700502194464e-05, 'worker_elapsed_s': 0.0751026790094329}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.624291974978405}",balanced_000_0007_00007748,7,7748,14.061302185058594,0.07514160500431899,3.892599488608539e-05,0
0.09223431900318246,0.09223431900318246,0.09227257799648214,0.09223431900318246,1784170628.427044,1784170614.1103616,1784170614.3603616,0.0,0.0,0.0,0.0,0.2472483366727829,0.0,0.09223431900318246,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.09227257799648214,0.5386371100175893,0,d467541830e6406381770797e567898f,8,"{'device_compute': 0.09223431900318246, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.09227257799648214, 'unattributed_overhead': 3.825899329967797e-05, 'request_id': 'd467541830e6406381770797e567898f', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.2472483366727829, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.09084583100047894, 'exit_head_compute_s': 0.0011261530016781762, 'exit_check_s': 7.50559993321076e-05, 'worker_elapsed_s': 0.09223431900318246}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.5386371100175893}",balanced_000_0008_00009021,8,9021,14.0666823387146,0.09227257799648214,3.825899329967797e-05,0
0.0736803400068311,0.0736803400068311,0.07371258101193234,0.0736803400068311,1784170629.414289,1784170615.103467,1784170615.353467,0.0,0.0,0.0,0.0,0.7083097696304321,0.0,0.0736803400068311,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07371258101193234,0.6314370949403383,0,2aa9e1e3eea44846849d9cd36ac5a6fd,9,"{'device_compute': 0.0736803400068311, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07371258101193234, 'unattributed_overhead': 3.224100510124117e-05, 'request_id': '2aa9e1e3eea44846849d9cd36ac5a6fd', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.7083097696304321, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07244805801019538, 'exit_head_compute_s': 0.0010142819955945015, 'exit_check_s': 6.536999717354774e-05, 'worker_elapsed_s': 0.0736803400068311}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': 0.6314370949403383}",balanced_000_0009_00009272,9,9272,14.060822010040283,0.07371258101193234,3.224100510124117e-05,0
