T_compute_device,T_d_compute,T_total,exit_location,is_correct,label,prediction,request_id,sample_index,user_id
5.195849674986675,5.195849674986675,5.195854092016816,device,True,3,3,effcadebd5fc42ed907c2b5426903e66,0,1
0.018099023029208183,0.018099023029208183,0.018102062866091728,device,True,8,8,8fa96318432a44149a419b58a8b8b652,1,1
0.010223397985100746,0.010223397985100746,0.010225958889350295,device,True,8,8,43eb3e58d93b440aa5e4cbaf52de682d,2,1
0.010177507996559143,0.010177507996559143,0.010180036071687937,device,False,0,8,cfd39d340b51464cb3441f510661838c,3,1
0.010189509019255638,0.010189509019255638,0.010191716952249408,device,True,6,6,546390f85937475eaf20e717f12c31d3,4,1
0.01801357790827751,0.01801357790827751,0.018016682006418705,device,True,6,6,3a80f73a9f1c4e1d9f0595180e8d1055,5,1
0.010218214010819793,0.010218214010819793,0.010220645926892757,device,True,1,1,f00648cd141a4422983fc5093e18057f,6,1
0.020015062065795064,0.020015062065795064,0.02001739921979606,device,True,6,6,8aae764ec84b48e18489062d3202ea5e,7,1
0.01755128102377057,0.01755128102377057,0.017553872894495726,device,True,3,3,69703edefd3c43529106555c8c0320ee,8,1
0.01759538007900119,0.01759538007900119,0.017598356120288372,device,True,1,1,aebab333849d49b98f5566d6f3a2ff95,9,1
