T_compute_device,T_d_compute,T_total,exit_location,is_correct,label,prediction,request_id,sample_index,user_id
0.3146144229976926,0.3146144229976926,0.31462309599737637,device,True,3,3,13bed2b18394497bb3ec2640795586bc,0,0
0.03002211998682469,0.03002211998682469,0.030028904002392665,device,True,8,8,2e1c9cb1df844a64a34342e4057299eb,1,0
0.018170841998653486,0.018170841998653486,0.018176697980379686,device,True,8,8,07a5cea7e44146f7b3504566eccc6063,2,0
0.017921877995831892,0.017921877995831892,0.017926454020198435,device,False,0,8,f91b9d3058f84cb69b61579ed872f05f,3,0
0.01790447099483572,0.01790447099483572,0.01790959099889733,device,True,6,6,0f57c6033acf46e585b4b36ec48a3591,4,0
0.032140290015377104,0.032140290015377104,0.03214649899746291,device,True,6,6,07cefb8df0734c1081c931c784e2244c,5,0
0.02138985801138915,0.02138985801138915,0.021399874007329345,device,True,1,1,4fd9fa16bc4a4dcebb0fabf20976660a,6,0
0.03532192899729125,0.03532192899729125,0.03533024899661541,device,True,6,6,0516022963ac412987d3671a1bb2b50e,7,0
0.032108929997775704,0.032108929997775704,0.032115681999130175,device,True,3,3,d5ac9d33cea246e49a07e27e3bf3a74d,8,0
0.032306212990079075,0.032306212990079075,0.03231504498398863,device,True,1,1,2a211957db8648d19c64030e331db79d,9,0
