T_c_compute,T_compute_cloud,T_compute_device,T_compute_edge,T_compute_s,T_d2e,T_d_compute,T_device_edge_roundtrip,T_e2c,T_e_compute,T_edge_cloud_roundtrip,T_node_cloud,T_node_edge,T_total,exit_location,is_correct,label,prediction,request_id,sample_index,user_id
0.011401219293475151,0.011401219293475151,0.00010080495849251747,8.999998681247234e-05,0.011401219293475151,4.830430947244167,0.00010080495849251747,4.834341847104952,0.3307290989905596,8.999998681247234e-05,0.3612567000091076,0.030527601018548012,0.003910899860784411,4.83445737301372,cloud,True,3,3,3c6832364cfc4e2eaf383d2fb658d653,0,1
0.012460244819521904,0.012460244819521904,7.926789112389088e-05,0.00012839981354773045,0.012460244819521904,7.071379866916686,7.926789112389088e-05,7.075504467124119,0.08580952975898981,0.00012839981354773045,0.10982290003448725,0.024013370275497437,0.0041246002074331045,7.075596022885293,cloud,True,8,8,c9962ead2fdd423a8775b2daf324de2d,1,1
0.0151359923183918,0.0151359923183918,8.042016997933388e-05,2.5399960577487946e-05,0.0151359923183918,5.9558277449104935,8.042016997933388e-05,5.957240344956517,0.10228882567025721,2.5399960577487946e-05,0.14052910008467734,0.03824027441442013,0.0014126000460237265,5.957333405036479,cloud,True,8,8,e4c2985752ba411cbd063b79fb72ac30,2,1
0.01471284031867981,0.01471284031867981,8.342810906469822e-05,0.00011389981955289841,0.01471284031867981,7.718058408936486,8.342810906469822e-05,7.722416908945888,0.5264691400807351,0.00011389981955289841,0.5447764999698848,0.018307359889149666,0.004358500009402633,7.7225148980505764,cloud,False,0,9,b4436bda618f4838ac22d41e30bfdc77,3,1
0.015121592208743095,0.015121592208743095,8.150795474648476e-05,5.200016312301159e-05,0.015121592208743095,9.222311006160453,8.150795474648476e-05,9.2246073060669,0.3314039632678032,5.200016312301159e-05,0.35177950002253056,0.020375536754727364,0.00229629990644753,9.224702159874141,cloud,True,6,6,d7666bb205944867a474d3226f5ba72b,4,1
0.021135449409484863,0.021135449409484863,7.990794256329536e-05,0.00012420001439750195,0.021135449409484863,7.258956377161667,7.990794256329536e-05,7.264645677059889,0.18341997708193958,0.00012420001439750195,0.213290800107643,0.02987082302570343,0.005689299898222089,7.264740113867447,cloud,True,6,6,aec2019d6af340a2bcfb560070d16527,5,1
0.014369102194905281,0.014369102194905281,9.654904715716839e-05,3.040023148059845e-05,0.014369102194905281,7.345066595822573,9.654904715716839e-05,7.346841795835644,0.335137608461082,3.040023148059845e-05,0.3528591999784112,0.017721591517329216,0.0017752000130712986,7.346952937077731,cloud,False,1,9,11285773ada044b391c9553d49c1a230,6,1
0.021893123164772987,0.021893123164772987,7.840408943593502e-05,0.00018700002692639828,0.021893123164772987,6.70198956807144,7.840408943593502e-05,6.706525368150324,0.10714123141951859,0.00018700002692639828,0.13896839995868504,0.03182716853916645,0.004535800078883767,6.706616315990686,cloud,False,6,2,a300c456aa7148468702fb5a7f12e72f,7,1
0.015765279531478882,0.015765279531478882,7.872399874031544e-05,2.629985101521015e-05,0.015765279531478882,5.96057954011485,7.872399874031544e-05,5.962149440078065,0.8281074487604201,2.629985101521015e-05,0.848137800116092,0.020030351355671883,0.0015698999632149935,5.962239204905927,cloud,True,3,3,7a907bd8e3f142e0923991a3693ae248,8,1
0.02235531061887741,0.02235531061887741,8.92840325832367e-05,0.00026570004411041737,0.02235531061887741,5.66605179104954,8.92840325832367e-05,5.672853191150352,0.10267689381726086,0.00026570004411041737,0.13019459997303784,0.027517706155776978,0.006801400100812316,5.672955692047253,cloud,True,1,1,7c5329632144455185a89aba12ea577d,9,1
