T_c_compute,T_compute_cloud,T_compute_device,T_compute_edge,T_compute_s,T_d2e,T_d_compute,T_device_edge_roundtrip,T_e2c,T_e_compute,T_edge_cloud_roundtrip,T_node_cloud,T_node_edge,T_total,exit_location,is_correct,label,prediction,request_id,sample_index,user_id
0.011367443948984146,0.011367443948984146,0.0001521359954494983,0.0001238998956978321,0.011367443948984146,7.532053810922662,0.0001521359954494983,7.537535010982538,0.2980475705116987,0.0001238998956978321,0.3321364000439644,0.03408882953226566,0.005481200059875846,7.537709068012191,cloud,True,3,3,e345c2c6e72a42a889bcd058a42005a2,0,0
0.012199129909276962,0.012199129909276962,0.00013411801774054766,0.00011540018022060394,0.012199129909276962,3.9406743701256346,0.00013411801774054766,3.943928969994886,0.28808414144441485,0.00011540018022060394,0.3306372999213636,0.04255315847694874,0.0032545998692512512,3.944086193019757,cloud,True,8,8,8e3508034b83442788ffd0aedcbc5a8e,1,0
0.013723684474825859,0.013723684474825859,0.00014285498764365911,0.00012529990635812283,0.013723684474825859,4.674574028060306,0.00014285498764365911,4.677762728009839,0.14207412651740015,0.00012529990635812283,0.16143910004757345,0.0193649735301733,0.0031886999495327473,4.6779288800025824,cloud,True,8,8,aa4ed7bdc1a34f728411b574817b1117,2,0
0.010046087205410004,0.010046087205410004,0.00014624700997956097,0.0001175999641418457,0.010046087205410004,5.010527110804105,0.00014624700997956097,5.0154453110008035,0.1010845887940377,0.0001175999641418457,0.12124829995445907,0.02016371116042137,0.004918200196698308,5.015613671013853,cloud,False,0,9,5418ae8abd9b40da94d43f493d1272a2,3,0
0.01318698562681675,0.01318698562681675,0.0001436229795217514,2.469983883202076e-05,0.01318698562681675,5.288935062009841,0.0001436229795217514,5.290233762003481,0.10086818784475327,2.469983883202076e-05,0.12773559987545013,0.02686741203069687,0.0012986999936401844,5.290399113990134,cloud,True,6,6,d6f61337c47b461aa6994871ffabc581,4,0
0.02062978222966194,0.02062978222966194,0.00014346299576573074,3.8400059565901756e-05,0.02062978222966194,7.447917442186736,0.00014346299576573074,7.449529942008667,0.10284379124641418,3.8400059565901756e-05,0.13263130001723766,0.02978750877082348,0.0016124998219311237,7.449697631003801,cloud,True,6,6,8b5e019570554b1289cae4ff31654608,5,0
0.020129796117544174,0.020129796117544174,0.00013722199946641922,0.00010619987733662128,0.020129796117544174,6.455401851097122,0.00013722199946641922,6.462268050992861,0.12501390930265188,0.00010619987733662128,0.15037399996072054,0.025360090658068657,0.006866199895739555,6.46242623400758,cloud,False,1,9,e352a1520fdf4938b2c580f43ec37c06,6,0
0.013741500675678253,0.013741500675678253,0.0001335740089416504,2.6799971237778664e-05,0.013741500675678253,5.072686542000156,0.0001335740089416504,5.076172942004632,0.09776372509077191,2.6799971237778664e-05,0.13257399993017316,0.034810274839401245,0.003486400004476309,5.076327444985509,cloud,False,6,2,f8843f2b7e07440790f58b6ea60b1c06,7,0
0.01487920805811882,0.01487920805811882,0.00013507899711839855,3.719981759786606e-05,0.01487920805811882,5.728817983967019,0.00013507899711839855,5.730624583986355,0.41924353246577084,3.719981759786606e-05,0.44072790001519024,0.021484367549419403,0.0018066000193357468,5.730781775986543,cloud,True,3,3,da1a6c2353df450eb0525cdf5dd7b9cb,8,0
0.015222422778606415,0.015222422778606415,0.00014384699170477688,9.040022268891335e-05,0.015222422778606415,4.059787291946122,0.00014384699170477688,4.064151992002735,0.18934027198702097,9.040022268891335e-05,0.2119717998430133,0.022631527855992317,0.004364700056612492,4.064316831994802,cloud,True,1,1,2be6b4af0f934f578c0e1fa439158ea7,9,0
