T_compute_device,T_compute_edge,T_compute_s,T_d2e,T_d_compute,T_device_edge_roundtrip,T_e_compute,T_node_edge,T_queue_s,T_total,T_worker_elapsed_s,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_trace,sample_id,sample_index,source_index,total_latency,unattributed_overhead,user_id
0.00011270400136709213,0.018538799999078037,0.018538799999078037,0.14697732000786345,0.00011270400136709213,0.17013582000799943,0.018538799999078037,0.023158500000135973,0.0034206000018457416,0.17031991299882066,0.018617000001540873,0.0,0.0,0.0,0.0,0.9996386766433716,0.14697732000786345,0.00011270400136709213,unknown,0.0,0.0003132999991066754,0.0008760999990045093,0.0034206000018457416,0.015913300008833176,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,edge,True,0,1.0,5.0,1.0,0.17031991299882066,0.14840043500589672,0,bd72df72d4664ec28e2e5e28da70e03f,"{'device_compute': 0.00011270400136709213, 'd2e_transport': 0.14697732000786345, 'edge_queue': 0.0034206000018457416, 'edge_segment_compute': 0.015913300008833176, 'edge_exit_head_compute': 0.0008760999990045093, 'edge_exit_check': 0.0003132999991066754, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.17031991299882066, 'unattributed_overhead': 0.0027065889808000065, 'request_id': 'bd72df72d4664ec28e2e5e28da70e03f', 'user_id': 2, 'prediction': 0, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'edge', 'confidence': 0.9996386766433716, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00011270400136709213}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0034206000018457416, 'segment_compute_s': 0.015913300008833176, 'exit_head_compute_s': 0.0008760999990045093, 'exit_check_s': 0.0003132999991066754, 'worker_elapsed_s': 0.018617000001540873}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': True, 'observed_utility': 0.14840043500589672}",balanced_000_0000_00000287,0,287,0.17031991299882066,0.0027065889808000065,2
8.568599878344685e-05,0.02135410000119009,0.02135410000119009,0.10933758700412,8.568599878344685e-05,0.13386738700501155,0.02135410000119009,0.024529800000891555,0.001279600000998471,0.13400453599751927,0.021446999999170657,0.0,0.0,0.0,0.0,0.9178494811058044,0.10933758700412,8.568599878344685e-05,unknown,0.0,0.0005271000009088311,0.001131699995312374,0.001279600000998471,0.018470900002284907,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.13400453599751927,0.32997732001240365,0,d357c71d1993419c9ddc6a3f8c417571,"{'device_compute': 8.568599878344685e-05, 'd2e_transport': 0.10933758700412, 'edge_queue': 0.001279600000998471, 'edge_segment_compute': 0.018470900002284907, 'edge_exit_head_compute': 0.001131699995312374, 'edge_exit_check': 0.0005271000009088311, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.13400453599751927, 'unattributed_overhead': 0.003171962995111244, 'request_id': 'd357c71d1993419c9ddc6a3f8c417571', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9178494811058044, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 8.568599878344685e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.001279600000998471, 'segment_compute_s': 0.018470900002284907, 'exit_head_compute_s': 0.001131699995312374, 'exit_check_s': 0.0005271000009088311, 'worker_elapsed_s': 0.021446999999170657}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': True, 'observed_utility': 0.32997732001240365}",balanced_000_0001_00000857,1,857,0.13400453599751927,0.003171962995111244,2
9.318599768448621e-05,0.019646799999463838,0.019646799999463838,0.10523273299622815,9.318599768448621e-05,0.12787933299841825,0.019646799999463838,0.022646600002190098,0.0014660999986517709,0.12802835198817775,0.01973070000167354,0.0,0.0,0.0,0.0,0.919489860534668,0.10523273299622815,9.318599768448621e-05,unknown,0.0,0.00035909999860450625,0.0012922000023536384,0.0014660999986517709,0.01652950000061537,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.12802835198817775,0.35985824005911127,0,65b75875814c453682b26ab32159dd71,"{'device_compute': 9.318599768448621e-05, 'd2e_transport': 0.10523273299622815, 'edge_queue': 0.0014660999986517709, 'edge_segment_compute': 0.01652950000061537, 'edge_exit_head_compute': 0.0012922000023536384, 'edge_exit_check': 0.00035909999860450625, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.12802835198817775, 'unattributed_overhead': 0.0030555329940398224, 'request_id': '65b75875814c453682b26ab32159dd71', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.919489860534668, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 9.318599768448621e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0014660999986517709, 'segment_compute_s': 0.01652950000061537, 'exit_head_compute_s': 0.0012922000023536384, 'exit_check_s': 0.00035909999860450625, 'worker_elapsed_s': 0.01973070000167354}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.35985824005911127}",balanced_000_0002_00003548,2,3548,0.12802835198817775,0.0030555329940398224,2
8.570399950258434e-05,0.012512399996921886,0.012512399996921886,0.11643461300627678,8.570399950258434e-05,0.13182021300599445,0.012512399996921886,0.01538559999971767,0.001398600001266459,0.13195738100330345,0.012574600001244107,0.0,0.0,0.0,0.0,0.9535862803459167,0.11643461300627678,8.570399950258434e-05,unknown,0.0,0.00020259999655536376,0.0010042000030807685,0.001398600001266459,0.010294300001987722,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.13195738100330345,0.34021309498348273,0,d920e7774b6b4ef89d1c2bd6fdffc613,"{'device_compute': 8.570399950258434e-05, 'd2e_transport': 0.11643461300627678, 'edge_queue': 0.001398600001266459, 'edge_segment_compute': 0.010294300001987722, 'edge_exit_head_compute': 0.0010042000030807685, 'edge_exit_check': 0.00020259999655536376, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.13195738100330345, 'unattributed_overhead': 0.002537363994633779, 'request_id': 'd920e7774b6b4ef89d1c2bd6fdffc613', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9535862803459167, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 8.570399950258434e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.001398600001266459, 'segment_compute_s': 0.010294300001987722, 'exit_head_compute_s': 0.0010042000030807685, 'exit_check_s': 0.00020259999655536376, 'worker_elapsed_s': 0.012574600001244107}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': True, 'observed_utility': 0.34021309498348273}",balanced_000_0003_00004937,3,4937,0.13195738100330345,0.002537363994633779,2
0.00011492599151097238,0.022901000000274507,0.022901000000274507,0.09826165299818967,0.00011492599151097238,0.1241859529982321,0.022901000000274507,0.025924300000042422,0.0014331999991554767,0.12438010099867824,0.022976699998253025,0.0,0.0,0.0,0.0,0.8522803783416748,0.09826165299818967,0.00011492599151097238,unknown,0.0,0.0003665000003820751,0.0013401000032899901,0.0014331999991554767,0.019845299997541588,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.12438010099867824,0.3780994950066088,0,7a6c85d58a7944aa935b2b4c24c7cfa6,"{'device_compute': 0.00011492599151097238, 'd2e_transport': 0.09826165299818967, 'edge_queue': 0.0014331999991554767, 'edge_segment_compute': 0.019845299997541588, 'edge_exit_head_compute': 0.0013401000032899901, 'edge_exit_check': 0.0003665000003820751, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.12438010099867824, 'unattributed_overhead': 0.003018422008608468, 'request_id': '7a6c85d58a7944aa935b2b4c24c7cfa6', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.8522803783416748, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00011492599151097238}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0014331999991554767, 'segment_compute_s': 0.019845299997541588, 'exit_head_compute_s': 0.0013401000032899901, 'exit_check_s': 0.0003665000003820751, 'worker_elapsed_s': 0.022976699998253025}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.3780994950066088}",balanced_000_0004_00005189,4,5189,0.12438010099867824,0.003018422008608468,2
8.988899935502559e-05,0.013654800000949763,0.013654800000949763,0.10775628599367337,8.988899935502559e-05,0.12553008599206805,0.013654800000949763,0.01777379999839468,0.002344000000448432,0.12567573400156107,0.013738800000282936,0.0,0.0,0.0,0.0,0.9278911352157593,0.10775628599367337,8.988899935502559e-05,unknown,0.0,0.0002778000016405713,0.0007747000017843675,0.002344000000448432,0.01177020000977791,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.12567573400156107,0.37162132999219466,0,52c6f5fb859a451c8afba5c8060a8cf4,"{'device_compute': 8.988899935502559e-05, 'd2e_transport': 0.10775628599367337, 'edge_queue': 0.002344000000448432, 'edge_segment_compute': 0.01177020000977791, 'edge_exit_head_compute': 0.0007747000017843675, 'edge_exit_check': 0.0002778000016405713, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.12567573400156107, 'unattributed_overhead': 0.0026628589948813897, 'request_id': '52c6f5fb859a451c8afba5c8060a8cf4', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9278911352157593, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 8.988899935502559e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.002344000000448432, 'segment_compute_s': 0.01177020000977791, 'exit_head_compute_s': 0.0007747000017843675, 'exit_check_s': 0.0002778000016405713, 'worker_elapsed_s': 0.013738800000282936}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.37162132999219466}",balanced_000_0005_00005293,5,5293,0.12567573400156107,0.0026628589948813897,2
8.559299749322236e-05,0.015567700000246987,0.015567700000246987,0.15218160600488773,8.559299749322236e-05,0.1709795060014585,0.015567700000246987,0.018797899996570777,0.0017332999996142462,0.17112793299020268,0.01565630000186502,0.0,0.0,0.0,0.0,0.9480166435241699,0.15218160600488773,8.559299749322236e-05,unknown,0.0,0.00022039999748812988,0.0010363000001234468,0.0017332999996142462,0.012981899999431334,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.17112793299020268,0.1443603350489866,0,1af54f1b2b114699b616a988f7ca3192,"{'device_compute': 8.559299749322236e-05, 'd2e_transport': 0.15218160600488773, 'edge_queue': 0.0017332999996142462, 'edge_segment_compute': 0.012981899999431334, 'edge_exit_head_compute': 0.0010363000001234468, 'edge_exit_check': 0.00022039999748812988, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.17112793299020268, 'unattributed_overhead': 0.0028888339911645744, 'request_id': '1af54f1b2b114699b616a988f7ca3192', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9480166435241699, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 8.559299749322236e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0017332999996142462, 'segment_compute_s': 0.012981899999431334, 'exit_head_compute_s': 0.0010363000001234468, 'exit_check_s': 0.00022039999748812988, 'worker_elapsed_s': 0.01565630000186502}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': 0.1443603350489866}",balanced_000_0006_00007513,6,7513,0.17112793299020268,0.0028888339911645744,2
0.00010505599493626505,0.02099630000157049,0.02099630000157049,0.14284630199472304,0.00010505599493626505,0.1668054019974079,0.02099630000157049,0.023959100002684863,0.001575599999341648,0.16697162498894613,0.021072399998956826,0.0,0.0,0.0,0.0,0.9927466511726379,0.14284630199472304,0.00010505599493626505,unknown,0.0,0.0004535000007308554,0.0015640000019629952,0.001575599999341648,0.017600400002265815,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.16697162498894613,0.16514187505526934,0,feda01bf8f9f4426b5f1d568ec0dea33,"{'device_compute': 0.00010505599493626505, 'd2e_transport': 0.14284630199472304, 'edge_queue': 0.001575599999341648, 'edge_segment_compute': 0.017600400002265815, 'edge_exit_head_compute': 0.0015640000019629952, 'edge_exit_check': 0.0004535000007308554, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.16697162498894613, 'unattributed_overhead': 0.002826766994985519, 'request_id': 'feda01bf8f9f4426b5f1d568ec0dea33', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9927466511726379, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 0.00010505599493626505}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.001575599999341648, 'segment_compute_s': 0.017600400002265815, 'exit_head_compute_s': 0.0015640000019629952, 'exit_check_s': 0.0004535000007308554, 'worker_elapsed_s': 0.021072399998956826}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.16514187505526934}",balanced_000_0007_00007748,7,7748,0.16697162498894613,0.002826766994985519,2
9.192599100060761e-05,0.019374799998331582,0.019374799998331582,0.1089565680049418,9.192599100060761e-05,0.131580268003745,0.019374799998331582,0.022623699998803204,0.001955100000486709,0.13172593599301763,0.01946440000028815,0.0,0.0,0.0,0.0,0.9600778222084045,0.1089565680049418,9.192599100060761e-05,unknown,0.0,0.0004291000004741363,0.0013726000033784658,0.001955100000486709,0.016260899992630584,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.13172593599301763,0.34137032003491186,0,4c6b9db1218d4eaf91501fdc391ddddb,"{'device_compute': 9.192599100060761e-05, 'd2e_transport': 0.1089565680049418, 'edge_queue': 0.001955100000486709, 'edge_segment_compute': 0.016260899992630584, 'edge_exit_head_compute': 0.0013726000033784658, 'edge_exit_check': 0.0004291000004741363, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.13172593599301763, 'unattributed_overhead': 0.002659742000105325, 'request_id': '4c6b9db1218d4eaf91501fdc391ddddb', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9600778222084045, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 9.192599100060761e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.001955100000486709, 'segment_compute_s': 0.016260899992630584, 'exit_head_compute_s': 0.0013726000033784658, 'exit_check_s': 0.0004291000004741363, 'worker_elapsed_s': 0.01946440000028815}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.34137032003491186}",balanced_000_0008_00009021,8,9021,0.13172593599301763,0.002659742000105325,2
8.511100895702839e-05,0.05330089999915799,0.05330089999915799,0.1315419789934822,8.511100895702839e-05,0.23294837899447884,0.05330089999915799,0.10140640000099665,0.04652150000038091,0.23308393500337843,0.05333799999789335,0.0,0.0,0.0,0.0,0.9327638149261475,0.1315419789934822,8.511100895702839e-05,unknown,0.0,0.0003329999999550637,0.0024594999995315447,0.04652150000038091,0.046270600007119356,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.23308393500337843,-0.16541967501689214,0,eeb7b5addeaa44f0a374f2fa91d41ff8,"{'device_compute': 8.511100895702839e-05, 'd2e_transport': 0.1315419789934822, 'edge_queue': 0.04652150000038091, 'edge_segment_compute': 0.046270600007119356, 'edge_exit_head_compute': 0.0024594999995315447, 'edge_exit_check': 0.0003329999999550637, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.23308393500337843, 'unattributed_overhead': 0.005872244993952336, 'request_id': 'eeb7b5addeaa44f0a374f2fa91d41ff8', 'user_id': 2, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9327638149261475, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 8.511100895702839e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.04652150000038091, 'segment_compute_s': 0.046270600007119356, 'exit_head_compute_s': 0.0024594999995315447, 'exit_check_s': 0.0003329999999550637, 'worker_elapsed_s': 0.05333799999789335}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': -0.16541967501689214}",balanced_000_0009_00009272,9,9272,0.23308393500337843,0.005872244993952336,2
