T_compute_device,T_compute_edge,T_compute_s,T_d2e,T_d_compute,T_device_edge_roundtrip,T_e_compute,T_node_edge,T_queue_s,T_total,T_worker_elapsed_s,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_trace,sample_id,sample_index,source_index,total_latency,unattributed_overhead,user_id
7.836999429855496e-05,0.3403786000017135,0.3403786000017135,0.09608998000112479,7.836999429855496e-05,0.46179277999908663,0.3403786000017135,0.36570279999796185,0.015989099996659206,0.4618997059951653,0.342701900000975,0.0,0.0,0.0,0.0,0.9996386766433716,0.09608998000112479,7.836999429855496e-05,unknown,0.0,0.002297799994266825,0.012684699999226723,0.015989099996659206,0.31631470000138506,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,edge,True,0,1.0,5.0,1.0,0.4618997059951653,-1.3094985299758264,0,5d528d5c5751445a837454d4e7d76cf6,"{'device_compute': 7.836999429855496e-05, 'd2e_transport': 0.09608998000112479, 'edge_queue': 0.015989099996659206, 'edge_segment_compute': 0.31631470000138506, 'edge_exit_head_compute': 0.012684699999226723, 'edge_exit_check': 0.002297799994266825, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.4618997059951653, 'unattributed_overhead': 0.01844505600820412, 'request_id': '5d528d5c5751445a837454d4e7d76cf6', 'user_id': 0, 'prediction': 0, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'edge', 'confidence': 0.9996386766433716, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 7.836999429855496e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.015989099996659206, 'segment_compute_s': 0.31631470000138506, 'exit_head_compute_s': 0.012684699999226723, 'exit_check_s': 0.002297799994266825, 'worker_elapsed_s': 0.342701900000975}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': True, 'observed_utility': -1.3094985299758264}",balanced_000_0000_00000287,0,287,0.4618997059951653,0.01844505600820412,0
4.033299774164334e-05,0.019055000000662403,0.019055000000662403,0.05718781100222259,4.033299774164334e-05,0.07996741100214422,0.019055000000662403,0.02277959999992163,0.001537200001621386,0.08003618899965659,0.01913349999813363,0.0,0.0,0.0,0.0,0.9178494811058044,0.05718781100222259,4.033299774164334e-05,unknown,0.0,0.00038470000072265975,0.0008949000002758112,0.001537200001621386,0.01657849999537575,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.08003618899965659,0.5998190550017171,0,d3d54813f94d4484871b2c258136c6c4,"{'device_compute': 4.033299774164334e-05, 'd2e_transport': 0.05718781100222259, 'edge_queue': 0.001537200001621386, 'edge_segment_compute': 0.01657849999537575, 'edge_exit_head_compute': 0.0008949000002758112, 'edge_exit_check': 0.00038470000072265975, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.08003618899965659, 'unattributed_overhead': 0.0034127450016967487, 'request_id': 'd3d54813f94d4484871b2c258136c6c4', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9178494811058044, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 4.033299774164334e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.001537200001621386, 'segment_compute_s': 0.01657849999537575, 'exit_head_compute_s': 0.0008949000002758112, 'exit_check_s': 0.00038470000072265975, 'worker_elapsed_s': 0.01913349999813363}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': True, 'observed_utility': 0.5998190550017171}",balanced_000_0001_00000857,1,857,0.08003618899965659,0.0034127450016967487,0
3.614799788920209e-05,0.015237900002830429,0.015237900002830429,0.05032504400151083,3.614799788920209e-05,0.06893114400008926,0.015237900002830429,0.01860609999857843,0.0017095000002882443,0.06899403299757978,0.01532039999801782,0.0,0.0,0.0,0.0,0.919489860534668,0.05032504400151083,3.614799788920209e-05,unknown,0.0,0.00023670000155107118,0.0009619999982533045,0.0017095000002882443,0.012743599992973031,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.06899403299757978,0.6550298350121011,0,fd0ae599a6b348dea0bf614fa26ff2dc,"{'device_compute': 3.614799788920209e-05, 'd2e_transport': 0.05032504400151083, 'edge_queue': 0.0017095000002882443, 'edge_segment_compute': 0.012743599992973031, 'edge_exit_head_compute': 0.0009619999982533045, 'edge_exit_check': 0.00023670000155107118, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.06899403299757978, 'unattributed_overhead': 0.0029810410051140934, 'request_id': 'fd0ae599a6b348dea0bf614fa26ff2dc', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.919489860534668, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.614799788920209e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0017095000002882443, 'segment_compute_s': 0.012743599992973031, 'exit_head_compute_s': 0.0009619999982533045, 'exit_check_s': 0.00023670000155107118, 'worker_elapsed_s': 0.01532039999801782}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.6550298350121011}",balanced_000_0002_00003548,2,3548,0.06899403299757978,0.0029810410051140934,0
3.501800529193133e-05,0.02124769999863929,0.02124769999863929,0.05540198599919677,3.501800529193133e-05,0.08116838600108167,0.02124769999863929,0.025766400001884904,0.002833800001099007,0.08122733000345761,0.021353500000259373,0.0,0.0,0.0,0.0,0.9535862803459167,0.05540198599919677,3.501800529193133e-05,unknown,0.0,0.0004030999989481643,0.0010086000002047513,0.002833800001099007,0.018347500004892936,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.08122733000345761,0.593863349982712,0,060a45f9add345c6ab5ac34cfd22d0da,"{'device_compute': 3.501800529193133e-05, 'd2e_transport': 0.05540198599919677, 'edge_queue': 0.002833800001099007, 'edge_segment_compute': 0.018347500004892936, 'edge_exit_head_compute': 0.0010086000002047513, 'edge_exit_check': 0.0004030999989481643, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.08122733000345761, 'unattributed_overhead': 0.0031973259938240517, 'request_id': '060a45f9add345c6ab5ac34cfd22d0da', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9535862803459167, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.501800529193133e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.002833800001099007, 'segment_compute_s': 0.018347500004892936, 'exit_head_compute_s': 0.0010086000002047513, 'exit_check_s': 0.0004030999989481643, 'worker_elapsed_s': 0.021353500000259373}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': True, 'observed_utility': 0.593863349982712}",balanced_000_0003_00004937,3,4937,0.08122733000345761,0.0031973259938240517,0
3.731499600689858e-05,0.016052400002081413,0.016052400002081413,0.062106189001497114,3.731499600689858e-05,0.08133108900074149,0.016052400002081413,0.01922489999924437,0.0016461999985040165,0.08139323599607451,0.01612800000293646,0.0,0.0,0.0,0.0,0.8522803783416748,0.062106189001497114,3.731499600689858e-05,unknown,0.0,0.00026929999876301736,0.0008548000005248468,0.0016461999985040165,0.013771800004178658,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.08139323599607451,0.5930338200196275,0,d834b54963c545ea8c9d10d0e89c67da,"{'device_compute': 3.731499600689858e-05, 'd2e_transport': 0.062106189001497114, 'edge_queue': 0.0016461999985040165, 'edge_segment_compute': 0.013771800004178658, 'edge_exit_head_compute': 0.0008548000005248468, 'edge_exit_check': 0.00026929999876301736, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.08139323599607451, 'unattributed_overhead': 0.0027076319965999573, 'request_id': 'd834b54963c545ea8c9d10d0e89c67da', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.8522803783416748, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.731499600689858e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0016461999985040165, 'segment_compute_s': 0.013771800004178658, 'exit_head_compute_s': 0.0008548000005248468, 'exit_check_s': 0.00026929999876301736, 'worker_elapsed_s': 0.01612800000293646}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.5930338200196275}",balanced_000_0004_00005189,4,5189,0.08139323599607451,0.0027076319965999573,0
3.738899977179244e-05,0.01955699999962235,0.01955699999962235,0.05599743999482598,3.738899977179244e-05,0.07892463999451138,0.01955699999962235,0.0229271999996854,0.0016967999981716275,0.07898589899559738,0.019632600000477396,0.0,0.0,0.0,0.0,0.9278911352157593,0.05599743999482598,3.738899977179244e-05,unknown,0.0,0.0003761000007216353,0.001046400000632275,0.0016967999981716275,0.016971999993984355,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.07898589899559738,0.6050705050220131,0,657cce96154747d5a2e54187db500ca9,"{'device_compute': 3.738899977179244e-05, 'd2e_transport': 0.05599743999482598, 'edge_queue': 0.0016967999981716275, 'edge_segment_compute': 0.016971999993984355, 'edge_exit_head_compute': 0.001046400000632275, 'edge_exit_check': 0.0003761000007216353, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07898589899559738, 'unattributed_overhead': 0.0028597700074897148, 'request_id': '657cce96154747d5a2e54187db500ca9', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9278911352157593, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.738899977179244e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0016967999981716275, 'segment_compute_s': 0.016971999993984355, 'exit_head_compute_s': 0.001046400000632275, 'exit_check_s': 0.0003761000007216353, 'worker_elapsed_s': 0.019632600000477396}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.6050705050220131}",balanced_000_0005_00005293,5,5293,0.07898589899559738,0.0028597700074897148,0
3.666599513962865e-05,0.020669199999247212,0.020669199999247212,0.058050128995091654,3.666599513962865e-05,0.08210702899668831,0.020669199999247212,0.02405690000159666,0.0015311999995901715,0.08216900899424218,0.020762400003150105,0.0,0.0,0.0,0.0,0.9480166435241699,0.058050128995091654,3.666599513962865e-05,unknown,0.0,0.00036190000173519365,0.0009381999989273027,0.0015311999995901715,0.01790370000162511,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.08216900899424218,0.5891549550287891,0,08f81ac422d54da7a44ff381848418de,"{'device_compute': 3.666599513962865e-05, 'd2e_transport': 0.058050128995091654, 'edge_queue': 0.0015311999995901715, 'edge_segment_compute': 0.01790370000162511, 'edge_exit_head_compute': 0.0009381999989273027, 'edge_exit_check': 0.00036190000173519365, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.08216900899424218, 'unattributed_overhead': 0.0033472140021331143, 'request_id': '08f81ac422d54da7a44ff381848418de', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9480166435241699, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.666599513962865e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0015311999995901715, 'segment_compute_s': 0.01790370000162511, 'exit_head_compute_s': 0.0009381999989273027, 'exit_check_s': 0.00036190000173519365, 'worker_elapsed_s': 0.020762400003150105}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': 0.5891549550287891}",balanced_000_0006_00007513,6,7513,0.08216900899424218,0.0033472140021331143,0
3.792600182350725e-05,0.015432199998031138,0.015432199998031138,0.0501038750007865,3.792600182350725e-05,0.06876477500190958,0.015432199998031138,0.018660900001123082,0.0015811999983270653,0.06882646000303794,0.015505800001847092,0.0,0.0,0.0,0.0,0.9927466511726379,0.0501038750007865,3.792600182350725e-05,unknown,0.0,0.00029290000020409934,0.0009613000001991168,0.0015811999983270653,0.013039000012213364,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.06882646000303794,0.6558676999848103,0,f2b74fa1028a425793b9c291aa935f18,"{'device_compute': 3.792600182350725e-05, 'd2e_transport': 0.0501038750007865, 'edge_queue': 0.0015811999983270653, 'edge_segment_compute': 0.013039000012213364, 'edge_exit_head_compute': 0.0009613000001991168, 'edge_exit_check': 0.00029290000020409934, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.06882646000303794, 'unattributed_overhead': 0.002810258989484282, 'request_id': 'f2b74fa1028a425793b9c291aa935f18', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9927466511726379, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.792600182350725e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0015811999983270653, 'segment_compute_s': 0.013039000012213364, 'exit_head_compute_s': 0.0009613000001991168, 'exit_check_s': 0.00029290000020409934, 'worker_elapsed_s': 0.015505800001847092}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.6558676999848103}",balanced_000_0007_00007748,7,7748,0.06882646000303794,0.002810258989484282,0
3.775900404434651e-05,0.013414400000328897,0.013414400000328897,0.05290449599851854,3.775900404434651e-05,0.06951019600091968,0.013414400000328897,0.016605700002401136,0.0016341000009560958,0.06957269499980612,0.013487599997461075,0.0,0.0,0.0,0.0,0.9600778222084045,0.05290449599851854,3.775900404434651e-05,unknown,0.0,0.0002652000002854038,0.0008645000016258564,0.0016341000009560958,0.011256600006163353,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.06957269499980612,0.6521365250009694,0,94c7f9b0ee564f2cab66e4211401d786,"{'device_compute': 3.775900404434651e-05, 'd2e_transport': 0.05290449599851854, 'edge_queue': 0.0016341000009560958, 'edge_segment_compute': 0.011256600006163353, 'edge_exit_head_compute': 0.0008645000016258564, 'edge_exit_check': 0.0002652000002854038, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.06957269499980612, 'unattributed_overhead': 0.0026100399882125203, 'request_id': '94c7f9b0ee564f2cab66e4211401d786', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9600778222084045, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.775900404434651e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0016341000009560958, 'segment_compute_s': 0.011256600006163353, 'exit_head_compute_s': 0.0008645000016258564, 'exit_check_s': 0.0002652000002854038, 'worker_elapsed_s': 0.013487599997461075}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.6521365250009694}",balanced_000_0008_00009021,8,9021,0.06957269499980612,0.0026100399882125203,0
3.85370003641583e-05,0.012711399998806883,0.012711399998806883,0.04961271600404871,3.85370003641583e-05,0.06566351600486087,0.012711399998806883,0.01605080000081216,0.0018211000024166424,0.06572825599869248,0.012786199997208314,0.0,0.0,0.0,0.0,0.9327638149261475,0.04961271600404871,3.85370003641583e-05,unknown,0.0,0.00022599999647354707,0.0007550000009359792,0.0018211000024166424,0.010696100001950981,"{'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,edge,True,0,1.0,5.0,1.0,0.06572825599869248,0.6713587200065376,0,fc50271a6a32453a9dcce01292c6263e,"{'device_compute': 3.85370003641583e-05, 'd2e_transport': 0.04961271600404871, 'edge_queue': 0.0018211000024166424, 'edge_segment_compute': 0.010696100001950981, 'edge_exit_head_compute': 0.0007550000009359792, 'edge_exit_check': 0.00022599999647354707, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.06572825599869248, 'unattributed_overhead': 0.0025788029925024603, 'request_id': 'fc50271a6a32453a9dcce01292c6263e', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'edge', 'confidence': 0.9327638149261475, 'executed_segments_by_node': {'device': [], 'edge': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [], 'queue_s': 0.0, 'segment_compute_s': 0.0, 'exit_head_compute_s': 0.0, 'exit_check_s': 0.0, 'worker_elapsed_s': 3.85370003641583e-05}, {'node': 'edge', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0018211000024166424, 'segment_compute_s': 0.010696100001950981, 'exit_head_compute_s': 0.0007550000009359792, 'exit_check_s': 0.00022599999647354707, 'worker_elapsed_s': 0.012786199997208314}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': 0.6713587200065376}",balanced_000_0009_00009272,9,9272,0.06572825599869248,0.0025788029925024603,0
