T_compute_device,T_d_compute,T_total,T_worker_elapsed_s,actual_start_at_utc,barrier_ready_at_utc,barrier_release_at_utc,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_seq,request_trace,sample_id,sample_index,source_index,start_skew_s,total_latency,unattributed_overhead,user_id
0.07937974699598271,0.07937974699598271,0.0794131549919257,0.07937974699598271,1784171336.46712,1784171322.1534984,1784171322.4034984,0.0,0.0,0.0,0.0,0.557289183139801,0.0,0.07937974699598271,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,False,0,0.0,0.0794131549919257,-0.39706577495962847,8,9271f339df2e439abcc9e05be9165200,0,"{'device_compute': 0.07937974699598271, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.0794131549919257, 'unattributed_overhead': 3.340799594298005e-05, 'request_id': '9271f339df2e439abcc9e05be9165200', 'user_id': 0, 'prediction': 8, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.557289183139801, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07762179899145849, 'exit_head_compute_s': 0.0014407249982468784, 'exit_check_s': 0.00014059299428481609, 'worker_elapsed_s': 0.07937974699598271}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': False, 'observed_utility': -0.39706577495962847}",balanced_000_0000_00000287,0,287,14.063621520996094,0.0794131549919257,3.340799594298005e-05,0
0.07309825198899489,0.07309825198899489,0.07313017798878718,0.07309825198899489,1784171338.2827818,1784171323.9640462,1784171324.2140462,0.0,0.0,0.0,0.0,0.4796501398086548,0.0,0.07309825198899489,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07313017798878718,0.6343491100560641,0,83224cc1de784ae786b2181e8d66768b,1,"{'device_compute': 0.07309825198899489, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07313017798878718, 'unattributed_overhead': 3.1925999792292714e-05, 'request_id': '83224cc1de784ae786b2181e8d66768b', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.4796501398086548, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07181148900417611, 'exit_head_compute_s': 0.0010482799989404157, 'exit_check_s': 6.183399818837643e-05, 'worker_elapsed_s': 0.07309825198899489}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': True, 'observed_utility': 0.6343491100560641}",balanced_000_0001_00000857,1,857,14.068735599517822,0.07313017798878718,3.1925999792292714e-05,0
0.08179258499876596,0.08179258499876596,0.0818303999985801,0.08179258499876596,1784171339.2052562,1784171324.8896828,1784171325.1396828,0.0,0.0,0.0,0.0,0.5110328793525696,0.0,0.08179258499876596,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.0818303999985801,0.5908480000070995,0,48ef048874594b118ebb0ea650272bbf,2,"{'device_compute': 0.08179258499876596, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.0818303999985801, 'unattributed_overhead': 3.781499981414527e-05, 'request_id': '48ef048874594b118ebb0ea650272bbf', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.5110328793525696, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.08042737901268993, 'exit_head_compute_s': 0.0010955580073641613, 'exit_check_s': 7.825999637134373e-05, 'worker_elapsed_s': 0.08179258499876596}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.5908480000070995}",balanced_000_0002_00003548,2,3548,14.065573453903198,0.0818303999985801,3.781499981414527e-05,0
0.07524801600084174,0.07524801600084174,0.07527792399923783,0.07524801600084174,1784171340.7056088,1784171326.2924936,1784171326.5424936,0.0,0.0,0.0,0.0,0.2761000990867615,0.0,0.07524801600084174,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,False,0,0.0,0.07527792399923783,-0.37638961999618914,8,2b836fa55fd449979a8386956eb77a22,3,"{'device_compute': 0.07524801600084174, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07527792399923783, 'unattributed_overhead': 2.9907998396083713e-05, 'request_id': '2b836fa55fd449979a8386956eb77a22', 'user_id': 0, 'prediction': 8, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.2761000990867615, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07401416101492941, 'exit_head_compute_s': 0.0010096689948113635, 'exit_check_s': 6.150000263005495e-05, 'worker_elapsed_s': 0.07524801600084174}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': False, 'observed_utility': -0.37638961999618914}",balanced_000_0003_00004937,3,4937,14.16311526298523,0.07527792399923783,2.9907998396083713e-05,0
0.07697124101105146,0.07697124101105146,0.07700227900932077,0.07697124101105146,1784171341.6315613,1784171327.3169255,1784171327.5669255,0.0,0.0,0.0,0.0,0.4567960500717163,0.0,0.07697124101105146,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07700227900932077,0.6149886049533961,0,77d62bd094c2478e8f40c7b24276863a,4,"{'device_compute': 0.07697124101105146, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07700227900932077, 'unattributed_overhead': 3.1037998269312084e-05, 'request_id': '77d62bd094c2478e8f40c7b24276863a', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.4567960500717163, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07576088800851721, 'exit_head_compute_s': 0.0009920580050675198, 'exit_check_s': 6.440699507948011e-05, 'worker_elapsed_s': 0.07697124101105146}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.6149886049533961}",balanced_000_0004_00005189,4,5189,14.064635753631592,0.07700227900932077,3.1037998269312084e-05,0
0.07909413499874063,0.07909413499874063,0.07912519099772908,0.07909413499874063,1784171344.1056395,1784171329.595186,1784171329.845186,0.0,0.0,0.0,0.0,0.2738116383552551,0.0,0.07909413499874063,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07912519099772908,0.6043740450113546,0,518a0cdc46944fbb89436b2cda381639,5,"{'device_compute': 0.07909413499874063, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07912519099772908, 'unattributed_overhead': 3.1055998988449574e-05, 'request_id': '518a0cdc46944fbb89436b2cda381639', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.2738116383552551, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.0778676330082817, 'exit_head_compute_s': 0.0010113729949807748, 'exit_check_s': 6.20380014879629e-05, 'worker_elapsed_s': 0.07909413499874063}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.6043740450113546}",balanced_000_0005_00005293,5,5293,14.260453462600708,0.07912519099772908,3.1055998988449574e-05,0
0.084046200994635,0.084046200994635,0.0840824229962891,0.084046200994635,1784171345.0368319,1784171330.7236679,1784171330.9736679,0.0,0.0,0.0,0.0,0.32707923650741577,0.0,0.084046200994635,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.0840824229962891,0.5795878850185545,0,673508db8f1941b9a2f573847053d88d,6,"{'device_compute': 0.084046200994635, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.0840824229962891, 'unattributed_overhead': 3.622200165409595e-05, 'request_id': '673508db8f1941b9a2f573847053d88d', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.32707923650741577, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.08262708698748611, 'exit_head_compute_s': 0.0011390579893486574, 'exit_check_s': 7.899999036453664e-05, 'worker_elapsed_s': 0.084046200994635}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': 0.5795878850185545}",balanced_000_0006_00007513,6,7513,14.063163995742798,0.0840824229962891,3.622200165409595e-05,0
0.0719388040015474,0.0719388040015474,0.07196856400696561,0.0719388040015474,1784171345.9651408,1784171331.6551912,1784171331.9051912,0.0,0.0,0.0,0.0,0.6745582818984985,0.0,0.0719388040015474,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07196856400696561,0.640157179965172,0,a3e9a039d49143bf9114f60ee6f6022b,7,"{'device_compute': 0.0719388040015474, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07196856400696561, 'unattributed_overhead': 2.9760005418211222e-05, 'request_id': 'a3e9a039d49143bf9114f60ee6f6022b', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.6745582818984985, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07072034000884742, 'exit_head_compute_s': 0.0010042799985967577, 'exit_check_s': 6.220300565473735e-05, 'worker_elapsed_s': 0.0719388040015474}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.640157179965172}",balanced_000_0007_00007748,7,7748,14.05994963645935,0.07196856400696561,2.9760005418211222e-05,0
0.07736868600477464,0.07736868600477464,0.07740122399991378,0.07736868600477464,1784171346.99261,1784171332.5697331,1784171332.8197331,0.0,0.0,0.0,0.0,0.2472483366727829,0.0,0.07736868600477464,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07740122399991378,0.6129938800004311,0,57c304d7b29f4b5c80246ad3f2dcb92a,8,"{'device_compute': 0.07736868600477464, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07740122399991378, 'unattributed_overhead': 3.253799513913691e-05, 'request_id': '57c304d7b29f4b5c80246ad3f2dcb92a', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.2472483366727829, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07609166399925016, 'exit_head_compute_s': 0.0010470209963386878, 'exit_check_s': 6.894499529153109e-05, 'worker_elapsed_s': 0.07736868600477464}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.6129938800004311}",balanced_000_0008_00009021,8,9021,14.172876834869385,0.07740122399991378,3.253799513913691e-05,0
0.07222050899872556,0.07222050899872556,0.07225145300617442,0.07222050899872556,1784171348.079369,1784171333.7684815,1784171334.0184815,0.0,0.0,0.0,0.0,0.7083097696304321,0.0,0.07222050899872556,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,0.07225145300617442,0.6387427349691279,0,82f3ca42a7c24d2c93940946db0da4fe,9,"{'device_compute': 0.07222050899872556, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.07225145300617442, 'unattributed_overhead': 3.094400744885206e-05, 'request_id': '82f3ca42a7c24d2c93940946db0da4fe', 'user_id': 0, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.7083097696304321, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.07093591199372895, 'exit_head_compute_s': 0.0010654100042302161, 'exit_check_s': 6.164799560792744e-05, 'worker_elapsed_s': 0.07222050899872556}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': 0.6387427349691279}",balanced_000_0009_00009272,9,9272,14.060887575149536,0.07225145300617442,3.094400744885206e-05,0
