T_bandwidth_calibration,T_compute_device,T_d_compute,T_total,T_worker_elapsed_s,actual_start_at_utc,barrier_ready_at_utc,barrier_release_at_utc,cloud_exit_check,cloud_exit_head_compute,cloud_queue,cloud_segment_compute,confidence,d2e_transport,decision_id,decision_version,device_compute,difficulty,e2c_transport,edge_exit_check,edge_exit_head_compute,edge_queue,edge_segment_compute,executed_segments_by_node,exit_boundary_id,exit_id,exit_location,is_correct,label,objective_alpha,objective_beta,observed_accuracy,observed_latency,observed_utility,prediction,request_id,request_seq,request_trace,sample_id,sample_index,source_index,start_skew_s,total_latency,unattributed_overhead,user_id
0.0,3.99380393499996,3.99380393499996,3.9938655339992692,3.99380393499996,1784713960.0207286,1784713949.3865774,1784713960.0200248,0.0,0.0,0.0,0.0,0.999638557434082,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,3.99380393499996,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}",19,final,device,True,0,1.0,5.0,1.0,3.9938655339992692,-18.969327669996346,0,2bc1ea73b8ba4d2e82e01129f3babe04,0,"{'device_compute': 3.99380393499996, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 3.9938655339992692, 'unattributed_overhead': 6.159899930935353e-05, 'request_id': '2bc1ea73b8ba4d2e82e01129f3babe04', 'user_id': 3, 'prediction': 0, 'exit_id': 'final', 'exit_boundary_id': 19, 'exit_location': 'device', 'confidence': 0.999638557434082, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18], 'queue_s': 0.0, 'segment_compute_s': 3.9805932949993803, 'exit_head_compute_s': 0.008073228998910054, 'exit_check_s': 0.001398677999532083, 'worker_elapsed_s': 3.99380393499996}], 'sample_id': 'balanced_000_0000_00000287', 'label': 0, 'correct': True, 'observed_utility': -18.969327669996346}",balanced_000_0000_00000287,0,287,0.0007038116455078125,3.9938655339992692,6.159899930935353e-05,3
0.0,0.03391997800008539,0.03391997800008539,0.033975117999943905,0.03391997800008539,1784713968.2788808,1784713968.0280821,1784713968.2780821,0.0,0.0,0.0,0.0,0.8614457249641418,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,0.03391997800008539,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7]}",8,after_layer2,device,True,0,1.0,5.0,1.0,0.033975117999943905,0.8301244100002805,0,cc22968eac484931b23f3e8b31f0e475,1,"{'device_compute': 0.03391997800008539, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.033975117999943905, 'unattributed_overhead': 5.5139999858511146e-05, 'request_id': 'cc22968eac484931b23f3e8b31f0e475', 'user_id': 3, 'prediction': 0, 'exit_id': 'after_layer2', 'exit_boundary_id': 8, 'exit_location': 'device', 'confidence': 0.8614457249641418, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7], 'queue_s': 0.0, 'segment_compute_s': 0.029483968999556964, 'exit_head_compute_s': 0.0021742520002590027, 'exit_check_s': 0.00045748899901809637, 'worker_elapsed_s': 0.03391997800008539}], 'sample_id': 'balanced_000_0001_00000857', 'label': 0, 'correct': True, 'observed_utility': 0.8301244100002805}",balanced_000_0001_00000857,1,857,0.0007987022399902344,0.033975117999943905,5.5139999858511146e-05,3
0.0,0.051664427000105206,0.051664427000105206,0.05171678399983648,0.051664427000105206,1784713969.541182,1784713968.656608,1784713969.540868,0.0,0.0,0.0,0.0,0.9194889664649963,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,0.051664427000105206,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.05171678399983648,0.7414160800008176,0,6aade890d82b4770ab6ba6348bb59a8c,2,"{'device_compute': 0.051664427000105206, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.05171678399983648, 'unattributed_overhead': 5.235699973127339e-05, 'request_id': '6aade890d82b4770ab6ba6348bb59a8c', 'user_id': 3, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9194889664649963, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.04445678200045222, 'exit_head_compute_s': 0.003964230000747193, 'exit_check_s': 0.000745983000342676, 'worker_elapsed_s': 0.051664427000105206}], 'sample_id': 'balanced_000_0002_00003548', 'label': 0, 'correct': True, 'observed_utility': 0.7414160800008176}",balanced_000_0002_00003548,2,3548,0.0003139972686767578,0.05171678399983648,5.235699973127339e-05,3
0.0,0.046900516000278,0.046900516000278,0.04695344900028431,0.046900516000278,1784713970.725155,1784713970.0219293,1784713970.724337,0.0,0.0,0.0,0.0,0.9536142349243164,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,0.046900516000278,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.04695344900028431,0.7652327549985785,0,ef13e2d655d440c19e71ee5229675da3,3,"{'device_compute': 0.046900516000278, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.04695344900028431, 'unattributed_overhead': 5.293300000630552e-05, 'request_id': 'ef13e2d655d440c19e71ee5229675da3', 'user_id': 3, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9536142349243164, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.041458597000200825, 'exit_head_compute_s': 0.002515878000849625, 'exit_check_s': 0.000655795000056969, 'worker_elapsed_s': 0.046900516000278}], 'sample_id': 'balanced_000_0003_00004937', 'label': 0, 'correct': True, 'observed_utility': 0.7652327549985785}",balanced_000_0003_00004937,3,4937,0.0008180141448974609,0.04695344900028431,5.293300000630552e-05,3
0.0,0.047383408000314375,0.047383408000314375,0.047434998000426276,0.047383408000314375,1784713971.8009515,1784713971.1222386,1784713971.8002617,0.0,0.0,0.0,0.0,0.8522081971168518,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,0.047383408000314375,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.047434998000426276,0.7628250099978686,0,551d9e61313d40e8b0f63f5cbb5ed8a9,4,"{'device_compute': 0.047383408000314375, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.047434998000426276, 'unattributed_overhead': 5.1590000111900736e-05, 'request_id': '551d9e61313d40e8b0f63f5cbb5ed8a9', 'user_id': 3, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.8522081971168518, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.04153556399887748, 'exit_head_compute_s': 0.0029114480003045173, 'exit_check_s': 0.0006700349995298893, 'worker_elapsed_s': 0.047383408000314375}], 'sample_id': 'balanced_000_0004_00005189', 'label': 0, 'correct': True, 'observed_utility': 0.7628250099978686}",balanced_000_0004_00005189,4,5189,0.0006897449493408203,0.047434998000426276,5.1590000111900736e-05,3
0.0,0.04761416899964388,0.04761416899964388,0.0476738839997779,0.04761416899964388,1784713972.9144971,1784713972.225405,1784713972.9138846,0.0,0.0,0.0,0.0,0.9279154539108276,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,0.04761416899964388,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.0476738839997779,0.7616305800011105,0,c9d48a588a044df3b4ce18e2c88ff40c,5,"{'device_compute': 0.04761416899964388, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.0476738839997779, 'unattributed_overhead': 5.971500013401965e-05, 'request_id': 'c9d48a588a044df3b4ce18e2c88ff40c', 'user_id': 3, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9279154539108276, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.04129959199872246, 'exit_head_compute_s': 0.0029754099996353034, 'exit_check_s': 0.0007414289993903367, 'worker_elapsed_s': 0.04761416899964388}], 'sample_id': 'balanced_000_0005_00005293', 'label': 0, 'correct': True, 'observed_utility': 0.7616305800011105}",balanced_000_0005_00005293,5,5293,0.0006124973297119141,0.0476738839997779,5.971500013401965e-05,3
0.0,0.04751095999927202,0.04751095999927202,0.04757086699919455,0.04751095999927202,1784713974.068584,1784713973.3767354,1784713974.067834,0.0,0.0,0.0,0.0,0.9480711221694946,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,0.04751095999927202,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.04757086699919455,0.7621456650040273,0,092918a38fd94b468e70df2dc02bd608,6,"{'device_compute': 0.04751095999927202, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.04757086699919455, 'unattributed_overhead': 5.990699992253212e-05, 'request_id': '092918a38fd94b468e70df2dc02bd608', 'user_id': 3, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9480711221694946, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.04134874799819954, 'exit_head_compute_s': 0.002945075000752695, 'exit_check_s': 0.0006713630000376725, 'worker_elapsed_s': 0.04751095999927202}], 'sample_id': 'balanced_000_0006_00007513', 'label': 0, 'correct': True, 'observed_utility': 0.7621456650040273}",balanced_000_0006_00007513,6,7513,0.0007500648498535156,0.04757086699919455,5.990699992253212e-05,3
0.0,0.02886102199954621,0.02886102199954621,0.028920001999722444,0.02886102199954621,1784713975.23129,1784713974.475148,1784713975.2305655,0.0,0.0,0.0,0.0,0.8462647795677185,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,0.02886102199954621,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7]}",8,after_layer2,device,True,0,1.0,5.0,1.0,0.028920001999722444,0.8553999900013878,0,1f40f88cc7ba4aa9929d2c446dd1de6d,7,"{'device_compute': 0.02886102199954621, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.028920001999722444, 'unattributed_overhead': 5.898000017623417e-05, 'request_id': '1f40f88cc7ba4aa9929d2c446dd1de6d', 'user_id': 3, 'prediction': 0, 'exit_id': 'after_layer2', 'exit_boundary_id': 8, 'exit_location': 'device', 'confidence': 0.8462647795677185, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7], 'queue_s': 0.0, 'segment_compute_s': 0.02456906000043091, 'exit_head_compute_s': 0.0019684960006998153, 'exit_check_s': 0.0005348229988157982, 'worker_elapsed_s': 0.02886102199954621}], 'sample_id': 'balanced_000_0007_00007748', 'label': 0, 'correct': True, 'observed_utility': 0.8553999900013878}",balanced_000_0007_00007748,7,7748,0.0007245540618896484,0.028920001999722444,5.898000017623417e-05,3
0.0,0.048138973000277474,0.048138973000277474,0.04818800700013526,0.048138973000277474,1784713976.3124301,1784713975.6122744,1784713976.3094966,0.0,0.0,0.0,0.0,0.9600685834884644,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,0.048138973000277474,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}",14,after_layer3,device,True,0,1.0,5.0,1.0,0.04818800700013526,0.7590599649993237,0,1e17a6f4e15b4e91a4a5f6e4c3f0c9e0,8,"{'device_compute': 0.048138973000277474, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.04818800700013526, 'unattributed_overhead': 4.903399985778378e-05, 'request_id': '1e17a6f4e15b4e91a4a5f6e4c3f0c9e0', 'user_id': 3, 'prediction': 0, 'exit_id': 'after_layer3', 'exit_boundary_id': 14, 'exit_location': 'device', 'confidence': 0.9600685834884644, 'executed_segments_by_node': {'device': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 'queue_s': 0.0, 'segment_compute_s': 0.04194425700188731, 'exit_head_compute_s': 0.0029477779999069753, 'exit_check_s': 0.0007191929998953128, 'worker_elapsed_s': 0.048138973000277474}], 'sample_id': 'balanced_000_0008_00009021', 'label': 0, 'correct': True, 'observed_utility': 0.7590599649993237}",balanced_000_0008_00009021,8,9021,0.002933502197265625,0.04818800700013526,4.903399985778378e-05,3
0.0,0.014932934999706049,0.014932934999706049,0.014979921999838552,0.014932934999706049,1784713977.4158595,1784713976.7391422,1784713977.415038,0.0,0.0,0.0,0.0,0.7084786295890808,0.0,warm-4dev-resnet50-cifar10-20260722-175122:v1,1,0.014932934999706049,unknown,0.0,0.0,0.0,0.0,0.0,"{'device': [0, 1, 2, 3]}",4,after_layer1,device,True,0,1.0,5.0,1.0,0.014979921999838552,0.9251003900008072,0,83bf8f5f44d44b0caf1af47513740c8c,9,"{'device_compute': 0.014932934999706049, 'd2e_transport': 0.0, 'edge_queue': 0.0, 'edge_segment_compute': 0.0, 'edge_exit_head_compute': 0.0, 'edge_exit_check': 0.0, 'e2c_transport': 0.0, 'cloud_queue': 0.0, 'cloud_segment_compute': 0.0, 'cloud_exit_head_compute': 0.0, 'cloud_exit_check': 0.0, 'total_latency': 0.014979921999838552, 'unattributed_overhead': 4.6987000132503454e-05, 'request_id': '83bf8f5f44d44b0caf1af47513740c8c', 'user_id': 3, 'prediction': 0, 'exit_id': 'after_layer1', 'exit_boundary_id': 4, 'exit_location': 'device', 'confidence': 0.7084786295890808, 'executed_segments_by_node': {'device': [0, 1, 2, 3]}, 'nodes': [{'node': 'device', 'executed_segments': [0, 1, 2, 3], 'queue_s': 0.0, 'segment_compute_s': 0.012727648999316443, 'exit_head_compute_s': 0.0010088600001836312, 'exit_check_s': 0.00022252500002650777, 'worker_elapsed_s': 0.014932934999706049}], 'sample_id': 'balanced_000_0009_00009272', 'label': 0, 'correct': True, 'observed_utility': 0.9251003900008072}",balanced_000_0009_00009272,9,9272,0.0008213520050048828,0.014979921999838552,4.6987000132503454e-05,3
